Alias,SubmissionTime,AvgLapTime,Rank,LeaderboardSubmissionStatusType,RankingScore
fsoto,1567007052645,20141,498,SUCCESS,20141
ssingh,1567229720527,20144,499,SUCCESS,20144
ReadyMade,1566470608274,20145,500,SUCCESS,20145
UnderRacer1,1565841945931,20152,501,SUCCESS,20152
TrixieCat,1564677968012,20165,502,SUCCESS,20165
AaronChockla,1565750865125,20174,503,SUCCESS,20174
demur,1567137510858,20193,504,SUCCESS,20193
HaPQ,1566697948971,20203,505,SUCCESS,20203
FireRock,1566075659674,20236,506,SUCCESS,20236
i3ts-robolab,1566813610575,20240,507,SUCCESS,20240
rakster,1565008568569,20244,508,SUCCESS,20244
DeepThoughts,1566834652703,20259,509,SUCCESS,20259
PinewoodDerbyMk,1567197986230,20262,510,SUCCESS,20262
Rendok,1565431185953,20320,511,SUCCESS,20320
CmRacer3,1565842997788,20322,512,SUCCESS,20322
yqj,1565577816249,20339,513,SUCCESS,20339
AnnaC,1567073875288,20354,514,SUCCESS,20354
MMracer22,1565331351274,20371,515,SUCCESS,20371
Joe-P,1566888655686,20373,516,SUCCESS,20373
ChanWay,1567265645538,20398,517,SUCCESS,20398
cladeira,1564834416938,20462,518,SUCCESS,20462
Speed-Racer,1565802380633,20468,519,SUCCESS,20468
trial-1,1566977895480,20514,520,SUCCESS,20514
kWh,1565111467904,20539,521,SUCCESS,20539
Athenos1,1565928811776,20551,522,SUCCESS,20551
BrynosWorldRacing,1564863106580,20584,523,SUCCESS,20584
Manas7,1567256953351,20587,524,SUCCESS,20587
thefastone,1565890957065,20603,525,SUCCESS,20603
Jul1an0,1565790141471,20625,526,SUCCESS,20625
hupe1980,1565882373597,20643,527,SUCCESS,20643
udacity-challenge-nishi,1567252155861,20704,528,SUCCESS,20704
trainocate,1565756936754,20738,529,SUCCESS,20738
archit,1565262600602,20764,530,SUCCESS,20764
JinLi,1565117640499,20830,531,SUCCESS,20830
Rusty-Racer,1565055812081,20849,532,SUCCESS,20849
mukesh-racer,1566270545295,20862,533,SUCCESS,20862
leuder62,1565226076494,20975,534,SUCCESS,20975
f-giorgio,1565287612006,20996,535,SUCCESS,20996
BlackBookCoop,1567046930991,21000,536,SUCCESS,21000
OsipovSimon,1565418350244,21031,537,SUCCESS,21031
CCninja862,1565316823996,21039,538,SUCCESS,21039
IvanMolto,1566998603337,21041,539,SUCCESS,21041
Rochak,1565497329911,21048,540,SUCCESS,21048
novy,1565325158696,21055,541,SUCCESS,21055
Pyxos,1567009466819,21095,542,SUCCESS,21095
HKW,1564852269399,21102,543,SUCCESS,21102
HvyD,1564948335647,21117,544,SUCCESS,21117
CharlieRace,1566986052283,21160,545,SUCCESS,21160
prithvi,1565572669515,21176,546,SUCCESS,21176
Eastracer,1567069134104,21206,547,SUCCESS,21206
ST,1566124831257,21237,548,SUCCESS,21237
matthieu,1566368378404,21244,549,SUCCESS,21244
Alansari,1567270633583,21246,550,SUCCESS,21246
SmartControl,1567225217259,21273,551,SUCCESS,21273
GeniusBillionarePlayboyPhilanthropist,1565974366319,21316,552,SUCCESS,21316
AbItOuS,1566652533045,21353,553,SUCCESS,21353
V-Law,1564989332051,21395,554,SUCCESS,21395
SuperRacer,1566102267824,21478,555,SUCCESS,21478
melsakka,1565555748980,21507,556,SUCCESS,21507
aac-deep-racer,1567024204208,21514,557,SUCCESS,21514
Hardik,1566438738241,21529,558,SUCCESS,21529
Tleafexpress1000,1565647341135,21530,559,SUCCESS,21530
vasusena,1565986912854,21537,560,SUCCESS,21537
d-atkinson,1565393340140,21541,561,SUCCESS,21541
Yoshishima,1564893917716,21578,562,SUCCESS,21578
FatBoySalimShady,1567061706316,21578,563,SUCCESS,21578
PiRacer,1567207599440,21624,564,SUCCESS,21624
KsieciunoOne,1565082258737,21685,565,SUCCESS,21685
nybearbear,1564860639552,21689,566,SUCCESS,21689
Tasfik-Rahman,1567270712319,21735,567,SUCCESS,21735
Ursus-Pequenus,1566925199151,21741,568,SUCCESS,21741
niccw,1566926696746,21744,569,SUCCESS,21744
Larr,1565019540677,21745,570,SUCCESS,21745
TalesLF,1565213812329,21750,571,SUCCESS,21750
ayushbathrey,1565186514235,21869,572,SUCCESS,21869
IAmMcLovin,1566358581818,21879,573,SUCCESS,21879
Thor,1565423384925,21921,574,SUCCESS,21921
KasztP,1565767522005,21942,575,SUCCESS,21942
skyisthelimit,1567071753651,21974,576,SUCCESS,21974
Nnnnn,1565964090751,22025,577,SUCCESS,22025
Vektor,1565291049189,22046,578,SUCCESS,22046
Kish,1566566305032,22049,579,SUCCESS,22049
sanichadgehug,1565985186584,22083,580,SUCCESS,22083
Asad-reward-formula,1566912724961,22107,581,SUCCESS,22107
Determinator,1565744664785,22163,582,SUCCESS,22163
innameofdiya,1566670621094,22178,583,SUCCESS,22178
alxb,1567291305186,22198,584,SUCCESS,22198
decarvalho,1566589258318,22246,585,SUCCESS,22246
TheHound-CiscoGIS,1565210735877,22289,586,SUCCESS,22289
Yorter,1567018539863,22313,587,SUCCESS,22313
kamraz,1564763905167,22574,588,SUCCESS,22574
mgaonkar,1566285158346,22641,589,SUCCESS,22641
test001,1566884518471,22657,590,SUCCESS,22657
Gamekiller77-CiscoGIS,1565888521478,22681,591,SUCCESS,22681
ClumsyTortoise,1566243461934,22780,592,SUCCESS,22780
theStig,1566995355934,22892,593,SUCCESS,22892
chk-aws-deep-racer-1977,1567086266916,22908,594,SUCCESS,22908
racedracer,1567231668544,23102,595,SUCCESS,23102
Rconte,1567066182429,23141,596,SUCCESS,23141
rockper,1567028680609,23143,597,SUCCESS,23143
nitrocode,1565450817791,23376,598,SUCCESS,23376
EkamjitSingh,1565526299617,23387,599,SUCCESS,23387
Metalicurt,1565735376525,23424,600,SUCCESS,23424
karan007,1565938179746,23518,601,SUCCESS,23518
Dwoppp,1567268710733,23564,602,SUCCESS,23564
potato-one,1565160043999,23689,603,SUCCESS,23689
Sample-wanto,1565809881252,23716,604,SUCCESS,23716
raphy-attempt-one,1565016783033,23746,605,SUCCESS,23746
OzStu-CBR-Summit2019,1566359589463,23820,606,SUCCESS,23820
Babui,1567221354757,23841,607,SUCCESS,23841
LuiX,1564795911608,23912,608,SUCCESS,23912
Rica,1567011272291,23999,609,SUCCESS,23999
SelamYihun,1566937995291,24008,610,SUCCESS,24008
ChaiVan-SS-FA,1564992261588,24057,611,SUCCESS,24057
Lazybot,1566688103675,24105,612,SUCCESS,24105
DirtyVader,1565391477100,24112,613,SUCCESS,24112
Misza,1567008643299,24139,614,SUCCESS,24139
simonhorlick,1566538150038,24150,615,SUCCESS,24150
weilingG,1567174647785,24153,616,SUCCESS,24153
umi,1567285615258,24198,617,SUCCESS,24198
Edward,1565032452632,24224,618,SUCCESS,24224
Gaylou,1567028648104,24240,619,SUCCESS,24240
racer-max,1565681986587,24320,620,SUCCESS,24320
EAjagun,1564965088702,24402,621,SUCCESS,24402
OrionBelt,1566498585273,24404,622,SUCCESS,24404
STARKY,1565619242676,24430,623,SUCCESS,24430
aru13,1567183266816,24434,624,SUCCESS,24434
Mauimagic,1566235226162,24531,625,SUCCESS,24531
nj2610,1565194807064,24531,626,SUCCESS,24531
hummbletech,1566227972683,24562,627,SUCCESS,24562
Arohawk,1567026779151,24575,628,SUCCESS,24575
HongKong-TonyTang,1565252213053,24607,629,SUCCESS,24607
klin-p1software,1566330456663,24654,630,SUCCESS,24654
sundsten-mercury-fullSend,1566942788441,24683,631,SUCCESS,24683
Kelsey,1567243243448,24708,632,SUCCESS,24708
manish-01,1566382724857,24710,633,SUCCESS,24710
khaifahmi99,1566659816051,24753,634,SUCCESS,24753
thisisapen,1565073801100,24817,635,SUCCESS,24817
Emmanueltd8,1566035432340,24880,636,SUCCESS,24880
heavensky,1567258362607,24968,637,SUCCESS,24968
jlee,1564795343446,24973,638,SUCCESS,24973
Shmac2,1565146676077,25024,639,SUCCESS,25024
Jackie,1565037666911,25091,640,SUCCESS,25091
Avinash-Anand-Lal,1565533290918,25113,641,SUCCESS,25113
mks-RL,1566458855504,25169,642,SUCCESS,25169
racerfromthebay,1565173136886,25229,643,SUCCESS,25229
olisia-shanghai,1567192612954,25260,644,SUCCESS,25260
wei-lin,1566680390833,25266,645,SUCCESS,25266
SYMEO,1567283739575,25302,646,SUCCESS,25302
flewis-flashmilton,1565915418951,25417,647,SUCCESS,25417
LiRacer,1565971741826,25425,648,SUCCESS,25425
razor-edge,1566462780900,25502,649,SUCCESS,25502
entonytocco,1566910748428,25516,650,SUCCESS,25516
Metropolis,1565415501851,25527,651,SUCCESS,25527
PriceRacer,1566937885759,25563,652,SUCCESS,25563
UAWSToretoS,1566933619624,25587,653,SUCCESS,25587
Toti90,1565350993552,25801,654,SUCCESS,25801
ttozatto,1565160715016,25834,655,SUCCESS,25834
thebismarck,1567110952469,25840,656,SUCCESS,25840
AlbertoCamusRacing,1565972905882,25866,657,SUCCESS,25866
CustomUser,1565165416998,25925,658,SUCCESS,25925
cjbayron,1567081283095,25940,659,SUCCESS,25940
theNvN,1566734005829,26013,660,SUCCESS,26013
KiranRajput,1565803373780,26081,661,SUCCESS,26081
gme,1566962485418,26131,662,SUCCESS,26131
RexRacer,1565544981183,26157,663,SUCCESS,26157
ReejuFirst,1567280547256,26190,664,SUCCESS,26190
Salman,1564855514036,26197,665,SUCCESS,26197
crawley-ciscogis,1565921542050,26202,666,SUCCESS,26202
abrinto,1566547930681,26221,667,SUCCESS,26221
horacix,1567012396964,26296,668,SUCCESS,26296
Sanic,1565208906894,26410,669,SUCCESS,26410
Maximus,1567169434045,26426,670,SUCCESS,26426
bechi,1567052640445,26470,671,SUCCESS,26470
DrewMac,1565155574090,26579,672,SUCCESS,26579
MJ,1566268160742,26638,673,SUCCESS,26638
BrysonRacer,1565727567757,26642,674,SUCCESS,26642
Sztos,1567189870656,26745,675,SUCCESS,26745
pacomx,1567127548707,26770,676,SUCCESS,26770
Razdeep,1566842417824,26858,677,SUCCESS,26858
kireto,1564810147487,26860,678,SUCCESS,26860
lilquike,1567018626259,26907,679,SUCCESS,26907
shawn,1566140930930,26950,680,SUCCESS,26950
Py-Racer05,1566064915452,27082,681,SUCCESS,27082
LightningSpeed,1565948739626,27084,682,SUCCESS,27084
ChampagnaSupernova,1567180910532,27136,683,SUCCESS,27136
wondabli,1565314754731,27152,684,SUCCESS,27152
DheerajP,1565215707216,27215,685,SUCCESS,27215
neihe,1565271578507,27247,686,SUCCESS,27247
andijakl,1565247509255,27317,687,SUCCESS,27317
junaid,1567280290501,27341,688,SUCCESS,27341
Dziergasm,1565293948835,27405,689,SUCCESS,27405
Reddevil,1566532046951,27437,690,SUCCESS,27437
superzhu,1565359470023,27467,691,SUCCESS,27467
shailza,1565617140423,27487,692,SUCCESS,27487
boggerboss,1565537079668,27517,693,SUCCESS,27517
TooDeepAndTooFurious,1565220860812,27562,694,SUCCESS,27562
Andrew-B6,1567295215060,27617,695,SUCCESS,27617
Jason-Lin-VancouverBC,1564819146230,27681,696,SUCCESS,27681
ural-batyr,1567276899030,27691,697,SUCCESS,27691
bitbeast18,1566324638572,27723,698,SUCCESS,27723
MSJose,1567284367622,27745,699,SUCCESS,27745
TokyoDrift,1567104471178,27768,700,SUCCESS,27768
IRC,1565349463293,27938,701,SUCCESS,27938
ApolloMoon,1564694847765,28145,702,SUCCESS,28145
2slow2calm,1564810248912,28161,703,SUCCESS,28161
GOZHACK,1567106523643,28242,704,SUCCESS,28242
Chemasmas,1567175127254,28345,705,SUCCESS,28345
Knowhere,1567284098104,28388,706,SUCCESS,28388
meln1k,1564832652210,28443,707,SUCCESS,28443
EMY-MOMZ,1567289055196,28490,708,SUCCESS,28490
1Aditya,1567276223399,28498,709,SUCCESS,28498
philipho11,1565334727392,28505,710,SUCCESS,28505
brisketracer,1566531599438,28529,711,SUCCESS,28529
AF0000LINED,1564835146039,28580,712,SUCCESS,28580
shakir-1997,1567245330585,28589,713,SUCCESS,28589
Lazy-Rider,1567016720102,28615,714,SUCCESS,28615
LukasV0,1565478278853,28674,715,SUCCESS,28674
is-this-fast-enough,1565727786483,28680,716,SUCCESS,28680
ahmed-aug-28,1567089610358,28751,717,SUCCESS,28751
abhinav-prime,1566067756058,28823,718,SUCCESS,28823
plever,1567192934095,28848,719,SUCCESS,28848
PH-MC,1565127410309,29255,720,SUCCESS,29255
Chim-Chim,1567080601935,29430,721,SUCCESS,29430
Rocket-racer,1564870132600,29555,722,SUCCESS,29555
William,1566967084790,29570,723,SUCCESS,29570
jose-moti,1565114445647,29603,724,SUCCESS,29603
Yatharth,1564898866503,29688,725,SUCCESS,29688
Wris,1565285194334,29817,726,SUCCESS,29817
NaN,1565037597578,30219,727,SUCCESS,30219
Ghost007,1565970435745,30261,728,SUCCESS,30261
daniboy000,1566709288309,30292,729,SUCCESS,30292
picolino-f34s7,1565230025386,30296,730,SUCCESS,30296
GTDrop,1566641725569,30350,731,SUCCESS,30350
JaswanthBandlamudi,1565825178660,30358,732,SUCCESS,30358
raj777,1567247984935,30390,733,SUCCESS,30390
AyowoleT,1567277061752,30452,734,SUCCESS,30452
JackAlexander,1567003607975,30494,735,SUCCESS,30494
tamer,1566941396341,30495,736,SUCCESS,30495
Tampa-1-RB,1565794611418,30518,737,SUCCESS,30518
Sankalp,1566455777573,30571,738,SUCCESS,30571
dharmateja,1565612332135,30628,739,SUCCESS,30628
samez2019,1566235335783,30780,740,SUCCESS,30780
AYAAN,1564906586821,30848,741,SUCCESS,30848
Samson,1565943594243,30908,742,SUCCESS,30908
SorinSV,1567277940500,31150,743,SUCCESS,31150
DwightF,1566475833729,31300,744,SUCCESS,31300
Abhi,1566234388730,31322,745,SUCCESS,31322
edzons,1567037931287,31354,746,SUCCESS,31354
MandyR,1565619202332,31356,747,SUCCESS,31356
srcactus,1567204785199,31437,748,SUCCESS,31437
Rohit-model1,1565113895518,31529,749,SUCCESS,31529
lighthammer,1565746212308,31539,750,SUCCESS,31539
Pysam,1564908729093,31945,751,SUCCESS,31945
abarranc,1565103038430,32187,752,SUCCESS,32187
dberumen,1566182704459,32276,753,SUCCESS,32276
Carbon,1565145986970,32333,754,SUCCESS,32333
GPU-Speed-Racer-GT,1565190427349,32551,755,SUCCESS,32551
Avada,1564984929511,32614,756,SUCCESS,32614
Heisenberg-BUET,1564815943141,33023,757,SUCCESS,33023
AlphaCar,1566555870534,33045,758,SUCCESS,33045
Osamaahmed1703,1566027693406,33086,759,SUCCESS,33086
LehaLavr,1566751549758,33105,760,SUCCESS,33105
aperov9,1564699110392,33563,761,SUCCESS,33563
C1-test,1566755760088,33591,762,SUCCESS,33591
Roshan,1565344671022,33612,763,SUCCESS,33612
lfa-test-racer,1565264669403,33662,764,SUCCESS,33662
Toss,1565907018578,33694,765,SUCCESS,33694
adan-estrada-aws-summit,1567107279578,33863,766,SUCCESS,33863
jpg-acn,1566248940465,35481,767,SUCCESS,35481
TUPA,1565349965298,35586,768,SUCCESS,35586
DeepOne,1566996084910,35883,769,SUCCESS,35883
Deus-Ex-Machina-Indy-1,1567093689292,36067,770,SUCCESS,36067
rock420,1567025636465,36413,771,SUCCESS,36413
Chr1g1,1566470077907,36677,772,SUCCESS,36677
DitchDigger,1564708410090,36807,773,SUCCESS,36807
dolphoneman-1,1566492545134,37739,774,SUCCESS,37739
ark-m,1564841530334,38107,775,SUCCESS,38107
shugert,1565125853665,38151,776,SUCCESS,38151
jpillora,1567231406459,38179,777,SUCCESS,38179
KNiziol,1567275243548,38355,778,SUCCESS,38355
Chama-A,1566461511705,38641,779,SUCCESS,38641
Adam-H,1566742898416,39096,780,SUCCESS,39096
abdelrazek,1567287807535,39144,781,SUCCESS,39144
KnightRider,1565361450541,39163,782,SUCCESS,39163
Goku,1564814512049,39521,783,SUCCESS,39521
moodoki,1564764858514,39696,784,SUCCESS,39696
MohamedSalah,1565568654001,40145,785,SUCCESS,40145
BharatRacer,1565781622844,40250,786,SUCCESS,40250
DIASILEDU,1567081609811,40707,787,SUCCESS,40707
racer-nc1,1565081339960,40823,788,SUCCESS,40823
Atte,1564918189116,40844,789,SUCCESS,40844
naughtius-maximus,1566187849655,40848,790,SUCCESS,40848
casper-win,1565308829169,41161,791,SUCCESS,41161
JK,1567130914951,41162,792,SUCCESS,41162
Fastest-Driver,1566471851866,41427,793,SUCCESS,41427
Pranav-Nigam,1565313943861,41927,794,SUCCESS,41927
testing,1566998374417,42086,795,SUCCESS,42086
Vinodian890,1565149330574,42486,796,SUCCESS,42486
DAA,1566662324796,42816,797,SUCCESS,42816
varunvsharma,1567088456694,42838,798,SUCCESS,42838
lb-test,1564942670776,43289,799,SUCCESS,43289
DRCHALLENGER,1565149801850,43597,800,SUCCESS,43597
coocloud,1564950168591,43802,801,SUCCESS,43802
TStorm,1565339825866,43965,802,SUCCESS,43965
Zakia,1564992557466,44189,803,SUCCESS,44189
Prometheus,1566995940917,44781,804,SUCCESS,44781
DandE01,1567068906136,45001,805,SUCCESS,45001
Mod01,1565209901058,45002,806,SUCCESS,45002
racinator,1565982503461,45277,807,SUCCESS,45277
zebieksts,1566996425569,45426,808,SUCCESS,45426
ohh-yeah,1566063819216,45599,809,SUCCESS,45599
MachineRunner,1567087573242,45619,810,SUCCESS,45619
Sloppy,1565706994912,46167,811,SUCCESS,46167
PandoraMC,1565099219198,46746,812,SUCCESS,46746
yashrajwani,1565081093302,48852,813,SUCCESS,48852
Breezy,1566759423410,51449,814,SUCCESS,51449
deeplylearned,1566161815940,52225,815,SUCCESS,52225
be,1565071433492,52652,816,SUCCESS,52652
reinforcedRacer,1565546869847,52964,817,SUCCESS,52964
to-infinity,1564756102240,53462,818,SUCCESS,53462
testgabe1,1565705859350,53466,819,SUCCESS,53466
SJ,1565944424555,53491,820,SUCCESS,53491
MV,1565975556126,53935,821,SUCCESS,53935
Showcase,1567154672525,54912,822,SUCCESS,54912
sodacan,1565627121409,54985,823,SUCCESS,54985
yudai,1566544611650,55026,824,SUCCESS,55026
Shinsuke,1565027748456,55038,825,SUCCESS,55038
Sample-stay-on-track,1565975651513,55129,826,SUCCESS,55129
nithiroj,1567219674084,55441,827,SUCCESS,55441
therealmolf,1564656783284,55574,828,SUCCESS,55574
TofuDelivery,1567139119275,56322,829,SUCCESS,56322
alcado,1564703609279,56591,830,SUCCESS,56591
Altair,1567293762746,56867,831,SUCCESS,56867
BaTu,1567279044769,57298,832,SUCCESS,57298
sagara-SEC,1567038662059,57360,833,SUCCESS,57360
bluewolverine,1567288749298,57377,834,SUCCESS,57377
MTrS-1,1566014416507,57402,835,SUCCESS,57402
elracer12235,1567208255738,57536,836,SUCCESS,57536
Arturo,1567053084924,57568,837,SUCCESS,57568
kandy-racer,1565982075461,57578,838,SUCCESS,57578
sevenmiles,1567293536111,57599,839,SUCCESS,57599
Tony-Stark,1565271202054,57673,840,SUCCESS,57673
RAGE-TROB,1567134215266,57731,841,SUCCESS,57731
missteryja,1566937188435,57832,842,SUCCESS,57832
Ahmed-Elnagar,1565018290931,57905,843,SUCCESS,57905
abcd,1564765073990,57908,844,SUCCESS,57908
sydlee,1565701968238,57910,845,SUCCESS,57910
JLG-1st,1566271458570,57916,846,SUCCESS,57916
flash,1565961301504,57952,847,SUCCESS,57952
formulas1-racing,1565966035199,57969,848,SUCCESS,57969
plumariSpeedGod,1567101666794,57986,849,SUCCESS,57986
Narashika-DevelopersIO,1566549544601,57990,850,SUCCESS,57990
jayden,1567148667800,58058,851,SUCCESS,58058
Fritz,1566700816458,58080,852,SUCCESS,58080
asteroidice,1566082532293,58089,853,SUCCESS,58089
lukeyes,1566421427199,58098,854,SUCCESS,58098
gatejeca,1567118224405,58102,855,SUCCESS,58102
Demo,1567110513894,58103,856,SUCCESS,58103
belltower,1564770375817,58107,857,SUCCESS,58107
eight,1565526104702,58112,858,SUCCESS,58112
sudoku,1567238819573,58121,859,SUCCESS,58121
Club-AWeSome,1567191764871,58131,860,SUCCESS,58131
josafatdeveloper,1567194416816,58145,861,SUCCESS,58145
cesarmaganam,1567118347050,58146,862,SUCCESS,58146
Vortega,1567110565436,58164,863,SUCCESS,58164
iudeen,1566030743476,58183,864,SUCCESS,58183
apcopeland,1567107466575,58184,865,SUCCESS,58184
usainbolt,1566113232756,58201,866,SUCCESS,58201
Junkman,1566824862741,58214,867,SUCCESS,58214
T-Brabham,1566188518947,58216,868,SUCCESS,58216
1234,1567111516518,58222,869,SUCCESS,58222
kunal-dhingra,1565517971157,58231,870,SUCCESS,58231
racer007,1566862955133,58242,871,SUCCESS,58242
HotateKaniUni-DevelopersIO,1566984961411,58245,872,SUCCESS,58245
edgarFierro,1566578883318,58254,873,SUCCESS,58254
Alexei,1567156861184,58256,874,SUCCESS,58256
Knippen8,1566350590495,58258,875,SUCCESS,58258
victoro,1567245695108,58258,876,SUCCESS,58258
mikanbox,1566825140674,58269,877,SUCCESS,58269
zigzag,1566926080268,58271,878,SUCCESS,58271
race-s01,1566486737087,58279,879,SUCCESS,58279
y-sugawara,1567160123725,58280,880,SUCCESS,58280
tekgrl,1566141656107,58291,881,SUCCESS,58291
vipuldcoder,1566759640444,58293,882,SUCCESS,58293
RedLine,1566603327407,58298,883,SUCCESS,58298
Chintu123,1567077529866,58300,884,SUCCESS,58300
Polo,1567180798465,58302,885,SUCCESS,58302
Angel,1567110371479,58306,886,SUCCESS,58306
pongs486,1567112602168,58307,887,SUCCESS,58307
RIDL,1566854795669,58314,888,SUCCESS,58314
Sofiat,1566295395032,58320,889,SUCCESS,58320
Test24,1567112134322,58329,890,SUCCESS,58329
MahrkoRacer,1567109331095,58333,891,SUCCESS,58333
cool-find,1566628780889,58333,892,SUCCESS,58333
beardykun,1565753962614,58335,893,SUCCESS,58335
mango-racer,1567119187724,58342,894,SUCCESS,58342
DeepRacer,1566330965677,58352,895,SUCCESS,58352
rfmac,1566869688117,58353,896,SUCCESS,58353
Liga1,1567112815700,58361,897,SUCCESS,58361
asdf,1566915419737,58362,898,SUCCESS,58362
DaAmRacer,1566444261093,58364,899,SUCCESS,58364
RemyRacer,1566250212464,58369,900,SUCCESS,58369
need4speed,1565993916740,58376,901,SUCCESS,58376
Warpath,1567122437671,58379,902,SUCCESS,58379
hamidmo,1567130075570,58379,903,SUCCESS,58379
Trial-Default,1566740320398,58380,904,SUCCESS,58380
race001,1567118906500,58389,905,SUCCESS,58389
MarkTech18,1566937324135,58392,906,SUCCESS,58392
Jayrouce,1567111601943,58394,907,SUCCESS,58394
race-for-waste,1566838536745,58401,908,SUCCESS,58401
ykirpichev,1566512431634,58402,909,SUCCESS,58402
Osamu,1565940932177,58407,910,SUCCESS,58407
doni,1566420308398,58419,911,SUCCESS,58419
isela1,1567111093428,58421,912,SUCCESS,58421
sriadi-test,1567115934495,58424,913,SUCCESS,58424
Sameer-009,1565848900974,58427,914,SUCCESS,58427
testify,1564670547718,58427,915,SUCCESS,58427
kraken,1566768921003,58430,916,SUCCESS,58430
4th-stop-Shanghai-Sudu-v1,1565989459289,58430,917,SUCCESS,58430
adam,1566229670154,58432,918,SUCCESS,58432
Morcu,1567075692748,58435,919,SUCCESS,58435
Tom-TomLee,1565477168883,58436,920,SUCCESS,58436
usagi-manager,1567269053246,58440,921,SUCCESS,58440
Oliv2106,1565273757027,58444,922,SUCCESS,58444
wcraft,1565753253058,58449,923,SUCCESS,58449
Robert-Parry,1565252202541,58452,924,SUCCESS,58452
rob8,1566506822424,58454,925,SUCCESS,58454
RussZZ,1566982541212,58460,926,SUCCESS,58460
herbie,1565631606982,58469,927,SUCCESS,58469
Jannineithon,1567221017850,58469,928,SUCCESS,58469
Sandman,1565729881535,58470,929,SUCCESS,58470
abs-racer,1566324777940,58470,930,SUCCESS,58470
trentcam,1565815458770,58473,931,SUCCESS,58473
DanielCava,1567110232045,58474,932,SUCCESS,58474
AbdElrhman-Mohamed,1567269321138,58477,933,SUCCESS,58477
ID-IoTmx,1567170028832,58477,934,SUCCESS,58477
KimJisoo,1565664510527,58477,935,SUCCESS,58477
haruspring-first,1565277026796,58483,936,SUCCESS,58483
Va1bhav,1565432712991,58485,937,SUCCESS,58485
Wathigo,1565509457262,58492,938,SUCCESS,58492
Dirkiboy,1565429873477,58500,939,SUCCESS,58500
MKS-RacerX,1566399879958,58501,940,SUCCESS,58501
Fer,1565789371691,58505,941,SUCCESS,58505
RainforcementDeepRacer,1566802045680,58507,942,SUCCESS,58507
TecnoRV,1567111590903,58507,943,SUCCESS,58507
KeithLA,1566060404406,58515,944,SUCCESS,58515
BigO,1565251347909,58516,945,SUCCESS,58516
Feliren88,1565400069939,58520,946,SUCCESS,58520
RedQuark,1565140580185,58520,947,SUCCESS,58520
CNI,1566678973743,58528,948,SUCCESS,58528
Impulse2Glitch,1566955335896,58530,949,SUCCESS,58530
fdebene,1566918956840,58535,950,SUCCESS,58535
Corrida1ShanghaiSudu,1567048733631,58537,951,SUCCESS,58537
andreas,1566327117325,58538,952,SUCCESS,58538
DeepWit,1566167688364,58540,953,SUCCESS,58540
Austinh100,1566523074184,58540,954,SUCCESS,58540
daves-peculiar-racer,1566325378435,58541,955,SUCCESS,58541
idk-something,1565731069136,58543,956,SUCCESS,58543
FordPrefect,1566903983604,58553,957,SUCCESS,58553
Bob,1566945573804,58553,958,SUCCESS,58553
CarlosAndreMarquesMoreira,1567103887442,58555,959,SUCCESS,58555
chrissmythe,1566828933338,58556,960,SUCCESS,58556
joonaskalda,1565120485323,58557,961,SUCCESS,58557
NoodleCat,1566279861644,58558,962,SUCCESS,58558
RampTurbo,1567131559448,58569,963,SUCCESS,58569
giles,1567119639510,58571,964,SUCCESS,58571
odjohn,1567113998353,58575,965,SUCCESS,58575
Simuchand,1566624068340,58579,966,SUCCESS,58579
ElChacal,1567103436441,58579,967,SUCCESS,58579
aussieweever,1567129971002,58579,968,SUCCESS,58579
KDg,1565419694694,58580,969,SUCCESS,58580
TheCustomersObsession,1565814090213,58587,970,SUCCESS,58587
matheusbsilva,1565285180676,58592,971,SUCCESS,58592
Mafilie,1565309660030,58592,972,SUCCESS,58592
tallred,1566446070276,58592,973,SUCCESS,58592
Boga,1565792445816,58595,974,SUCCESS,58595
NubosRacer,1567111419214,58605,975,SUCCESS,58605
DineshFire,1566551545711,58607,976,SUCCESS,58607
fuzubo,1566729026870,58617,977,SUCCESS,58617
sidb123,1567110583804,58617,978,SUCCESS,58617
schapk,1566865525335,58618,979,SUCCESS,58618
joe,1567098302899,58628,980,SUCCESS,58628
pime-deepracer-001,1567112167347,58628,981,SUCCESS,58628
Sriharan,1565772753928,58629,982,SUCCESS,58629
Velocita-DR1,1565367320379,58629,983,SUCCESS,58629
LEMMCL,1567110268726,58630,984,SUCCESS,58630
shub,1565462456709,58632,985,SUCCESS,58632
TestMalick,1565402033804,58632,986,SUCCESS,58632
jestrator,1567100255112,58634,987,SUCCESS,58634
Kelsocateer,1566988066359,58637,988,SUCCESS,58637
MyRacer789,1566228646665,58640,989,SUCCESS,58640
ASDF,1567016883244,58643,990,SUCCESS,58643
IrateRaptor,1566608991380,58652,991,SUCCESS,58652
TestModelX,1565674240432,58652,992,SUCCESS,58652
Alex-DR,1565333720423,58657,993,SUCCESS,58657
DukeMotorsports,1566267065901,58663,994,SUCCESS,58663
Carry-buggy,1565785888644,58667,995,SUCCESS,58667
MaritoPino,1567110342644,58671,996,SUCCESS,58671
ChickenChaser,1565356910070,58674,997,SUCCESS,58674
bobi86,1567060921154,58676,998,SUCCESS,58676
jammirat,1565819032691,58681,999,SUCCESS,58681
IThoughtThisWasWalmart,1565611173802,58690,1000,SUCCESS,58690
fasak-race,1566630335853,58704,1001,SUCCESS,58704
spartan,1566004310033,58714,1002,SUCCESS,58714
test-1,1565443291663,58729,1003,SUCCESS,58729
womenwithtech,1565812762133,58733,1004,SUCCESS,58733
