Alias,SubmissionTime,AvgLapTime,Rank,LeaderboardSubmissionStatusType,RankingScore
Jochem,1568443202590,10177,47,SUCCESS,10177
Carl,1568949162473,10187,48,SUCCESS,10187
HY-DNP,1568105828796,10249,49,SUCCESS,10249
iceman-NCTU-CGI,1567410404189,10255,50,SUCCESS,10255
DarkChocolate,1568657835505,10259,51,SUCCESS,10259
Parzival,1567736859471,10297,52,SUCCESS,10297
rosscomp1,1569013443232,10309,53,SUCCESS,10309
Usin,1568534564317,10310,54,SUCCESS,10310
MrMitch,1569612042067,10371,55,SUCCESS,10371
PRRC-DNP,1569303222821,10381,56,SUCCESS,10381
SmiffyKMC,1568487356661,10382,57,SUCCESS,10382
Sola-DNPds,1567552716424,10438,58,SUCCESS,10438
Priit,1569569750777,10448,59,SUCCESS,10448
Praveen,1569469394643,10505,60,SUCCESS,10505
rogAWS,1567590765634,10513,61,SUCCESS,10513
KolaB,1569448795809,10518,62,SUCCESS,10518
Tricycle-NiftyLAB,1569554274836,10566,63,SUCCESS,10566
Common-Kingfisher,1569740044317,10566,64,SUCCESS,10566
Crikey,1567698844929,10569,65,SUCCESS,10569
AndreiU,1567867243564,10578,66,SUCCESS,10578
KozmoRacer,1568899148145,10590,67,SUCCESS,10590
TonyJ,1567755343693,10649,68,SUCCESS,10649
mayurmadnani,1569724942713,10715,69,SUCCESS,10715
leo-DNPds,1569376256718,10723,70,SUCCESS,10723
KozmoShanghai,1568770842994,10728,71,SUCCESS,10728
Lina,1569697920508,10730,72,SUCCESS,10730
racelord,1569486141710,10730,73,SUCCESS,10730
dartjason,1569670837726,10742,74,SUCCESS,10742
chilmeran,1568287374184,10759,75,SUCCESS,10759
fiat126p,1568119774676,10780,76,SUCCESS,10780
HTTVinD,1569477398745,10784,77,SUCCESS,10784
ThinAirCar,1569432674614,10786,78,SUCCESS,10786
Art3mis,1568186499038,10828,79,SUCCESS,10828
OllyOllyOxenFree,1569440645570,10831,80,SUCCESS,10831
DodolGarut,1569729148267,10850,81,SUCCESS,10850
Mohan-Barathi,1569816231822,10857,82,SUCCESS,10857
Yeti,1569653657848,10861,83,SUCCESS,10861
sideshow-dan,1569578440840,10919,84,SUCCESS,10919
theabao,1569439542659,10923,85,SUCCESS,10923
gbrejeiro,1568001732769,10936,86,SUCCESS,10936
zeroAV,1569739360709,10972,87,SUCCESS,10972
KAGRAZAKA-DNP,1569473719824,11014,88,SUCCESS,11014
RIDL,1568906052812,11028,89,SUCCESS,11028
Kish,1569887553051,11040,90,SUCCESS,11040
LokeshLalwani,1568476885099,11041,91,SUCCESS,11041
Qi,1568102938916,11041,92,SUCCESS,11041
jonathan9879,1569829518209,11042,93,SUCCESS,11042
Michael-Equi,1568072513299,11047,94,SUCCESS,11047
ABaykov,1567372155813,11058,95,SUCCESS,11058
timdef,1567742396636,11111,96,SUCCESS,11111
Ribbb,1568475762177,11142,97,SUCCESS,11142
TheJJ-Naspers,1568843506558,11158,98,SUCCESS,11158
Arc-Steering-Systems,1568409572652,11241,99,SUCCESS,11241
Shendy,1569525452522,11247,100,SUCCESS,11247
NicolasPinell,1569805264099,11248,101,SUCCESS,11248
sfs,1568038742130,11249,102,SUCCESS,11249
KING,1569385067713,11277,103,SUCCESS,11277
Jerec,1567911361694,11301,104,SUCCESS,11301
kodama-SEC,1567695925032,11382,105,SUCCESS,11382
DN-kuro,1568452661031,11389,106,SUCCESS,11389
Ikechukwu,1568792523011,11432,107,SUCCESS,11432
DivyaPuri,1568946859071,11434,108,SUCCESS,11434
hiroisojp,1567739226403,11462,109,SUCCESS,11462
sangwonBaek,1569680787507,11470,110,SUCCESS,11470
baka,1569835747462,11473,111,SUCCESS,11473
PaulMR,1568835426334,11523,112,SUCCESS,11523
lans,1567909342668,11526,113,SUCCESS,11526
shivamgarg,1568093898267,11541,114,SUCCESS,11541
ss,1568094130044,11541,115,SUCCESS,11541
hyeonwoo,1569569488920,11580,116,SUCCESS,11580
Calin-Tesu,1567442641994,11583,117,SUCCESS,11583
Maverick,1567398025782,11602,118,SUCCESS,11602
Alex-Schultz,1567649519063,11604,119,SUCCESS,11604
krishrahul98,1569749171043,11608,120,SUCCESS,11608
TheJJ,1569650041201,11614,121,SUCCESS,11614
Aob19,1569744467081,11633,122,SUCCESS,11633
SilvioMoriNeto,1569780386710,11693,123,SUCCESS,11693
evanca,1569873669268,11695,124,SUCCESS,11695
adatzer,1567780435807,11701,125,SUCCESS,11701
raj777,1568867991344,11714,126,SUCCESS,11714
IvanMolto,1569837459621,11745,127,SUCCESS,11745
sammy,1567311449004,11765,128,SUCCESS,11765
Mkus,1569546336782,11776,129,SUCCESS,11776
Deep-Racer,1568074005143,11883,130,SUCCESS,11883
MyRockRacer,1568633484801,11887,131,SUCCESS,11887
Chris,1569808865946,11893,132,SUCCESS,11893
PabloEsparza,1567698346978,11906,133,SUCCESS,11906
kito-DNPds,1567768361975,11928,134,SUCCESS,11928
2ndSeneca-Basic1st,1569549319291,11971,135,SUCCESS,11971
BIL,1569615427778,11994,136,SUCCESS,11994
tiguan,1567467192691,12047,137,SUCCESS,12047
mukesh-rl,1569865491021,12064,138,SUCCESS,12064
Arias,1569704560482,12113,139,SUCCESS,12113
pablo,1568885818983,12129,140,SUCCESS,12129
osanai,1567383076176,12130,141,SUCCESS,12130
Hayknee,1568510780829,12136,142,SUCCESS,12136
TonyMarkham,1567722719447,12148,143,SUCCESS,12148
alphawolf,1569173286929,12196,144,SUCCESS,12196
KR-seren,1568880525983,12239,145,SUCCESS,12239
Devina,1569188138087,12245,146,SUCCESS,12245
Jul1an0,1568515298541,12251,147,SUCCESS,12251
rusczak,1569765222738,12303,148,SUCCESS,12303
SuperKurbat,1568562359687,12389,149,SUCCESS,12389
Covfefe,1567316992200,12389,150,SUCCESS,12389
Mano,1568824084099,12406,151,SUCCESS,12406
Tempura-DevelopersIO,1567671601591,12458,152,SUCCESS,12458
Ailien,1569700176060,12462,153,SUCCESS,12462
nalbam,1568696434495,12478,154,SUCCESS,12478
MihailD,1569241984992,12499,155,SUCCESS,12499
Nyaribo-M,1568211837677,12513,156,SUCCESS,12513
sivag1,1568294137173,12538,157,SUCCESS,12538
GarbageCar,1568510924150,12539,158,SUCCESS,12539
Huyshudu,1569463790923,12592,159,SUCCESS,12592
Melnana,1568232151446,12607,160,SUCCESS,12607
Blockhasher,1567590247711,12665,161,SUCCESS,12665
Guga,1567949420694,12667,162,SUCCESS,12667
Dimitri,1569887763411,12672,163,SUCCESS,12672
Vita,1569713518181,12708,164,SUCCESS,12708
StarlightDreamStudio,1568013800606,12729,165,SUCCESS,12729
Mister-McGoo,1569875413078,12732,166,SUCCESS,12732
androvisck,1569267516267,12762,167,SUCCESS,12762
ahmed-aug-28,1568670814952,12777,168,SUCCESS,12777
KNiziol,1568311107897,12786,169,SUCCESS,12786
shakir-1997,1568395968314,12790,170,SUCCESS,12790
Gradient-Racer,1568638948037,12803,171,SUCCESS,12803
Sheldor,1567570172144,12843,172,SUCCESS,12843
escanor1996,1569295190292,12853,173,SUCCESS,12853
jxtrbtk,1569150989154,12912,174,SUCCESS,12912
Alego,1569825347231,12914,175,SUCCESS,12914
SF,1569465294481,13009,176,SUCCESS,13009
Merfoulis,1569874652653,13052,177,SUCCESS,13052
fastracer,1567725840283,13110,178,SUCCESS,13110
HongKong-TonyTang,1567907719901,13147,179,SUCCESS,13147
leuder62,1569065593971,13155,180,SUCCESS,13155
whimsicalmaniac,1568562196823,13178,181,SUCCESS,13178
Saidro,1569570927321,13182,182,SUCCESS,13182
Hazelnut-DevelopersIO,1567306208430,13192,183,SUCCESS,13192
amitsharma,1569489251215,13249,184,SUCCESS,13249
BloatedRacerMan,1569853431152,13272,185,SUCCESS,13272
Silent,1569587379657,13273,186,SUCCESS,13273
CapMapre,1568439351664,13326,187,SUCCESS,13326
bharat147,1568714706007,13334,188,SUCCESS,13334
GErace1,1569362800753,13335,189,SUCCESS,13335
Robin-Castro,1569842162547,13411,190,SUCCESS,13411
j0rg3B3d,1569466055677,13461,191,SUCCESS,13461
reBorn,1569834577433,13472,192,SUCCESS,13472
HuyBeast,1569240569979,13491,193,SUCCESS,13491
mks-RL,1568082464087,13511,194,SUCCESS,13511
T-Matsu,1569649365013,13524,195,SUCCESS,13524
matsuda,1568962116707,13549,196,SUCCESS,13549
TX-KarimRacer,1568336681098,13568,197,SUCCESS,13568
light-cycle,1567965059424,13578,198,SUCCESS,13578
rahuldevelops,1567860650348,13583,199,SUCCESS,13583
Huy,1568801295829,13585,200,SUCCESS,13585
harshu,1569250732308,13588,201,SUCCESS,13588
Test-ogura,1567725005684,13593,202,SUCCESS,13593
Myth,1569872626772,13608,203,SUCCESS,13608
noodleman,1568911947493,13658,204,SUCCESS,13658
Mazi001,1569706146207,13683,205,SUCCESS,13683
Ajitesh,1569127821081,13690,206,SUCCESS,13690
JoeLeyba,1568568142006,13699,207,SUCCESS,13699
zain-quickbot,1569495114187,13731,208,SUCCESS,13731
Robijohn,1567341180503,13736,209,SUCCESS,13736
Adrian-SparrowTravel,1568810910551,13750,210,SUCCESS,13750
andypowe11,1569567044322,13793,211,SUCCESS,13793
mrcly,1569597847571,13806,212,SUCCESS,13806
moncy0105,1569730148193,13846,213,SUCCESS,13846
Letsgo,1569387691490,13867,214,SUCCESS,13867
Vortana-Say,1569866341122,13871,215,SUCCESS,13871
N3,1568431434386,13898,216,SUCCESS,13898
IVaibhavMalpani,1567441545372,13924,217,SUCCESS,13924
shamilin,1569508106860,13925,218,SUCCESS,13925
GuMiBears,1567575305057,13927,219,SUCCESS,13927
NoName,1567581247003,13966,220,SUCCESS,13966
aa,1567728474239,13982,221,SUCCESS,13982
EoreDonkeycar,1569510234021,14006,222,SUCCESS,14006
abrinto,1567676688302,14009,223,SUCCESS,14009
mehmetoguzderin,1567554971488,14017,224,SUCCESS,14017
SatoM,1567853135820,14048,225,SUCCESS,14048
invincible,1567473550707,14050,226,SUCCESS,14050
Deepak-dpk,1569887431730,14051,227,SUCCESS,14051
SenjutsuTon,1569354646510,14061,228,SUCCESS,14061
BradRacer,1568825161080,14067,229,SUCCESS,14067
Boxic,1567988496434,14098,230,SUCCESS,14098
TheKinghyDinghy,1569380461252,14107,231,SUCCESS,14107
Khubaib,1567777052551,14117,232,SUCCESS,14117
LittleGoblinV2,1568102137895,14128,233,SUCCESS,14128
deep-caiopava,1569410372045,14197,234,SUCCESS,14197
IlieTiberiu,1569145839082,14205,235,SUCCESS,14205
Chaldea,1568668594458,14207,236,SUCCESS,14207
matos-france,1568958454669,14254,237,SUCCESS,14254
tammy-628,1569466385221,14257,238,SUCCESS,14257
KITXIX,1569833598216,14272,239,SUCCESS,14272
BoDEEHoHG,1568160429007,14287,240,SUCCESS,14287
Py-Racer05,1567542393423,14287,241,SUCCESS,14287
GWP,1568721213159,14296,242,SUCCESS,14296
Romana,1569534917515,14331,243,SUCCESS,14331
Adam-H,1567674234361,14335,244,SUCCESS,14335
MSoua,1569876968011,14335,245,SUCCESS,14335
kam013n,1567696918622,14348,246,SUCCESS,14348
race21979,1567634601153,14357,247,SUCCESS,14357
Arthast,1569581354616,14358,248,SUCCESS,14358
cantkeepmedown,1567725692207,14380,249,SUCCESS,14380
TheRealNigerian,1567775106375,14405,250,SUCCESS,14405
joshuak,1569614200103,14453,251,SUCCESS,14453
Rock-it,1568670091648,14457,252,SUCCESS,14457
RagetemperRacing,1567795903430,14470,253,SUCCESS,14470
CaosArkantos,1567379883193,14480,254,SUCCESS,14480
UK-ICELAND-NORWAY,1567353966597,14494,255,SUCCESS,14494
Better-Variables,1568634777389,14522,256,SUCCESS,14522
SasaiCup1,1569721001715,14532,257,SUCCESS,14532
StelioNhatuve,1568362760429,14543,258,SUCCESS,14543
Meng,1569662598154,14549,259,SUCCESS,14549
syl,1568226276995,14591,260,SUCCESS,14591
Thor,1567651303392,14597,261,SUCCESS,14597
marcusholmgren,1569662491528,14607,262,SUCCESS,14607
alxb,1569878037603,14609,263,SUCCESS,14609
TRS-DR,1569467832951,14611,264,SUCCESS,14611
Monster,1568722377956,14611,265,SUCCESS,14611
AnteKristic,1567837882334,14611,266,SUCCESS,14611
Rahul,1567322815974,14615,267,SUCCESS,14615
aaracer,1568087089987,14618,268,SUCCESS,14618
Sztos,1568223484201,14660,269,SUCCESS,14660
pandabb,1568088921472,14662,270,SUCCESS,14662
RJ,1567744195882,14686,271,SUCCESS,14686
AcerRacer,1568517532281,14702,272,SUCCESS,14702
Wasabi-DevelopersIO,1569343508441,14743,273,SUCCESS,14743
satyamtg,1569248426362,14748,274,SUCCESS,14748
SpeedDaemon,1569808000199,14748,275,SUCCESS,14748
peabody,1568599762912,14759,276,SUCCESS,14759
Eibegger,1569173348581,14784,277,SUCCESS,14784
Q-ninja,1567967854843,14792,278,SUCCESS,14792
wyzbot,1568744364473,14792,279,SUCCESS,14792
deepracer-tech,1569549070413,14798,280,SUCCESS,14798
mgarod,1568469732896,14804,281,SUCCESS,14804
igorlpa,1568998064962,14813,282,SUCCESS,14813
ClumsyTortoise,1567609426168,14842,283,SUCCESS,14842
arrick00,1567824275424,14849,284,SUCCESS,14849
Huan,1568299778905,14851,285,SUCCESS,14851
henriquejsfj,1569345066228,14858,286,SUCCESS,14858
turtle-wheels,1569526126362,14862,287,SUCCESS,14862
INPL-THUH,1567469882953,14879,288,SUCCESS,14879
Torval,1569755791488,14880,289,SUCCESS,14880
mogamin,1569841456271,14885,290,SUCCESS,14885
WildSpan,1568369020725,14931,291,SUCCESS,14931
vano142,1568373737799,14966,292,SUCCESS,14966
Corellian-Corvette,1569334405588,14977,293,SUCCESS,14977
KaduFanti,1569818939368,14985,294,SUCCESS,14985
woodstocktimes,1568147998415,15001,295,SUCCESS,15001
hyyeoh,1567597005078,15008,296,SUCCESS,15008
Sep14-01,1568834279824,15080,297,SUCCESS,15080
shahram95,1567535449879,15092,298,SUCCESS,15092
amit-rastogi,1568134442444,15093,299,SUCCESS,15093
ZiB,1569066656989,15102,300,SUCCESS,15102
BB-V1,1568195622100,15130,301,SUCCESS,15130
shebin,1569671048802,15131,302,SUCCESS,15131
5ervant,1569887350163,15198,303,SUCCESS,15198
anonymous-racer,1567334721142,15200,304,SUCCESS,15200
aru13,1569884620130,15251,305,SUCCESS,15251
MichalCZ,1568581716229,15259,306,SUCCESS,15259
deeplylearned,1568649040439,15264,307,SUCCESS,15264
Chiranjeevi-Pokala,1567333179687,15267,308,SUCCESS,15267
MarkRossAtos,1567783646133,15267,309,SUCCESS,15267
MeghanJang,1568463886841,15280,310,SUCCESS,15280
FranCar,1569878518576,15281,311,SUCCESS,15281
GabPalozzi,1569586323382,15318,312,SUCCESS,15318
Bingy,1568738668952,15339,313,SUCCESS,15339
shige-shibaura,1569822153046,15358,314,SUCCESS,15358
shayanray-rl-sep2019,1569600912915,15390,315,SUCCESS,15390
Rvbens,1569627451191,15417,316,SUCCESS,15417
Pondscm,1568406023460,15452,317,SUCCESS,15452
ben10,1569452845023,15474,318,SUCCESS,15474
ayushbathrey,1568803749365,15528,319,SUCCESS,15528
MJ,1569469310132,15548,320,SUCCESS,15548
GrowthPlay,1568732355239,15554,321,SUCCESS,15554
Shipitsyn,1569863459431,15581,322,SUCCESS,15581
GummyBear,1567881500183,15615,323,SUCCESS,15615
zain-patel,1568767789344,15650,324,SUCCESS,15650
supe,1569431456880,15734,325,SUCCESS,15734
Hendria,1567488889947,15738,326,SUCCESS,15738
BabyBoo,1569565002866,15798,327,SUCCESS,15798
KasztP,1568530107967,15811,328,SUCCESS,15811
henriquepilbil,1569448655451,15834,329,SUCCESS,15834
StromBreaker,1569847098619,15860,330,SUCCESS,15860
Pranjul,1568058191778,15884,331,SUCCESS,15884
Tlanguillat,1568231477165,15889,332,SUCCESS,15889
samx18,1567356040292,15929,333,SUCCESS,15929
Friday-Cisco-GIS,1567762815018,15950,334,SUCCESS,15950
pacer,1569389503593,15950,335,SUCCESS,15950
iRaceuDrive,1568135184442,15955,336,SUCCESS,15955
recar1317,1567562198692,16072,337,SUCCESS,16072
Meruem,1568745851765,16074,338,SUCCESS,16074
Abbhicse,1567515722435,16080,339,SUCCESS,16080
AbdElrhman-Mohamed,1569887194361,16080,340,SUCCESS,16080
ezeebee,1568399955323,16094,341,SUCCESS,16094
dvr,1569188723989,16100,342,SUCCESS,16100
MrDeepRacer,1569654456930,16100,343,SUCCESS,16100
El-Mazatleco,1569173055449,16129,344,SUCCESS,16129
awsome99,1569507902194,16132,345,SUCCESS,16132
MoJoMoon,1569102350985,16239,346,SUCCESS,16239
myRace,1569484315732,16348,347,SUCCESS,16348
Bowtie,1567416035110,16390,348,SUCCESS,16390
avni,1569567523332,16410,349,SUCCESS,16410
UBoga,1569885640102,16435,350,SUCCESS,16435
EMY-MOMZ,1569870561793,16455,351,SUCCESS,16455
Sciseed-HK,1569422968678,16466,352,SUCCESS,16466
Andrew-B6,1569748234516,16475,353,SUCCESS,16475
Pico,1567954217940,16480,354,SUCCESS,16480
SMC-bayashiko,1568859502618,16490,355,SUCCESS,16490
nonackanata,1568292476578,16493,356,SUCCESS,16493
Sharpinator,1568356412759,16530,357,SUCCESS,16530
aSiriusRacer,1569599112340,16535,358,SUCCESS,16535
Sputnik,1567430310178,16541,359,SUCCESS,16541
aa-wadtiya,1568978062301,16543,360,SUCCESS,16543
demur,1569857462364,16557,361,SUCCESS,16557
SegeB,1568039565513,16558,362,SUCCESS,16558
seimar,1569870180789,16610,363,SUCCESS,16610
Gabe-M10,1569424970062,16636,364,SUCCESS,16636
hummbletech,1569553885395,16669,365,SUCCESS,16669
t-maru078,1569807454929,16681,366,SUCCESS,16681
Alansari,1567437312436,16687,367,SUCCESS,16687
jdvpr,1569245063704,16728,368,SUCCESS,16728
MartiniRizzo,1567788297582,16730,369,SUCCESS,16730
aibsee,1569872591948,16740,370,SUCCESS,16740
chk-aws-deep-racer-1977,1567527129588,16762,371,SUCCESS,16762
Ely,1567920400088,16776,372,SUCCESS,16776
liumimi,1568790704028,16817,373,SUCCESS,16817
mueny,1569065590440,16872,374,SUCCESS,16872
ChanWay,1569471950209,16872,375,SUCCESS,16872
SYMEO,1569786819206,16899,376,SUCCESS,16899
5K,1569566681632,16909,377,SUCCESS,16909
rocketgirl1200,1568216910688,16929,378,SUCCESS,16929
MRaju,1567915453350,16970,379,SUCCESS,16970
fast,1568794968628,16972,380,SUCCESS,16972
BlackTile,1569429737015,16975,381,SUCCESS,16975
Beshjm,1569105510955,16986,382,SUCCESS,16986
deepracer65,1569489746455,17017,383,SUCCESS,17017
Shriyan,1567699490260,17027,384,SUCCESS,17027
laughingman,1568046263152,17051,385,SUCCESS,17051
yqj,1567682783443,17068,386,SUCCESS,17068
cpallapolu,1569810335007,17076,387,SUCCESS,17076
TheNotQuiteSoFastButAlsoNotCompletlySlowOne,1569587619490,17087,388,SUCCESS,17087
iceman-Cisco-GIS,1569873887466,17212,389,SUCCESS,17212
Speedies,1568993586653,17220,390,SUCCESS,17220
W,1569295513909,17222,391,SUCCESS,17222
zue,1569321004003,17279,392,SUCCESS,17279
Crashy-McCrash-face,1568029585735,17311,393,SUCCESS,17311
SparkiO,1569861927883,17321,394,SUCCESS,17321
Orzar,1569857001869,17323,395,SUCCESS,17323
Muaaz-Ahmad,1569767411365,17337,396,SUCCESS,17337
mohamedAmin,1569770360893,17356,397,SUCCESS,17356
b0z0,1569711881349,17367,398,SUCCESS,17367
ddct,1569410236651,17394,399,SUCCESS,17394
adi1,1568941880882,17408,400,SUCCESS,17408
imlach,1569416095236,17419,401,SUCCESS,17419
MikeChen,1569478955123,17499,402,SUCCESS,17499
DataSupport,1567636676287,17524,403,SUCCESS,17524
sbhan,1568879435467,17550,404,SUCCESS,17550
Joe-P,1569759955713,17567,405,SUCCESS,17567
gobotracer,1567641612263,17610,406,SUCCESS,17610
Avada,1567801034437,17619,407,SUCCESS,17619
katookatoo,1569690525972,17634,408,SUCCESS,17634
sddaidai,1567343341727,17653,409,SUCCESS,17653
GizmoV1,1569322251155,17685,410,SUCCESS,17685
SuryaSanchez,1568308847097,17698,411,SUCCESS,17698
f-giorgio,1569248131462,17738,412,SUCCESS,17738
Mohamed,1569632056181,17842,413,SUCCESS,17842
JuicyShoe,1568259267701,17852,414,SUCCESS,17852
JaiBhim,1569858951508,17856,415,SUCCESS,17856
Higuma-Mori,1568594089563,17862,416,SUCCESS,17862
Mirko,1569219842828,17883,417,SUCCESS,17883
SUDUITER1,1568553088904,17888,418,SUCCESS,17888
snicholas,1568053306632,17902,419,SUCCESS,17902
bechi,1568199688311,17930,420,SUCCESS,17930
turtles,1569826777150,17949,421,SUCCESS,17949
TrialAV,1569852598567,17952,422,SUCCESS,17952
aracer,1569561585120,17960,423,SUCCESS,17960
SandeepG,1568470547286,18025,424,SUCCESS,18025
sma-test-model,1569550117230,18033,425,SUCCESS,18033
sandeep123456,1568896549902,18047,426,SUCCESS,18047
tc,1567678949533,18077,427,SUCCESS,18077
Yuto-iTAC-Solutions-Lab,1567668170758,18083,428,SUCCESS,18083
Effendi,1569866145509,18085,429,SUCCESS,18085
PennyRacer,1567527295629,18109,430,SUCCESS,18109
Garuda,1568173238747,18138,431,SUCCESS,18138
jakipatryk,1568731733274,18153,432,SUCCESS,18153
KamranVic,1569794566918,18198,433,SUCCESS,18198
Sir-Blaze,1568150746503,18208,434,SUCCESS,18208
nikator23,1569156341350,18209,435,SUCCESS,18209
Team8-ACT,1568746666028,18210,436,SUCCESS,18210
apollo,1568601165524,18245,437,SUCCESS,18245
OrionBelt,1567501275948,18262,438,SUCCESS,18262
Crunching-chaos,1569887579912,18273,439,SUCCESS,18273
valluri,1568449961011,18281,440,SUCCESS,18281
Torque,1569820909821,18317,441,SUCCESS,18317
tester-0789,1568208222214,18339,442,SUCCESS,18339
chetaah,1569305466158,18345,443,SUCCESS,18345
awsdprcr-s,1569886410152,18366,444,SUCCESS,18366
Young,1569816257670,18380,445,SUCCESS,18380
wen-ikc,1569828111784,18384,446,SUCCESS,18384
TuR0k,1569818332233,18394,447,SUCCESS,18394
Babui,1569380807253,18415,448,SUCCESS,18415
FLV,1568910378610,18424,449,SUCCESS,18424
OS-the-Person,1568789042637,18467,450,SUCCESS,18467
andijakl,1567839407005,18467,451,SUCCESS,18467
Ajay-thakur,1569865718465,18478,452,SUCCESS,18478
BSW50,1569558461112,18487,453,SUCCESS,18487
Mauimagic,1569375730394,18502,454,SUCCESS,18502
yashrajwani,1567355890498,18509,455,SUCCESS,18509
Manymen5123,1568268341513,18517,456,SUCCESS,18517
mukul,1569178957225,18518,457,SUCCESS,18518
vantage-ai,1569066049362,18527,458,SUCCESS,18527
RaoulRacer,1569001416470,18576,459,SUCCESS,18576
team-takano-test,1569462867555,18589,460,SUCCESS,18589
abhinav-cowkur,1569778894946,18611,461,SUCCESS,18611
Darthvin,1569299414984,18654,462,SUCCESS,18654
JadoRob,1569887114860,18683,463,SUCCESS,18683
DeepRacer-SF-V2,1568665194970,18743,464,SUCCESS,18743
JCL-CERTI-Team,1567369829435,18752,465,SUCCESS,18752
MyRacer,1568152976815,18782,466,SUCCESS,18782
Abiodun,1567714414047,18796,467,SUCCESS,18796
007,1567502113320,18819,468,SUCCESS,18819
NewSpeed,1567499281682,18835,469,SUCCESS,18835
Satyajit,1569747984838,18839,470,SUCCESS,18839
GDR,1569250420318,18849,471,SUCCESS,18849
racerboi,1568072032530,18871,472,SUCCESS,18871
Chama-A,1567494773901,18918,473,SUCCESS,18918
PierreNodoyuna,1568115608240,18951,474,SUCCESS,18951
devis,1569688433470,18963,475,SUCCESS,18963
myracer,1567815645391,18970,476,SUCCESS,18970
gravi2-model14,1569452202870,19010,477,SUCCESS,19010
iamprakashom,1567575437834,19014,478,SUCCESS,19014
RexRacer,1569789950218,19024,479,SUCCESS,19024
HectorBE,1569529809828,19043,480,SUCCESS,19043
sujeebot,1569803428791,19047,481,SUCCESS,19047
MeanSquaresTest1,1568629281681,19065,482,SUCCESS,19065
Emeka-Ezumezu,1569195232534,19082,483,SUCCESS,19082
justinjw007,1568412393210,19092,484,SUCCESS,19092
Rconte,1567413949774,19124,485,SUCCESS,19124
Inventrohyder,1567307820018,19140,486,SUCCESS,19140
JayanthDeepRacer,1567954575441,19144,487,SUCCESS,19144
absolute-chaos,1569004547080,19166,488,SUCCESS,19166
novy,1569141964186,19191,489,SUCCESS,19191
ural-batyr,1569850627785,19201,490,SUCCESS,19201
ashwin,1569642873673,19206,491,SUCCESS,19206
RakiChow,1567523735476,19211,492,SUCCESS,19211
daczmaster,1569623462662,19226,493,SUCCESS,19226
keiko,1567805693170,19233,494,SUCCESS,19233
lzymodlr-CiscoGIS,1569813574940,19243,495,SUCCESS,19243
Tollroadman,1569197074907,19265,496,SUCCESS,19265
RandomCar,1567974270784,19271,497,SUCCESS,19271
Race-racer-veernot,1567649911540,19284,498,SUCCESS,19284
gamita,1569851170399,19294,499,SUCCESS,19294
NaughtyKids03,1567611706195,19299,500,SUCCESS,19299
rbmontesano,1568695981825,19311,501,SUCCESS,19311
deepcart,1569581138676,19320,502,SUCCESS,19320
GoodLuckRacer,1568913190435,19331,503,SUCCESS,19331
q,1567636918400,19332,504,SUCCESS,19332
Garnet,1568180720858,19345,505,SUCCESS,19345
swethasolo2,1569353665890,19355,506,SUCCESS,19355
SagarmathaTech,1567934535933,19367,507,SUCCESS,19367
Soma,1569270319221,19376,508,SUCCESS,19376
DKotto,1568323749310,19401,509,SUCCESS,19401
Batmancar,1569876109194,19423,510,SUCCESS,19423
SophieK,1569872945383,19452,511,SUCCESS,19452
Denisa-Maria-Ilie,1568114536244,19481,512,SUCCESS,19481
Vitax84,1568883735860,19483,513,SUCCESS,19483
RedGoesFaster,1569333658858,19503,514,SUCCESS,19503
rfjr,1569781697391,19531,515,SUCCESS,19531
ReejuFirst,1569490229069,19559,516,SUCCESS,19559
Yatharth,1567695729691,19569,517,SUCCESS,19569
Charmbers,1568439250250,19570,518,SUCCESS,19570
lsj-32a,1569773396014,19638,519,SUCCESS,19638
digiscidb,1567302043987,19644,520,SUCCESS,19644
user7,1568702670359,19657,521,SUCCESS,19657
Chakradhar,1568302609500,19672,522,SUCCESS,19672
sau100,1569827941060,19740,523,SUCCESS,19740
NCC-1701,1568623970642,19743,524,SUCCESS,19743
model,1568812980233,19745,525,SUCCESS,19745
TrixieCat,1569883234730,19748,526,SUCCESS,19748
EndlessLoop,1569810928333,19755,527,SUCCESS,19755
C1-test,1569355720052,19757,528,SUCCESS,19757
ZakZok,1568502733715,19786,529,SUCCESS,19786
AJRI,1567630311313,19804,530,SUCCESS,19804
yogesh,1569659174892,19835,531,SUCCESS,19835
vavavoom,1568843065243,19845,532,SUCCESS,19845
UBoga1,1569883732079,19887,533,SUCCESS,19887
matadorable,1567556849381,19888,534,SUCCESS,19888
chracer,1569851245475,19901,535,SUCCESS,19901
Dalinium2019,1568989142592,19949,536,SUCCESS,19949
QuantumAI,1568801884282,19949,537,SUCCESS,19949
AyowoleT,1569547348331,19971,538,SUCCESS,19971
firestorm007,1567604536168,19988,539,SUCCESS,19988
Tampa-1-RB,1569536956227,19992,540,SUCCESS,19992
SGS,1568718444891,20007,541,SUCCESS,20007
srcactus,1569321915765,20011,542,SUCCESS,20011
EmeraldX1,1568670905801,20019,543,SUCCESS,20019
abdelrazek,1569882260105,20020,544,SUCCESS,20020
gautam,1568862758960,20059,545,SUCCESS,20059
Matys-Racer,1569606942941,20107,546,SUCCESS,20107
Kuro,1569261863516,20135,547,SUCCESS,20135
SpeedyMcBej,1569869765271,20139,548,SUCCESS,20139
Tiedan-MonashUni,1567901001336,20180,549,SUCCESS,20180
JJMats,1569559076123,20184,550,SUCCESS,20184
