Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
JJ,1636029203557,3,24820,24184,74461,0.0,0,0,0,37,1,SUCCESS,74461,afdcX_4vRH6Ussd0mbg5LQ
ZhengYi-NYCU-CGI,1636096837667,3,25242,24821,75726,0.0,0,0,0,36,2,SUCCESS,75726,qY4J9IzvQS6a1N-KZXwviA
Duckworth,1636096566333,3,25715,25293,77147,0.0,0,0,0,189,3,SUCCESS,77147,VIu9BQ4-Th6gUqu60ztwUQ
RobinCastro-DBS,1636083290835,3,28420,28124,85261,0.0,0,0,0,208,4,SUCCESS,85261,7KrbyQXvTBOxnBa0p9YuUA
Yuliya,1636094076960,3,29439,28615,88317,0.0,0,0,0,177,5,SUCCESS,88317,JWJgkv8bSKeMIGYZ9roR-A
alexj,1636095658261,3,31864,31327,95593,0.0,0,0,0,17,6,SUCCESS,95593,Km6btE1_SFCCCqWJ4H6Fyg
CGS-Ultimatum,1636042193270,3,33617,30247,100853,1.0,0,3,3,191,7,SUCCESS,100853,TV9WKnh6SqaCREjHP7EjCw
Jianlong,1636041694359,3,33928,33576,101786,0.0,0,0,0,21,8,SUCCESS,101786,vpsHYdBtSIq__1M9j1R21Q
JPMC-Rogue-Hyderabad,1636105674535,3,33971,28821,101913,2.3333333333333335,0,7,7,2,9,SUCCESS,101913,LKdw_hyKTSu7moFuxbmiZw
Fumiaki,1636093301135,3,34462,33080,103386,2.3333333333333335,0,7,7,117,10,SUCCESS,103386,5RzBNYRAQoWVausi3eyhRg
ABaykov,1636035452369,3,34908,34414,104725,0.0,0,0,0,34,11,SUCCESS,104725,aa28j7SWTd-LxMzvFoj_bA
AIDeepRacer,1636029830730,3,36141,34130,108424,2.3333333333333335,0,7,7,110,12,SUCCESS,108424,pIRbdCx6QYatgVXm2p5GbA
Janesoki,1636020895220,3,36219,35979,108657,0.0,0,0,0,29,13,SUCCESS,108657,3SvT2_04Tl-5RIyNtDNtjA
Deepak-dpk,1636005586662,3,38290,33656,114870,1.3333333333333333,0,4,4,31,14,SUCCESS,114870,gDTBFK77TM6wD6uObZlulA
atnmn,1636091182525,3,39852,37856,119556,0.3333333333333333,0,1,1,164,15,SUCCESS,119556,b3960b6c6f58458880ceew
AJM-Model-1,1636051993901,3,40160,36087,120480,3.0,0,9,9,3,16,SUCCESS,120480,gdsU9bkGRWW7LTEHP4rGgQ
Aurora-DNPds,1636072608406,3,40229,38591,120688,3.3333333333333335,0,10,10,9,17,SUCCESS,120688,26fba66bedca4aa3bca47w
Penguin-DNPds,1636085192121,3,40361,31672,121085,3.3333333333333335,0,10,10,2,18,SUCCESS,121085,Nr3YCYWGTA631Xqa0uDPhw
CGS-Slipstream,1636029418509,3,41440,40589,124322,0.0,0,0,0,154,19,SUCCESS,124322,N6W21hRAQAqs-12kYgYM6Q
Wingism,1636007683979,3,43823,40992,131470,0.3333333333333333,0,1,1,19,20,SUCCESS,131470,Spey2yUETeKA1doS2t-McQ
Yupa-DNPds,1636103817596,3,43920,40983,131760,2.6666666666666665,0,8,8,6,21,SUCCESS,131760,jgRyYla-RkS2kr2rVBdEZA
UberAllen,1636072831128,3,45979,43461,137937,4.666666666666667,0,14,14,268,22,SUCCESS,137937,ASI6Udz9QCewwoQHEyDbpw
DoomBuggy,1636077951818,3,47538,44278,142614,1.6666666666666667,0,5,5,1,23,SUCCESS,142614,QakV_nzOTm2q_NhqUMwIJw
Xavier,1636099839378,3,47557,47275,142673,0.0,0,0,0,6,24,SUCCESS,142673,pPhTbPBRSg-L3tYPKcCjcA
EnBW-Flitzer,1636106181755,3,48996,35552,146989,6.666666666666667,0,20,20,32,25,SUCCESS,146989,je1HIMgRQtibB3H9325TRw
Bazinga-73,1636033231287,3,49019,46647,147058,0.3333333333333333,0,1,1,5,26,SUCCESS,147058,7b59005b189b443fb6433w
anuj-aggarwal,1636091159763,3,49155,44813,147466,3.3333333333333335,0,10,10,11,27,SUCCESS,147466,o_BkPc7jTK68tjHZiBRQEw
FY-Kingdom,1636021001768,3,49891,48189,149673,4.333333333333333,0,13,13,2,28,SUCCESS,149673,4e6Gre5iR2u7Ok89fa96yg
JPMC-HYD-Crusaders,1635994933940,3,50371,46206,151114,1.3333333333333333,0,4,4,89,29,SUCCESS,151114,V0qPcq3FQhyn3gy0ysuUHw
Racer0,1636005252101,3,51394,50256,154183,2.6666666666666665,0,8,8,7,30,SUCCESS,154183,dY54GPz6Q4-ri__AZcnzog
ProteusXplorer,1636024269431,3,51621,50869,154864,0.3333333333333333,0,1,1,1,31,SUCCESS,154864,iRqwbBoKQY-tP2tGpIMlxA
AM730,1636036887581,3,51975,48007,155925,5.0,0,15,15,22,32,SUCCESS,155925,BVyCq7XIT-ObuDsJfFVtDA
Ash-DNPds,1636097626241,3,52734,50957,158204,5.666666666666667,0,17,17,51,33,SUCCESS,158204,9aced9109a634d11a3134w
George-Ogden,1636098081413,3,52925,48961,158777,5.666666666666667,0,17,17,11,34,SUCCESS,158777,qc3M_AUPQYm7aArDQ-X3Kg
drunken-monkey,1636039132841,3,53760,52160,161281,2.3333333333333335,0,7,7,1,35,SUCCESS,161281,c7a82cb998e44f9abd469Q
Kire,1636012638827,3,53824,49390,161474,3.3333333333333335,0,10,10,4,36,SUCCESS,161474,N0y9CR6fQN-a4UlAFsTC5Q
BBxiaoHAHA,1636050834289,3,54196,54050,162588,3.0,0,9,9,4,37,SUCCESS,162588,NV8Djo1HQ8-VUdqY2jtJ1w
QQKK,1636012463159,3,55219,48597,165659,5.666666666666667,0,17,17,2,38,SUCCESS,165659,wD3fjDFZTJaZd9AU7WRDlA
JPMC-BLR-Get-Set-Go,1636050713861,3,56220,51111,168660,8.333333333333334,0,25,25,1,39,SUCCESS,168660,5QgNJ6hLRwOy2hUwgMKdig
ssm-DevelopersIO,1636090954825,3,56545,56325,169637,2.0,0,6,6,3,40,SUCCESS,169637,XWuPseyZQLOMJ31jSvdfog
Riyadh,1636082322351,3,57670,57530,173011,4.0,0,12,12,4,41,SUCCESS,173011,XEDnTwq3S1Kz0rVPu0hfrA
qnet1,1636097570281,3,57725,56535,173175,3.0,0,9,9,17,42,SUCCESS,173175,ndHmswy4RUa6R8LcyvrxOA
Galileo,1636027532152,3,57817,51548,173451,1.6666666666666667,0,5,5,18,43,SUCCESS,173451,Y79AzaaOR-u4LVKMxu1Mdw
CGS-Inception,1636091240084,3,57847,49609,173542,8.333333333333334,0,25,25,2,44,SUCCESS,173542,F2k_OHHQSWOlYlhbzzvP5w
GoodmanKR,1636104358020,3,57969,53968,173909,6.0,0,18,18,25,45,SUCCESS,173909,f905b742ca594aadb529eQ
A20-Racer#007,1636023238124,3,58257,52330,174772,4.666666666666667,0,14,14,2,46,SUCCESS,174772,R8rAWAyfRpu0IXrVgrmIiQ
gcjordi,1636014548205,3,59298,53674,177896,7.0,0,21,21,1,47,SUCCESS,177896,4n-0HYIyQ2241dJ4tZirRg
Alone,1636075264566,3,59413,55800,178240,3.3333333333333335,0,10,10,3,48,SUCCESS,178240,vVLldFpfR32KUaZOn6LfKA
CalebT-UNT,1635993995685,3,59514,56592,178542,4.666666666666667,0,14,14,5,49,SUCCESS,178542,7Y5_pbs-S0yNw2juT2MiOQ
Spamio,1636064394287,3,59561,57063,178685,1.6666666666666667,0,5,5,5,50,SUCCESS,178685,iIzfCjX2Tdmrjz8XVzX5mQ
JPMC-MUMBAI-FormulaAI,1636058162430,3,60630,53290,181890,9.0,0,27,27,2,51,SUCCESS,181890,Gx2StgEoSza3Gxxo4Oghug
hirosys,1636098967423,3,60669,59402,182008,3.3333333333333335,0,10,10,82,52,SUCCESS,182008,DhYHXwMpSFuKMR0_Hv3Ndg
leolioness,1636049062139,3,61004,57052,183013,5.0,0,15,15,4,53,SUCCESS,183013,u15o2LZST_WwP-Bg2kc2cA
bonfire,1636089125205,3,62108,60469,186324,2.6666666666666665,0,8,8,1,54,SUCCESS,186324,PDwKMGzqSXyOQG3GO_0Wmw
awsandy,1636031723600,3,62147,55663,186443,4.0,0,12,12,2,55,SUCCESS,186443,qqgllayMTaSETlvPOdz2kw
StillNotSkynet,1636014890464,3,62334,61926,187003,0.0,0,0,0,2,56,SUCCESS,187003,bGGDYr_1RuW9jN9uSm4jHg
iliu,1636087966398,3,62353,59277,187061,3.0,0,9,9,4,57,SUCCESS,187061,878c0778e5244d8d99e1aw
justsomeotherguy,1636030690404,3,63259,61412,189778,5.333333333333333,0,16,16,5,58,SUCCESS,189778,0YYoDPzuRJi3fz_UmmQjhg
Greensnow,1636100132611,3,63575,61515,190726,6.666666666666667,0,20,20,12,59,SUCCESS,190726,4rzWntq0T1CuBxKs3wML4w
CM#99,1636052352301,3,63868,55129,191606,6.0,0,18,18,1,60,SUCCESS,191606,Pn1YzUPsTCuLdRq7hnChSg
