Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
ABaykov,1635992692088,3,38536,33403,115610,1.3333333333333333,0,4,4,8,1,SUCCESS,115610,aa28j7SWTd-LxMzvFoj_bA
Yuliya,1635992505176,3,40606,38947,121819,2.0,0,6,6,4,2,SUCCESS,121819,JWJgkv8bSKeMIGYZ9roR-A
CGS-Ultimatum,1635992213471,3,42375,36651,127127,3.3333333333333335,0,10,10,1,3,SUCCESS,127127,TV9WKnh6SqaCREjHP7EjCw
UberAllen,1635990805048,3,47554,44565,142664,5.0,0,15,15,8,4,SUCCESS,142664,ASI6Udz9QCewwoQHEyDbpw
Aurora-DNPds,1635991335582,3,53010,46497,159030,7.0,0,21,21,1,5,SUCCESS,159030,26fba66bedca4aa3bca47w
Yupa-DNPds,1635991335775,3,53126,47844,159380,5.333333333333333,0,16,16,1,6,SUCCESS,159380,jgRyYla-RkS2kr2rVBdEZA
Fumiaki,1635992301208,3,54711,50929,164134,8.0,0,24,24,1,7,SUCCESS,164134,5RzBNYRAQoWVausi3eyhRg
Penguin-DNPds,1635991560447,3,69507,67640,208521,11.666666666666666,0,35,35,1,8,SUCCESS,208521,Nr3YCYWGTA631Xqa0uDPhw
GoodmanKR,1635990101083,3,75775,69063,227325,7.666666666666667,0,23,23,1,9,SUCCESS,227325,f905b742ca594aadb529eQ
Groovy-DNPds,1635992439114,3,76328,70705,228986,11.666666666666666,0,35,35,1,10,SUCCESS,228986,a4fb0e167d0e4112942c1Q
Not-Fern-at-all,1635990990657,3,81629,79282,244889,12.0,0,36,36,3,11,SUCCESS,244889,KHA7AulhTdWuP8MgfZpxjg
hirosys,1635992250552,3,83426,81142,250279,8.333333333333334,0,25,25,1,12,SUCCESS,250279,DhYHXwMpSFuKMR0_Hv3Ndg
AtomicContext#4941,1635989552965,3,84880,79427,254640,10.666666666666666,0,32,32,1,13,SUCCESS,254640,vTXbSsFxRRKylzgaSZXfww
charles-leclerc,1635986731881,3,149879,140200,449639,9.666666666666666,0,29,29,1,14,SUCCESS,449639,evhnzsa4Qp-YeIpAYk7_Tw
