Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
rosscomp1,1669387262197,3,12376,12001,37130,0.0,0,0,0,5021,1,SUCCESS,37130,fb0d597a87f94697aa1c6w
RayG,1669763234146,3,12598,11994,37796,0.0,0,0,0,3457,2,SUCCESS,37796,YNrvM9f5RteeSrCl7oFC5w
DaVinciDriver,1669440505245,3,12842,12599,38528,0.0,0,0,0,2545,3,SUCCESS,38528,XtzXYz2pRByDnXz90XNGSw
Ensono-Ernesto,1669233607087,3,13107,12730,39322,0.0,0,0,0,3541,4,SUCCESS,39322,8zBEAp0-S5yGbcZvytGZGQ
BennyLBS,1669436264832,3,13108,12927,39324,0.0,0,0,0,1032,5,SUCCESS,39324,wD3fjDFZTJaZd9AU7WRDlA
nickyl,1668986422150,3,13197,12867,39591,0.0,0,0,0,1414,6,SUCCESS,39591,O0GALYAoRfGA0kUV6ftgqQ
TonyJ,1669727106178,3,13947,13324,41843,0.0,0,0,0,2619,7,SUCCESS,41843,af962be5a4ed4c57af807w
JerryL,1669671221043,3,14085,13535,42256,0.0,0,0,0,1800,8,SUCCESS,42256,BMjoJ3L7ShGsF5gA1lHdkw
JPMC-HYD-CircuitBreakers,1668873502564,3,14128,13808,42385,0.0,0,0,0,23,9,SUCCESS,42385,5Z9lAFNASzesOzD7FFfSHw
JPMC-LONDON-HandsFree,1669062703523,3,14620,14260,43860,0.0,0,0,0,54,10,SUCCESS,43860,DZAYqyd-Tp6eE15IopWCgQ
IcePandaBoom,1668844528622,3,14662,14327,43986,0.0,0,0,0,5,11,SUCCESS,43986,BTPWujqqTBOWGAFvEKyRaA
JPMC-Rogue-HYD,1667541988547,3,14709,14333,44127,0.0,0,0,0,24,12,SUCCESS,44127,LKdw_hyKTSu7moFuxbmiZw
Joffe,1668629900780,3,15017,14398,45052,0.0,0,0,0,7,13,SUCCESS,45052,ce17e3bfe82649448e2f3w
DoomBuggy,1669498613044,3,15040,14735,45122,0.0,0,0,0,3,14,SUCCESS,45122,QakV_nzOTm2q_NhqUMwIJw
PolishThunder,1669335490751,3,15128,14931,45386,0.0,0,0,0,28,15,SUCCESS,45386,qi512oGVTry8V-KtP6j2_w
Mr-Anderson,1668136583842,3,15487,15206,46462,0.0,0,0,0,1186,16,SUCCESS,46462,PVsbhx4xRi6aO--P4-kcNA
