Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
rosscomp1,1667263176705,3,16883,16657,50650,0.0,0,0,0,6,1,SUCCESS,50650,fb0d597a87f94697aa1c6w
Dikingtest,1667310013656,3,20242,19003,60727,0.3333333333333333,0,1,1,7,2,SUCCESS,60727,V7hZig2GQ_mNOkxRXPlTug
JPMC-TeamOne-BuenosAires,1667261551946,3,22810,20395,68431,1.6666666666666667,0,5,5,8,3,SUCCESS,68431,Fy8bvUIzSN-N-e3D74JhPw
RACER#101,1667283156313,3,23953,23536,71860,0.0,0,0,0,2,4,SUCCESS,71860,Kv7WG7kzSi-bFONA_QUx8Q
BrainyMethod#3330,1667315490076,3,24883,24604,74651,0.0,0,0,0,10,5,SUCCESS,74651,tB43cELdTM-7USSxkEF4ng
BennyLBS,1667299012951,3,25087,19740,75262,2.6666666666666665,0,8,8,11,6,SUCCESS,75262,wD3fjDFZTJaZd9AU7WRDlA
nickyl,1667309387627,3,25306,17721,75919,3.0,0,9,9,6,7,SUCCESS,75919,O0GALYAoRfGA0kUV6ftgqQ
ThePriceIsRight,1667319413467,3,26200,23791,78601,1.6666666666666667,0,5,5,6,8,SUCCESS,78601,Nl9YsoYeS0SXaZ_dHHf9GQ
-SANTACLAWS-,1667299949809,3,26665,24002,79995,0.3333333333333333,0,1,1,11,9,SUCCESS,79995,X_dNmJilS8SDBQ44yzd2fg
DanielCostantinRacer,1667298607241,3,26775,22061,80325,1.3333333333333333,0,4,4,11,10,SUCCESS,80325,GhOikLJ-TeiygB5I18GAzA
CharlieShih-DBS,1667273287644,3,27198,26995,81595,2.0,0,6,6,2,11,SUCCESS,81595,X_Hf5PMIR5O5wUZZqO2q3Q
AJM-Model-1,1667329090271,3,27824,27334,83474,1.0,0,3,3,5,12,SUCCESS,83474,gdsU9bkGRWW7LTEHP4rGgQ
D55,1667318547523,3,27885,26920,83657,2.3333333333333335,0,7,7,33,13,SUCCESS,83657,3Dd14zyjStW-AesRnWi6kw
makit,1667328143696,3,27909,27799,83729,0.0,0,0,0,9,14,SUCCESS,83729,FQ4kxx42Rn-ywzWMVEad0A
LENG,1667323330948,3,29120,25205,87362,1.0,0,3,3,2,15,SUCCESS,87362,Txhgw2g2Rhitbv21UWfWQg
swapnilrayjada,1667305583734,3,29176,24734,87530,2.6666666666666665,0,8,8,5,16,SUCCESS,87530,2T3Jzpo8Q0CdNBdK7CoWnQ
PitStop,1667276853998,3,29331,28798,87993,2.0,0,6,6,5,17,SUCCESS,87993,cRL3O0gmRxK2SQOo0hl_ww
ImportantPointer#2413,1667282210201,3,29800,27868,89400,1.6666666666666667,0,5,5,5,18,SUCCESS,89400,coDu2mmdSZO1ShEoGwNwLA
CH#HKT,1667286787772,3,30041,26066,90123,3.3333333333333335,0,10,10,5,19,SUCCESS,90123,XJNMPh7lSd6ywcha-m24Cw
