Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,RacingDivision
Rober,1620950995133,1,30813.0,30813.0,129564.0,1.25,2,3,5,0,1,SUCCESS,30813,OPEN
Maikel,1620943817322,1,45773.0,45773.0,152590.0,4.666666666666667,7,7,14,0,2,SUCCESS,45773,OPEN
Penguin-DNPds,1620951310591,1,53304.0,53304.0,138804.0,7.5,10,5,15,0,3,SUCCESS,53304,OPEN
Mungi,1620952297543,1,116150.0,116150.0,116150.0,15.0,14,1,15,0,4,SUCCESS,116150,OPEN
AIDeepRacer,1620947953273,0,,,,0.0,0,0,0,0,5,SUCCESS,9223372036854775794,OPEN
