Rank,Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,LeaderboardSubmissionStatusType,RankingScore,UserId
1,JPMC-Spyder-HongKong,1722471372077,3,16111,13999,48333,0.3333333333333333,0,1,1,1,SUCCESS,16111,zKdKXknwQVCObGdEgutObQ
2,Dexxtz,1722471611272,3,18753,18532,56259,0.0,0,0,0,1,SUCCESS,18753,tabxmSFdSiuDVkEWW34mTA
3,KineticCruiser,1722471342993,3,22575,21400,67726,0.0,0,0,0,2,SUCCESS,22575,4gTWESbfSMOefvxyse-nlw
4,QualifiedByte#6691,1722470471056,3,25086,21334,75258,0.6666666666666666,0,2,2,1,SUCCESS,25086,EaKxFz_TTKWyd_GqUaHZwQ
5,NeilSimon-PanSup,1722471722848,3,25242,22940,75728,1.3333333333333333,0,4,4,2,SUCCESS,25242,caj3LxcuQz297jcW58Y--Q
6,p2,1722472090402,3,25285,24672,75856,0.0,0,0,0,1,SUCCESS,25285,8eNxVKWZT16r_lAZ1JgR_w
7,Eviden-WiroteP,1722470501162,3,26220,22798,78660,0.6666666666666666,0,2,2,1,SUCCESS,26220,ELFOqB6AT9GzSMNYz5innQ
8,ITS-fuji,1722472336100,3,26752,26333,80256,1.0,0,3,3,1,SUCCESS,26752,4EUY_lqeRwWurkDRKtpL8w
9,outOfBounds,1722471376510,3,26929,24865,80787,0.3333333333333333,0,1,1,1,SUCCESS,26929,f2MQOiXTTR629Mm7_GCoDQ
10,MikeyBoi,1722471149350,3,28222,27261,84667,0.0,0,0,0,1,SUCCESS,28222,ap2EZqbrQvOAO808YpJGYQ
11,Akiva,1722473682625,3,28532,24396,85597,1.6666666666666667,0,5,5,1,SUCCESS,28532,hsfJQ05mShW_UFBDkcXFyw
12,TopGRacer#8889,1722472535955,3,31042,27524,93126,0.6666666666666666,0,2,2,1,SUCCESS,31042,xOrnIcTTQ4ySmRsVfZ8rtw
13,JPMC-NY-NitroKnights,1722471428296,3,31220,30663,93661,0.0,0,0,0,1,SUCCESS,31220,LPqSQTz6T22eT_XnK6kkJw
14,Fraud-Tech-DAn,1722473427638,3,42640,35586,127921,4.333333333333333,0,13,13,1,SUCCESS,42640,IlcOyUujQvmFvYeNb0tZvQ
15,Bruna-FilhasdePython,1722471473149,3,49869,34335,149607,4.666666666666667,0,14,14,1,SUCCESS,49869,f3wkp-TaStmxaXxulqpaHg
16,SolvableVariable#0833,1722473162065,3,55064,54739,165194,1.0,0,3,3,1,SUCCESS,55064,ldWODc53Q4KeyX-EUZRAow
17,TrainingSeason-by-LLM,1722471397422,3,62642,58591,187926,7.666666666666667,0,23,23,1,SUCCESS,62642,2ZrGrnCTTLac0_y0h4IxEQ
18,tkd,1722473880442,3,67219,57864,201657,8.666666666666666,0,26,26,1,SUCCESS,67219,4rgR_Q-3S86LDC0IYYKlqA
19,AndreyMurara-TheChickenFeet,1722473359346,3,72530,71668,217591,4.0,0,12,12,2,SUCCESS,72530,7SQZjq6ISoCHtj3y2KEu9A
