Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
ShaoXiong-NCTU-CGI,1596140176165,3,22945,22586,68836,0.0,0,0,0,321,1,SUCCESS,68836,5iGoA9ndQwaHoJSmWA5Ltw
JJ,1596193215319,3,23420,22919,70261,0.0,0,0,0,1709,2,SUCCESS,70261,afdcX_4vRH6Ussd0mbg5LQ
Yeti,1595574756015,3,29234,28467,87703,0.0,0,0,0,1677,3,SUCCESS,87703,1SGxAyrnQ96tWb-rolMeBQ
Duckworth,1596089296207,3,29255,29042,87767,0.0,0,0,0,145,4,SUCCESS,87767,VIu9BQ4-Th6gUqu60ztwUQ
Yxcas-DBS,1595690545114,3,36788,35939,110364,1.0,3,0,3,84,5,SUCCESS,110364,NdVUBlBJRqiz_zbY7Xn-2g
gigi-DNPds,1595831444267,3,39376,37733,118129,1.3333333333333333,2,2,4,142,6,SUCCESS,118129,nkTUmamiSOWmb8YpN0p7aw
nero-DNPds,1594414223009,3,40792,37016,122376,0.6666666666666666,1,1,2,555,7,SUCCESS,122376,fdqnbHDPSbKcnf8kE5xuMQ
OneDudeDesign,1594813390273,3,43868,29260,131606,2.6666666666666665,7,1,8,3640,8,SUCCESS,131606,tLd0GWYiT0qzqq6YRFVXhg
Penguin-DNPds,1596093782310,3,47300,42965,141902,1.6666666666666667,4,1,5,79,9,SUCCESS,141902,Nr3YCYWGTA631Xqa0uDPhw
MING-CHUN,1595862763638,3,51749,49642,155248,0.3333333333333333,1,0,1,403,10,SUCCESS,155248,qoQoafc4RhGMzWx_fwBp4w
Asumi,1595938076969,3,53108,48093,159326,2.0,4,2,6,11,11,SUCCESS,159326,Uh5qLLBPQ9-M4OuwSQJKpQ
ABaykov,1593783251337,3,55663,42794,166990,3.3333333333333335,2,8,10,76,12,SUCCESS,166990,aa28j7SWTd-LxMzvFoj_bA
Wasabi-DevelopersIO,1594987832836,3,55908,55127,167724,0.0,0,0,0,712,13,SUCCESS,167724,Fmb5j9UgQ_2xkleK0vwXOg
Groovy-DNPds,1594608452813,3,57138,53441,171414,0.6666666666666666,1,1,2,23,14,SUCCESS,171414,a4fb0e167d0e4112942c1Q
nalbam-me,1593881247207,3,59194,53732,177583,4.0,9,3,12,1024,15,SUCCESS,177583,PnRru4vBRkeyT4xX6LOCtw
mayurmadnani,1594862269045,3,64646,64204,193938,5.0,6,9,15,421,16,SUCCESS,193938,hr8K12KMRhSIDUEJbQT8fg
PolishThunder,1594308267486,3,65749,64655,197249,5.0,4,11,15,4173,17,SUCCESS,197249,qi512oGVTry8V-KtP6j2_w
test-race01,1595832008288,3,66724,56616,200173,2.6666666666666665,8,0,8,9,18,SUCCESS,200173,5FdlIEplTAW6oCVTei3Ucg
GDMSDeepRacerRI-1,1593839767532,3,68453,60633,205359,5.333333333333333,7,9,16,12,19,SUCCESS,205359,dbc3002fa30c49e09d3b7w
Galileo,1594130919096,3,70452,62360,211356,5.333333333333333,14,2,16,3,20,SUCCESS,211356,Y79AzaaOR-u4LVKMxu1Mdw
RunBabyRun,1593874099967,3,74196,65997,222589,5.333333333333333,12,4,16,26,21,SUCCESS,222589,doD1-J-eSrOBOrxWtvFiHg
IcePandaBoom,1596193186076,3,74605,65023,223815,7.666666666666667,19,4,23,2,22,SUCCESS,223815,BTPWujqqTBOWGAFvEKyRaA
kimmizian,1594171081363,3,75143,54663,225431,4.333333333333333,11,2,13,1944,23,SUCCESS,225431,t6NwFsqgS4mYnFeR3KVxsg
nguynws,1595687824721,3,76676,74137,230029,6.333333333333333,10,9,19,7,24,SUCCESS,230029,4ec2c26a3a7b45458639eQ
sola-salon18,1594157225748,3,76954,69738,230862,4.0,7,5,12,18,25,SUCCESS,230862,a0859e4c77aa4139809bbw
Matt,1595610409384,3,78118,63259,234354,4.666666666666667,8,6,14,22,26,SUCCESS,234354,cVk-aYKdRUmuL0qmjyzmag
RichardFan-dr,1594491791217,3,78374,70846,235124,6.0,12,6,18,2,27,SUCCESS,235124,oxm3h2AtTpGqAnGZ4vzYpg
kimwooglae,1593889574938,3,79963,69527,239890,3.0,6,3,9,1592,28,SUCCESS,239890,bOqKo-ebR_essdUaZVGO4Q
piano,1594615158054,3,80714,68341,242144,3.0,7,2,9,1748,29,SUCCESS,242144,UlhPeJD_R1mP1YVlotOxSA
DarkChocolate,1594153868634,3,83078,79464,249236,7.666666666666667,13,10,23,1,30,SUCCESS,249236,ROK8anfTQWqjqiA5F3p13Q
Rakesh-Arumalla,1593663488706,3,84510,74835,253530,5.333333333333333,8,8,16,2,31,SUCCESS,253530,agzUTeeLS8GvRr8Ge5JpJA
JustPureVelocity,1595690946141,3,87273,76537,261820,5.666666666666667,14,3,17,2,32,SUCCESS,261820,8zSi2NZ3TDOKIAqwi6hA0w
AM730,1596014678984,3,87612,77847,262838,6.666666666666667,9,11,20,13,33,SUCCESS,262838,BVyCq7XIT-ObuDsJfFVtDA
onlythree,1596120550837,3,91335,83141,274005,9.333333333333334,8,20,28,14,34,SUCCESS,274005,23e254b25ea0443389ed6w
Kire,1595887297994,3,95558,64062,286676,8.666666666666666,16,10,26,6,35,SUCCESS,286676,N0y9CR6fQN-a4UlAFsTC5Q
RRacer,1593638649052,3,101238,98202,303716,7.333333333333333,16,6,22,1,36,SUCCESS,303716,b5b8c85a07fe490cb099dQ
Sourav-DBS,1594130314000,3,102207,92071,306623,5.0,9,6,15,133,37,SUCCESS,306623,b120babbe0104e11a005bQ
Merfoulis,1596142571200,3,106609,82541,319827,10.333333333333334,7,24,31,4,38,SUCCESS,319827,ZXo038NgQoikG6lL_A5fVQ
exterior-muzzle,1596204919122,3,108373,107412,325121,3.0,4,5,9,6,39,SUCCESS,325121,3c2fc2c05e3445b58243cw
think,1596195461684,3,110994,103402,332982,4.0,7,5,12,1578,40,SUCCESS,332982,IHHC4YftQLaMAs0VyXFJzw
Sam-xtream,1595819122555,3,114842,105352,344528,12.0,8,28,36,4,41,SUCCESS,344528,32c34341b9b64889b7f37w
onepau,1594717469726,3,116278,102989,348836,2.6666666666666665,6,2,8,2,42,SUCCESS,348836,4bC4CaDzTL29JrcNYnFyZw
GT-Racing,1593625240073,3,119661,108822,358983,10.666666666666666,14,18,32,6,43,SUCCESS,358983,w9zvXqmyRFWjHCr1e_v0-g
bunny,1595731006604,3,120238,96140,360716,12.0,19,17,36,6,44,SUCCESS,360716,77babdf2ba58478da49f1Q
JPMC-Singapore-Chetak,1595342431865,3,121594,117063,364784,3.0,7,2,9,4,45,SUCCESS,364784,LJzDpiNuTFeHu9dsqp1APw
devcon2020-spch,1595602533518,3,125022,115824,375067,5.0,7,8,15,1,46,SUCCESS,375067,9c4ea6a228034008a0490w
KasztP,1594018880316,3,125480,103520,376441,15.0,7,38,45,43,47,SUCCESS,376441,B_NHhZzIT7yLboMZHKC3Qw
MyNameTaken,1593580026473,3,127269,118526,381809,7.666666666666667,17,6,23,3,48,SUCCESS,381809,if8AWQbDTSyW61eqbK-Zsg
kfirachen2020summitRacer,1594619853795,3,128093,120264,384281,10.333333333333334,12,19,31,28,49,SUCCESS,384281,3c32e8c5d6054ee99efc5Q
j0708,1594108816652,3,134113,128197,402339,7.0,13,8,21,2,50,SUCCESS,402339,9e0e4cb96e2948a0b61edw
Shashi,1596200649977,3,135002,131597,405006,8.666666666666666,23,3,26,6,51,SUCCESS,405006,b6ff3147d98b41d699d2cQ
s1thind,1595947993559,3,142850,136810,428551,17.0,8,43,51,1,52,SUCCESS,428551,VW2LZeOaQP2xEkygggDjUg
SharpHeart,1595093035506,3,147354,140987,442062,7.666666666666667,9,14,23,2,53,SUCCESS,442062,924bf624f6d0496682738Q
SMYKsMagicBullet,1593601701510,3,147886,134840,443658,9.666666666666666,14,15,29,2,54,SUCCESS,443658,wTnQCBkoSjW51_oT4lP6ag
jiyeokan,1595461220666,3,151978,145270,455935,19.333333333333332,8,50,58,2,55,SUCCESS,455935,c9766994521741778a11ew
dbs,1595407103534,3,158813,142373,476439,7.0,10,11,21,1,56,SUCCESS,476439,36291b4995c04845bd5edQ
TestSG,1596090222587,3,159661,154128,478983,11.0,11,22,33,1,57,SUCCESS,478983,siH_xgvVTYeIM9f8kzbesg
Cyan-Jackal-59,1595508812929,3,167680,121316,503041,12.0,23,13,36,1,58,SUCCESS,503041,a1fdf40804f648fe83108w
RayW,1595984913615,3,172174,155066,516523,12.666666666666666,14,24,38,2,59,SUCCESS,516523,a45b6ab94b9b4ca896876w
Soorya-santhisridharan,1595969000205,3,179753,138404,539261,24.0,53,19,72,1,60,SUCCESS,539261,ad80dc817a4a4810baddew
yui,1595309160839,3,184668,170834,554004,26.666666666666668,13,67,80,1,61,SUCCESS,554004,014d75f2c4e4449e9f022w
DSW5KOR,1595176060417,3,184922,87333,554766,22.666666666666668,67,1,68,2,62,SUCCESS,554766,qMfkyBniQOy6Q8d_NE2AbQ
ScottMv,1595020786001,3,188976,162370,566928,18.666666666666668,14,42,56,2,63,SUCCESS,566928,c5eb5c248fc84155b395cQ
wclow-trial-01,1595224446193,3,193069,152865,579209,17.0,49,2,51,1,64,SUCCESS,579209,5b7e44382c044876b6243Q
christopher-alexarestrepo25,1594915688514,3,194301,180132,582903,11.333333333333334,26,8,34,1,65,SUCCESS,582903,99e9a20c134c45b5ad380w
202007170147,1595840112891,3,194796,170811,584390,18.666666666666668,5,51,56,1,66,SUCCESS,584390,be514df140154e0c8993fw
HarshalM,1593735685754,3,195307,143540,585921,25.333333333333332,48,28,76,1,67,SUCCESS,585921,Iythhm6rRre4F5v2345L3Q
Chaitra-giftedninjabee,1596059102480,3,195544,144988,586633,12.333333333333334,6,31,37,1,68,SUCCESS,586633,76f97b9e317b4ea69fd13w
AA-Team-DeepRacer,1596130293418,3,205075,193778,615225,31.666666666666668,5,90,95,11,69,SUCCESS,615225,e449a8b5f3654ff184858w
rake1,1596041595667,3,210666,189464,631999,32.666666666666664,24,74,98,1,70,SUCCESS,631999,02858024d7f1442190396w
RafaelT,1594648848663,3,217571,183649,652715,34.0,10,92,102,1,71,SUCCESS,652715,nh20eR6wSW2uOCJ_nRnUvg
deeplin,1596170155937,3,239370,231317,718110,26.333333333333332,7,72,79,1,72,SUCCESS,718110,d981a439430c42699bc5ew
Tarun99,1596194978159,3,252164,202997,756493,37.666666666666664,16,97,113,1,73,SUCCESS,756493,n1Jj8q-KTeuLAxB38cfkrw
firnnauriel,1593919592851,3,271112,170713,813337,40.333333333333336,7,114,121,1,74,SUCCESS,813337,YdZNdGJDQuqSPa35TqZ3jA
