Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,RacingDivision
AJM-Model-1,1623370164975,1,25595,25595,147455,0.8,0,4,4,0,1,SUCCESS,25595,OPEN
JPMC-HandsFree-London,1623355891611,1,47478,47478,147525,6.333333333333333,6,13,19,0,2,SUCCESS,47478,OPEN
