Alias,SubmissionTime,AvgLapTime,Rank,LeaderboardSubmissionStatusType,RankingScore
nkey,1560657786139,65976,495,SUCCESS,65976
Marek,1560005220600,66034,496,SUCCESS,66034
Watch-me,1559719387416,66075,497,SUCCESS,66075
maruti,1559844172344,66118,498,SUCCESS,66118
Asimov,1559689138602,66134,499,SUCCESS,66134
SanMan,1559671363170,66227,500,SUCCESS,66227
Sid,1559612675966,66270,501,SUCCESS,66270
karegm,1560965565091,66296,502,SUCCESS,66296
HappyEnd,1560342067352,66328,503,SUCCESS,66328
shnchr,1559673020891,66441,504,SUCCESS,66441
RudraJoy,1560918918837,66534,505,SUCCESS,66534
littleframes,1561737254973,66538,506,SUCCESS,66538
indigocarmen2,1559701998117,66540,507,SUCCESS,66540
KrisRux,1559912712203,66575,508,SUCCESS,66575
Batwing,1559702318566,66576,509,SUCCESS,66576
tester,1561449231742,66578,510,SUCCESS,66578
acersg,1559905907561,66649,511,SUCCESS,66649
Arik,1560486619067,66671,512,SUCCESS,66671
CaptainFalcon,1559597301288,66694,513,SUCCESS,66694
LearnerJoe,1559672135851,66777,514,SUCCESS,66777
Aeolus,1559811563973,66778,515,SUCCESS,66778
GRRacer,1561462591906,66813,516,SUCCESS,66813
Mats,1559765278485,66818,517,SUCCESS,66818
SmartChicago,1559670665669,66832,518,SUCCESS,66832
KazamiHayato,1559710506393,66855,519,SUCCESS,66855
baseplus-baby,1561129889821,66883,520,SUCCESS,66883
mats,1559819015622,66900,521,SUCCESS,66900
Lee99,1559757631451,66918,522,SUCCESS,66918
OOPS,1560103738817,66924,523,SUCCESS,66924
Nebu,1559845460876,66939,524,SUCCESS,66939
Quonix,1561125414377,67074,525,SUCCESS,67074
mckennaman123,1559791472232,67184,526,SUCCESS,67184
Brer,1559761304342,67380,527,SUCCESS,67380
Luxex,1560011097419,67421,528,SUCCESS,67421
raucha,1559741131571,67801,529,SUCCESS,67801
Nagesh,1561781446359,67817,530,SUCCESS,67817
DuplAKAtedWat,1559671619001,67861,531,SUCCESS,67861
Pueue,1559595774273,68595,532,SUCCESS,68595
tkizawa-1,1560474285193,68719,533,SUCCESS,68719
Hobi,1559930162408,69106,534,SUCCESS,69106
racket,1559882708079,70092,535,SUCCESS,70092
jjaz,1559951265180,70218,536,SUCCESS,70218
Gundeuce,1559924586820,70394,537,SUCCESS,70394
wip-tester1,1561498817019,70438,538,SUCCESS,70438
Redants1111-201906111400,1560247185954,80602,539,SUCCESS,80602
aaronhma,1560719609222,81272,540,SUCCESS,81272
maestrodigatto,1559852648516,83288,541,SUCCESS,83288
ryoichi-obara,1560430419987,83955,542,SUCCESS,83955
nillo,1560868030791,84156,543,SUCCESS,84156
invex,1559672089120,84248,544,SUCCESS,84248
shogouki,1560987770317,84658,545,SUCCESS,84658
MegaRacer,1561812392268,85065,546,SUCCESS,85065
DaidaiRevol,1560496774628,85246,547,SUCCESS,85246
abg-DevelopersIO,1561944209925,85654,548,SUCCESS,85654
yoh,1561476315633,85672,549,SUCCESS,85672
Hazelnut-DevelopersIO,1561736801886,86820,550,SUCCESS,86820
kyle-k-chan,1561473346338,87998,551,SUCCESS,87998
codeamprace,1561388240219,89968,552,SUCCESS,89968
kashiwagi,1561690574978,90076,553,SUCCESS,90076
NerU-v1,1560655219168,90833,554,SUCCESS,90833
test12345,1560411749395,91352,555,SUCCESS,91352
Abard,1560430303165,91470,556,SUCCESS,91470
Jam,1559845967283,92548,557,SUCCESS,92548
ericModel2019,1560201274742,92953,558,SUCCESS,92953
shimy,1559809173271,93388,559,SUCCESS,93388
jim,1560469879895,94015,560,SUCCESS,94015
doskoizm,1560066407486,94593,561,SUCCESS,94593
UCHIRACER,1559670645121,94807,562,SUCCESS,94807
gal-ml-test,1561653709212,97271,563,SUCCESS,97271
TK,1560274687986,98290,564,SUCCESS,98290
Spitz,1559792245642,99742,565,SUCCESS,99742
Persistent-INDIA,1561535705689,102562,566,SUCCESS,102562
Craig-Racing,1561458854275,103440,567,SUCCESS,103440
SAR1,1561163285878,106177,568,SUCCESS,106177
deepakagra-capgemini,1561574434483,106262,569,SUCCESS,106262
Thunderbolt-Grease-Slapper,1561822375494,108928,570,SUCCESS,108928
test-01,1559813428600,121010,571,SUCCESS,121010
ExhaustLeak,1561148009865,129290,572,SUCCESS,129290
