Alias,SubmissionTime,AvgLapTime,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
AnnaLu0929,1574362639628,87001,809,SUCCESS,87001,fca85e32734f40779fe536dcd5413d5d
pixnic,1573057312310,87731,810,SUCCESS,87731,3568b0be18fa40d18a05ecc9763a1528
bigcat,1573318478681,87911,811,SUCCESS,87911,71a11c82211e4a3981ceddf1cff11787
lehi,1573847865372,88232,812,SUCCESS,88232,3da13f9facd94efbbbc706bc6321e02f
vek,1573862369127,88314,813,SUCCESS,88314,4aa1b88cba9b4f4198acb345cede1af4
MarenstainBear,1575003901294,88512,814,SUCCESS,88512,fdbef5e948b24f3e9a5b97f016fa0343
adam1,1573835174452,88700,815,SUCCESS,88700,7396493160d04e27b7b7d5460f4f4788
LightningMcQueenBlue,1573734086271,88866,816,SUCCESS,88866,db5f7ffcd61d4bfb910a191a0581af79
RazorsRacer,1573763118475,89061,817,SUCCESS,89061,2b2a4bf8537f40dbbb4e8ce7d062fb6a
gentile2ti,1574307114356,89113,818,SUCCESS,89113,f192d59e65714438ba5efc386032869f
JBmodel0,1573009904585,89114,819,SUCCESS,89114,ab534f4864fa40039a6023f39ab5f5ad
dreamchaser,1573099252260,89253,820,SUCCESS,89253,f7b63694bc0741f49c6f5e769e78c7de
Racer3,1574116824523,89785,821,SUCCESS,89785,96dd1332c34147c4b3627172ed56740f
VishwasRace,1573758202785,90087,822,SUCCESS,90087,be6b2c34c28648c5a4e248fdd1c57a80
yghj,1573717421044,90694,823,SUCCESS,90694,01978edd880942d6929d133d0e5d9f7f
Tahir53,1573736733993,90912,824,SUCCESS,90912,7f687349bbb241779d09d7f8cf57e99e
Gianlucaracer,1573480580120,90959,825,SUCCESS,90959,4ab3309d3a554eb487cfec519a53a61d
DR-PMO,1573243952006,90988,826,SUCCESS,90988,3d49652103ac440cb35500dd35581cd2
FristEasyRace,1574837439632,91416,827,SUCCESS,91416,4d6a4351ae1c463bad9a3ef98a29dd59
hmp,1574284243270,91593,828,SUCCESS,91593,ea0344aa90744963a2e98648e664c264
RoadRunner-Yee,1573759622387,91620,829,SUCCESS,91620,8633df650a2a4c88a5d9bc8201da5a14
Mowgli,1574424676351,91848,830,SUCCESS,91848,b94adc4fdcca43509cb44465299c5a9f
testmodel,1574942070996,92209,831,SUCCESS,92209,67d7217c70234ec1ba186d81bd8a3131
djrose11,1574644429437,92424,832,SUCCESS,92424,7c1a7929cdbc4e73b9d0607b9bfad254
Xunfu,1574319708516,92430,833,SUCCESS,92430,8c24b6e035694b73a3a9f158f85c7b32
RockRacer,1574273630384,92860,834,SUCCESS,92860,1777264c4880429aa2895f9909e235e6
RHoude57Limper01,1575019952891,93639,835,SUCCESS,93639,7d4faf500fe04c36be28ff7131818368
danipe,1573730196391,93886,836,SUCCESS,93886,fbd1217159114ad0919546a67e84db0d
jeanloubet,1573216240539,94078,837,SUCCESS,94078,5b9991d7a5014c4aad54808f0e10af35
epk-deepracer,1575058762229,94088,838,SUCCESS,94088,283acd3f25e34cb3adc9241bc8a73875
subaru-ueno1,1573760743838,94111,839,SUCCESS,94111,2834b20ef1ac4aa8a2c17b7744ae27b2
kurukuru,1573659711754,94663,840,SUCCESS,94663,326eb0323dfe42e7b4e82550e4b02292
Wen,1573652823335,94754,841,SUCCESS,94754,e3a2517bcc11419c93befadb06677e5b
Charliespeed30,1573502013232,94799,842,SUCCESS,94799,b22d28bfbf7440ecaeb93a390d215825
shabushabu2019,1574274086905,95079,843,SUCCESS,95079,999e738a6a0b4c27b6a9c1d7f540412c
aaronhma,1574227528142,95341,844,SUCCESS,95341,1972a7290fe24e62b6ff2c5b815aeb14
RacerHacer,1574031372618,96045,845,SUCCESS,96045,d273795c9ae549b6a3a5a519aa1967b0
SP33DR4C3R,1572917077363,96361,846,SUCCESS,96361,967fc8169a9f4ae7b92fec14e9fec1b9
Just-a-ML-Beginner,1573476778345,96368,847,SUCCESS,96368,563eb2da459348c39e39cc128784ea56
leftbrainstuff,1574736343717,96375,848,SUCCESS,96375,101ecb3756e24e1cbb699c31377778f1
Siva-D-R-C,1573224167356,96456,849,SUCCESS,96456,kpE3Xa58QYSBopKonx2SvQ
RaffRaff,1573338596136,96636,850,SUCCESS,96636,129ee2fa9c24430995916fbc999ce1ee
spartan,1574472794615,97238,851,SUCCESS,97238,6Wy_Yi6FSPaC5IRH0jMSIA
Santanu,1575136845797,97383,852,SUCCESS,97383,77524ce78b7b4d73844ca86d353dde9a
DeepSea,1573829374392,97561,853,SUCCESS,97561,24335da3ec1148ad9108f683791bd99b
nicehat,1574799621248,97856,854,SUCCESS,97856,9833b9ba80ab4d32ab5127094620abe4
superSmart,1573717863045,97909,855,SUCCESS,97909,35844f43a1574c7e9b8e014d65462bb4
me,1573866696348,97991,856,SUCCESS,97991,11c5cefd913d4ac9b6408fc4f4a4eaca
jorgenolea12,1573586814883,98020,857,SUCCESS,98020,db7d96a37a9d4e51b597f1139fdce86f
BienLearn,1572947201697,98065,858,SUCCESS,98065,07f151eaf8f843a29e556fc687ba985b
KrishB,1573148998071,98145,859,SUCCESS,98145,9a3c368bd8d549e29b52cf1a33ab39fb
initial,1574524289865,98221,860,SUCCESS,98221,2a9454d9ed5d48d78c46bde464714674
Vee-Ouma,1573922765101,98380,861,SUCCESS,98380,2f67d7e82c5a4dbf9e598ade2c2dc062
AutoGreen,1574683277787,98491,862,SUCCESS,98491,0299b2843f1e4128a0f9966b43bb98a1
chock94,1573769217822,98772,863,SUCCESS,98772,24bfc476f5174e60adbadb82dbae5a79
DeepCircuit-1,1573675047457,98796,864,SUCCESS,98796,a14d8d5818cf41ebb5fed64d61bc884a
Shilpa,1574701207618,98850,865,SUCCESS,98850,6ccbf0ed93bf44e3ac078511ac75709a
racer-demo,1574275332944,99020,866,SUCCESS,99020,39f16d73cf924d7da4e0c41f47c0af43
JerryDeepRacer,1574273208233,99328,867,SUCCESS,99328,0cfa0711045d452ea03ce611e598c3c0
Kryptonite-2,1574663929332,99364,868,SUCCESS,99364,9a4947a8e27949daa4fd51129a819f71
UV28,1572994290515,99639,869,SUCCESS,99639,8e199aad81a5404fa9832b6826a6015a
allthefun,1572915087344,99843,870,SUCCESS,99843,6496be1d19ae4eb685041a4b0769627b
HanewTestLeague,1574941660389,100132,871,SUCCESS,100132,aef8b8af11504e66984b259035693d4e
Ari,1573668455062,100532,872,SUCCESS,100532,ff5beedd7ba741bb99dce0332ea5b3a4
yosuke,1574141835036,100539,873,SUCCESS,100539,8d6da205bda841cc97be4c10487a1e34
mrawsandblah,1572923876473,100545,874,SUCCESS,100545,cedaf9c186d9459e986b206112d3d431
racer1989,1572935510418,100588,875,SUCCESS,100588,41f8cb2e576b4ca6a5d9d35e93313560
prmodku2,1574925558103,100629,876,SUCCESS,100629,ca3b3cae529c407e92d3366d6d331da1
rapidluc,1574982352255,101513,877,SUCCESS,101513,dc55ddcc37a8427b8b497aab1def4570
MASTERRACER,1574118079085,101953,878,SUCCESS,101953,Va4lndseRtOxkaNuwkPYkA
Docin,1573647804899,102010,879,SUCCESS,102010,0702d86781414ab3b1edbe9cbf1e9e3d
Racer2,1572995447367,102058,880,SUCCESS,102058,d90f93e631d1430c8ba58b9b7aa5a6d2
OmniRacer,1574507890462,103068,881,SUCCESS,103068,1847358ba79a454f8c25a1baf9d5f5ac
tejas,1573056160178,103106,882,SUCCESS,103106,dc5c30185b634be4a38c91f6c2c485d4
TheFast,1573668781614,103177,883,SUCCESS,103177,dab6c5bd2aeb4082a9851249ad18b2d7
JEAEvaluation1,1573041028896,103706,884,SUCCESS,103706,3a710772391b4250aef69afc5b73afef
vishal,1574782354636,103983,885,SUCCESS,103983,545ec391e27b4affa36057348014d3df
black90357,1574730261945,104190,886,SUCCESS,104190,c393a7ace4d6447f8c64fc5cb9070a11
tibistefpraun-ACN-CHI,1573751178250,104921,887,SUCCESS,104921,6ddc1e2490d94eb88b74078acc67cdad
AWS-loft-nov-18-training-racer-name,1574109605911,105550,888,SUCCESS,105550,4c6e90de96d1495b88dbd558cf374b4b
durga,1574605996932,106280,889,SUCCESS,106280,6cc6fb07e3904d81ae400b5659cf0dd2
SizocRacer,1573371103909,106641,890,SUCCESS,106641,05fe7b2a96524f06a94bfaaed76fcb0c
janaque-test01,1573105815012,107419,891,SUCCESS,107419,195f50c4f11442fbb14b4dbd5fcbfd80
rustik,1574269170146,109974,892,SUCCESS,109974,57ec7c3ecd3544de9600a73aa591fb93
Hannes1,1574323105436,110745,893,SUCCESS,110745,f69646294a9c46d58501f1f22ca604c4
road-runner,1574020129629,110939,894,SUCCESS,110939,725e3aebff554863a517735bc1775306
AngelRacer,1574273698493,111719,895,SUCCESS,111719,223eee5f60f74164999bee93990ce56c
Evaluate,1574107582179,117420,896,SUCCESS,117420,0be293a487e941238d1a97e933228e1e
TheChampion,1573161711118,121426,897,SUCCESS,121426,c619c3477e1c439fa62f2dbe9546942b
ShimizuWU,1573479803008,125813,898,SUCCESS,125813,30e63150db664afc9029860e9d211bed
testrun,1575023886033,129633,899,SUCCESS,129633,dfdebbe28ca245e19d555f74091eb515
v-2019-11-18-01,1574107220281,130112,900,SUCCESS,130112,41cbfb84764e4881b13254652b17ce13
UgurkanAtesUcanAdam,1572982265308,132937,901,SUCCESS,132937,ccd6ac6d4b904c3eab4b1887adecdc13
Gavin,1573145852822,135620,902,SUCCESS,135620,b7c35c9d757f46f49e386ca8f9c0ab23
