Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
JJ,1600680175650,3,11102,7681,33307,0.6666666666666666,1,1,2,3871,1,SUCCESS,33307
Karl-NAB,1601210628628,3,12022,8467,36067,0.6666666666666666,2,0,2,1043,2,SUCCESS,36067
haikal-DBS,1600562310377,3,12516,10666,37550,0.6666666666666666,1,1,2,3643,3,SUCCESS,37550
Duckworth,1600342298697,3,12912,10837,38738,1.0,0,3,3,856,4,SUCCESS,38738
kimmizian,1601300350771,3,13182,8996,39548,1.0,1,2,3,3084,5,SUCCESS,39548
YUTAM-DENSO,1600767141745,3,13661,10658,40983,2.0,0,6,6,2511,6,SUCCESS,40983
RayG,1601191411380,3,14530,9848,43592,1.3333333333333333,1,3,4,1843,7,SUCCESS,43592
OneDudeDesign,1600208267148,3,14585,14131,43756,1.3333333333333333,2,2,4,1345,8,SUCCESS,43756
PolishThunder,1600093207342,3,14585,9763,43756,1.6666666666666667,1,4,5,1045,9,SUCCESS,43756
YMZK-DENSO,1599105944582,3,15045,12987,45135,1.0,2,1,3,924,10,SUCCESS,45135
MiLKB,1601209426729,3,15291,11615,45873,2.0,1,5,6,417,11,SUCCESS,45873
Tapfer,1600920144328,3,15332,10416,45998,1.3333333333333333,1,3,4,1646,12,SUCCESS,45998
JonathanRacer,1600723677017,3,15635,11852,46906,2.0,1,5,6,3019,13,SUCCESS,46906
TienHoang-DBS,1601456345701,3,15958,12330,47875,0.6666666666666666,2,0,2,394,14,SUCCESS,47875
Cronyx,1601402743076,3,15992,12146,47976,0.6666666666666666,2,0,2,62,15,SUCCESS,47976
Jianlong-DBS,1599883485746,3,16284,11136,48853,1.6666666666666667,1,4,5,1811,16,SUCCESS,48853
SK-DENSO,1601255043177,3,16322,12001,48967,1.3333333333333333,2,2,4,1290,17,SUCCESS,48967
X-DENSO,1599032022239,3,16610,11961,49830,2.3333333333333335,2,5,7,309,18,SUCCESS,49830
TerryLi-DBS,1601298345505,3,16638,11144,49916,1.0,3,0,3,1292,19,SUCCESS,49916
hiroisojp,1600320089591,3,17505,12406,52515,1.3333333333333333,2,2,4,974,20,SUCCESS,52515
ZLF,1601433695876,3,17607,11681,52823,1.3333333333333333,2,2,4,201,21,SUCCESS,52823
Tarun99,1601339097094,3,17729,16210,53187,1.0,2,1,3,505,22,SUCCESS,53187
Matt,1600188697089,3,17855,15611,53566,2.3333333333333335,0,7,7,1133,23,SUCCESS,53566
kimwooglae,1601327313936,3,17928,14929,53786,3.0,0,9,9,4795,24,SUCCESS,53786
Rezso-ShallowMind,1601244168944,3,18009,9335,54027,1.6666666666666667,4,1,5,162,25,SUCCESS,54027
Yxcas-DBS,1600502769527,3,18149,10765,54447,2.3333333333333335,2,5,7,11,26,SUCCESS,54447
London-1-Racers,1601080765728,3,18264,15463,54793,2.0,3,3,6,7,27,SUCCESS,54793
mayurmadnani,1601484314252,3,18297,13145,54893,2.3333333333333335,1,6,7,224,28,SUCCESS,54893
HONG-IVE-CLOUD,1599376036401,3,18353,18049,55060,1.0,3,0,3,99,29,SUCCESS,55060
satussy777,1599689874084,3,18393,15307,55181,1.6666666666666667,4,1,5,39,30,SUCCESS,55181
Deepak-dpk,1600864741689,3,18394,14993,55183,2.6666666666666665,2,6,8,221,31,SUCCESS,55183
F1-DevelopersIO,1600000971816,3,18477,15138,55433,2.3333333333333335,2,5,7,196,32,SUCCESS,55433
OscarIVECloud,1599051079334,3,18654,13920,55963,3.0,1,8,9,117,33,SUCCESS,55963
Arcjude,1601422884753,3,18660,14568,55982,1.0,2,1,3,739,34,SUCCESS,55982
RogerRabbit,1601328948461,3,18905,14393,56715,1.6666666666666667,5,0,5,5,35,SUCCESS,56715
UncleGK-DBS,1601438382701,3,19025,10663,57077,1.6666666666666667,4,1,5,30,36,SUCCESS,57077
ding,1601320952262,3,19033,11897,57100,1.3333333333333333,4,0,4,5,37,SUCCESS,57100
nalbam-me,1600600628926,3,19127,10810,57382,1.6666666666666667,3,2,5,1324,38,SUCCESS,57382
Claret,1601439292907,3,20061,13718,60183,2.0,2,4,6,182,39,SUCCESS,60183
Bandi-ShallowMind,1599945957083,3,20146,16363,60439,2.0,5,1,6,23,40,SUCCESS,60439
Venkatesh,1601473868182,3,20324,12867,60974,2.0,3,3,6,404,41,SUCCESS,60974
ABaykov,1599270650291,3,20661,14816,61985,2.6666666666666665,3,5,8,10,42,SUCCESS,61985
Terry-Li-HM,1600681758238,3,21041,18178,63124,1.6666666666666667,5,0,5,18,43,SUCCESS,63124
JJY,1601459592913,3,21055,17069,63166,1.6666666666666667,5,0,5,32,44,SUCCESS,63166
anuj-aggarwal,1601472924489,3,21149,13508,63447,3.6666666666666665,2,9,11,183,45,SUCCESS,63447
gigi-DNPds,1598942118906,3,21254,15122,63764,2.0,4,2,6,2,46,SUCCESS,63764
piano,1600591865561,3,21854,18788,65563,1.3333333333333333,2,2,4,4263,47,SUCCESS,65563
think,1599627256799,3,22024,16005,66074,3.6666666666666665,1,10,11,4825,48,SUCCESS,66074
monk,1601400583835,3,22073,19046,66220,2.0,4,2,6,15,49,SUCCESS,66220
CGS-LargeLattice,1601371835592,3,22209,19509,66628,4.0,1,11,12,25,50,SUCCESS,66628
fuchida-MAINICHI,1601493744942,3,22228,11778,66686,3.0,4,5,9,100,51,SUCCESS,66686
yokeboy,1601274906143,3,22934,16629,68804,2.0,6,0,6,5,52,SUCCESS,68804
RaviAhlawat,1601264480855,3,23090,14552,69271,3.3333333333333335,3,7,10,53,53,SUCCESS,69271
DragonCrew-DBS,1601136858539,3,23160,21879,69481,2.3333333333333335,4,3,7,48,54,SUCCESS,69481
Merfoulis,1601483006645,3,23215,20143,69647,2.6666666666666665,2,6,8,11,55,SUCCESS,69647
poonam1234,1601291881384,3,23237,15947,69711,3.0,5,4,9,22,56,SUCCESS,69711
ep-dr-racer1,1601370996356,3,23962,14260,71887,4.333333333333333,3,10,13,170,57,SUCCESS,71887
Robin-Castro,1601186273954,3,24664,20726,73992,2.6666666666666665,8,0,8,6,58,SUCCESS,73992
JonathanHalim-DBS,1600336664409,3,25161,18947,75483,5.0,2,13,15,5,59,SUCCESS,75483
Asumi,1600339957873,3,25301,21529,75905,2.3333333333333335,5,2,7,10,60,SUCCESS,75905
