Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
JPMC-RogerRabbit-Houston,1606888568848,1,22153.0,22153.0,174690.0,0.5714285714285714,3,1,4,0,1,SUCCESS,22153,DXXOncNRR1iiqhBvpPO-_A
JPMC-DriftKing-Houston,1606927090266,1,23022.0,23022.0,161176.0,1.0,5,1,6,1,2,SUCCESS,23022,fngewpiZSZm11yX7YgwnMA
JJ,1606927032987,1,23385.0,23385.0,173337.0,0.2857142857142857,0,2,2,0,3,SUCCESS,23385,afdcX_4vRH6Ussd0mbg5LQ
S-P-,1606926994377,1,27075.0,27075.0,171851.0,1.2,3,3,6,0,4,SUCCESS,27075,MxT5p4ZvSTOcc6ANa8VZNg
dartjason,1606927091094,1,27211.0,27211.0,156289.0,1.2,2,4,6,1,5,SUCCESS,27211,JSflDq5rQgKEuA5Ots4kDQ
flatearth,1606927097039,1,28132.0,28132.0,152129.0,0.4,1,1,2,0,6,SUCCESS,28132,9e3a9607a4e04ba2b1a49w
OneDudeDesign,1606927836177,1,43926.0,43926.0,152614.0,6.333333333333333,6,13,19,0,7,SUCCESS,43926,tLd0GWYiT0qzqq6YRFVXhg
iliu,1606927314267,1,52333.0,52333.0,168365.0,4.0,5,7,12,0,8,SUCCESS,52333,878c0778e5244d8d99e1aw
ABaykov,1606926694033,1,52480.0,52480.0,178870.0,5.333333333333333,7,9,16,0,9,SUCCESS,52480,aa28j7SWTd-LxMzvFoj_bA
HarinWu-UBC,1606926895118,1,72508.0,72508.0,171235.0,9.0,16,2,18,0,10,SUCCESS,72508,8db0f348e6094beba5ec0w
bluetulipz,1606919958776,0,,,,0.0,0,0,0,0,11,SUCCESS,9223372036854775783,GrkENmL5SSi-6fRB8bWBpg
