Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
ferrite,1675516650672,3,20910,20535,62730,0.0,0,0,0,11,1,SUCCESS,62730,SRAgn9lMTCmIjaBREP7hxA
dartjason,1675528198728,3,23309,22465,69927,0.0,0,0,0,16,2,SUCCESS,69927,JSflDq5rQgKEuA5Ots4kDQ
CodeMachine,1675422527525,3,24976,24330,74929,0.0,0,0,0,12,3,SUCCESS,74929,b_WzN_r8ToGPle_8bl2tMA
IcePandaBoom,1675235578540,3,25131,23200,75393,0.3333333333333333,0,1,1,1,4,SUCCESS,75393,BTPWujqqTBOWGAFvEKyRaA
BennyLBS,1675214803441,3,26863,26402,80590,0.0,0,0,0,2,5,SUCCESS,80590,wD3fjDFZTJaZd9AU7WRDlA
Kire,1675367058598,3,29375,26465,88126,0.6666666666666666,0,2,2,46,6,SUCCESS,88126,N0y9CR6fQN-a4UlAFsTC5Q
DaVinciDriver,1675523502086,3,29908,28738,89726,0.0,0,0,0,3,7,SUCCESS,89726,XtzXYz2pRByDnXz90XNGSw
-SANTACLAWS-,1675427805410,3,30665,28720,91995,0.6666666666666666,0,2,2,109,8,SUCCESS,91995,X_dNmJilS8SDBQ44yzd2fg
BoltronRacingTeam,1675458153423,3,32753,32001,98260,0.0,0,0,0,7,9,SUCCESS,98260,Lkrg6gQPQ5qwn61K16MHhg
AIDeepRacer,1675231626309,3,34025,30809,102077,3.3333333333333335,0,10,10,3,10,SUCCESS,102077,pIRbdCx6QYatgVXm2p5GbA
coppermannzero,1675265566510,3,35730,31269,107192,1.3333333333333333,0,4,4,2,11,SUCCESS,107192,LXqv_TvTTi6p7jCcGd4vtg
CleanHacker#1729,1675308315483,3,36431,36100,109294,1.0,0,3,3,55,12,SUCCESS,109294,2DKXcqsqSKCgFZSLE5b83A
sincerevertigo,1675480619956,3,36464,34731,109392,0.3333333333333333,0,1,1,8,13,SUCCESS,109392,WQvennweRG6srSMexecKTA
Atos-Mark-Ross,1675412652804,3,38619,35003,115859,2.6666666666666665,0,8,8,2,14,SUCCESS,115859,F_ThjPFRSx-guPadHlwEuA
D55-makit,1675351666914,3,38975,36798,116926,1.3333333333333333,0,4,4,10,15,SUCCESS,116926,Nkang7fMRci-B9H63pj3LA
JPMC-DriftKing-Houston,1675343620497,3,39663,35132,118990,3.6666666666666665,0,11,11,3,16,SUCCESS,118990,fngewpiZSZm11yX7YgwnMA
jdaped,1675422360425,3,40044,35995,120133,1.0,0,3,3,1,17,SUCCESS,120133,MowBV-yeT8yKlEDGHHdbbg
IterableFunction#7929,1675535790281,3,40357,34673,121072,2.6666666666666665,0,8,8,4,18,SUCCESS,121072,2NXMBaezRmmIU8qQqP0_EQ
SHIBAZAKI-Tetsuya#technopro,1675353764583,3,40508,34458,121526,1.6666666666666667,0,5,5,7,19,SUCCESS,121526,zGkD2T4QSY26nKoy_pOsbA
GoodmanKR,1675503006181,3,40598,38204,121796,4.666666666666667,0,14,14,7,20,SUCCESS,121796,f905b742ca594aadb529eQ
LaylaTichy,1675507163662,3,40685,39385,122056,0.0,0,0,0,11,21,SUCCESS,122056,Fr-sK3meSmu-SOhDyeLVVg
ocroucher,1675363686258,3,40886,40466,122658,0.0,0,0,0,1,22,SUCCESS,122658,u92WL690Q7GW_NuoMp7RZQ
Insper-Dynamics,1675425774273,3,40909,37997,122728,0.6666666666666666,0,2,2,2,23,SUCCESS,122728,ieOdguKWRJyTHWZZ_Z1ttQ
Adam-Niu,1675402983692,3,41174,35661,123523,1.3333333333333333,0,4,4,6,24,SUCCESS,123523,-mYtVYWFRXaby3hy_KwQWw
ssm-DevelopersIO,1675335322008,3,41354,37740,124062,2.0,0,6,6,7,25,SUCCESS,124062,XWuPseyZQLOMJ31jSvdfog
Localiza-JoaoMarcelo,1675437300174,3,41402,39793,124208,2.3333333333333335,0,7,7,8,26,SUCCESS,124208,ROWprt77QkSdBIr18nWHZA
CircuitBreaker-BA,1675217764940,3,41599,38125,124797,3.0,0,9,9,2,27,SUCCESS,124797,Nei0UMFmTw-RGAa9f4sQ7w
TigPT-tecRacer,1675440264813,3,41694,39532,125083,1.6666666666666667,0,5,5,2,28,SUCCESS,125083,Y78dh-cqTE6EjyR_vnZXrw
QuickArithmetic#8298,1675244504368,3,42286,40000,126859,1.6666666666666667,0,4,5,3,29,SUCCESS,126859,EUSWllrrTRep0vB4VQ4RSg
raj-1205,1675444124479,3,42554,42269,127664,3.0,0,9,9,17,30,SUCCESS,127664,558a49745f8843aea7db6w
Seab,1675251941717,3,42597,39923,127793,2.6666666666666665,0,8,8,1,31,SUCCESS,127793,mjD1OGTXQfKTXMPWVq29rg
DesktopFix#0076,1675454804960,3,42998,40799,128995,2.6666666666666665,0,8,8,5,32,SUCCESS,128995,2a-LQelBTQSYOi6xUidYuA
Nariox,1675370581485,3,43000,38663,129000,1.0,0,3,3,12,33,SUCCESS,129000,AUWR9HasSr2j2V1bbAptNw
EduardoOliveira,1675365830157,3,43017,38063,129053,1.3333333333333333,0,4,4,7,34,SUCCESS,129053,gBaUpVVtSD6F9QS23pDoCA
PowerRacers-Gonzalo,1675404585921,3,43107,40596,129322,0.6666666666666666,0,2,2,8,35,SUCCESS,129322,3qYqQGW8Tt-4qsFyNyqRBA
RamadanMohammed,1675286959706,3,43306,43000,129918,0.0,0,0,0,2,36,SUCCESS,129918,oQtz7zmyRhCbiQFSfACaRw
Beelzebub#0495,1675234538507,3,43397,41069,130191,3.6666666666666665,0,11,11,5,37,SUCCESS,130191,DMFm_6byQ9SA3Hmd67VKEA
BlockchainDiff#4163,1675222045093,3,44797,43261,134391,2.3333333333333335,0,7,7,3,38,SUCCESS,134391,1x2nPhTIQke-G-yBTR9Ofg
RacerX435,1675384835741,3,44953,41925,134861,4.666666666666667,0,14,14,18,39,SUCCESS,134861,3MH1poqVT0-nQXjj7_BQjw
Mentaiko-DevelopersIO,1675328074642,3,45086,40740,135260,5.0,0,15,15,3,40,SUCCESS,135260,Wt5C8BPAS0OPlzY3-txb-w
CriticalInterface#4573,1675376421501,3,45331,43194,135993,2.6666666666666665,0,8,8,4,41,SUCCESS,135993,6D8I0ECRSgisanzpcfvzWQ
ToK,1675386007869,3,45662,44115,136987,4.666666666666667,0,14,14,6,42,SUCCESS,136987,N7RG_zpMTI62_zwTZMn3Dg
FungibleContext#3235,1675347399297,3,45668,42073,137006,3.0,0,9,9,6,43,SUCCESS,137006,R3HcTqybRx26I4O6xo9Qcg
AsynchronousGlyph#3194,1675437826584,3,45751,41466,137255,2.3333333333333335,0,7,7,5,44,SUCCESS,137255,GuCqDy5ZThKmPMY-O5D5RQ
InfiniteZone#5293,1675359591406,3,45843,44000,137529,3.6666666666666665,0,11,11,3,45,SUCCESS,137529,-_rOP6sBRUGaQdd0XZnPBQ
