Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
Duckworth,1635969355019,3,25745,25473,77236,0.0,0,0,0,4,1,SUCCESS,77236,VIu9BQ4-Th6gUqu60ztwUQ
JJ,1635907453319,3,26800,25335,80400,0.3333333333333333,0,1,1,4,2,SUCCESS,80400,afdcX_4vRH6Ussd0mbg5LQ
AIDeepRacer,1635920062656,3,26896,26539,80688,0.0,0,0,0,546,3,SUCCESS,80688,pIRbdCx6QYatgVXm2p5GbA
CGS-Ultimatum,1635946140560,3,27622,27214,82866,0.0,0,0,0,412,4,SUCCESS,82866,TV9WKnh6SqaCREjHP7EjCw
SorinB,1635826506562,3,32152,27300,96456,2.3333333333333335,0,7,7,391,5,SUCCESS,96456,TFtvCas4TRWchrBPMyGh0A
UberAllen,1635930419159,3,32506,30129,97519,2.6666666666666665,0,8,8,443,6,SUCCESS,97519,ASI6Udz9QCewwoQHEyDbpw
Yuliya,1635967207226,3,32770,29948,98310,1.0,0,3,3,289,7,SUCCESS,98310,JWJgkv8bSKeMIGYZ9roR-A
ABaykov,1635791492425,3,33131,32527,99394,0.0,0,0,0,41,8,SUCCESS,99394,aa28j7SWTd-LxMzvFoj_bA
alexj,1635950976171,3,33711,33406,101134,0.0,0,0,0,17,9,SUCCESS,101134,Km6btE1_SFCCCqWJ4H6Fyg
atnmn,1635936815704,3,36571,34872,109713,0.0,0,0,0,394,10,SUCCESS,109713,b3960b6c6f58458880ceew
Fumiaki,1635849402705,3,36750,27527,110250,4.0,0,12,12,28,11,SUCCESS,110250,5RzBNYRAQoWVausi3eyhRg
RobinCastro-DBS,1635902323850,3,36851,35544,110555,2.6666666666666665,0,8,8,89,12,SUCCESS,110555,7KrbyQXvTBOxnBa0p9YuUA
JPMC-Singapore-Chetak,1635906807097,3,37307,35125,111921,1.6666666666666667,0,5,5,9,13,SUCCESS,111921,LJzDpiNuTFeHu9dsqp1APw
Aurora-DNPds,1635840661671,3,37443,24602,112331,3.3333333333333335,0,10,10,4,14,SUCCESS,112331,26fba66bedca4aa3bca47w
Bandwidth-RnD,1635865791293,3,37534,32467,112602,1.3333333333333333,0,4,4,5,15,SUCCESS,112602,77V1kp1kRJCO5D4zgSrqxA
Paradesi,1635904678625,3,38844,36723,116532,0.6666666666666666,0,2,2,9,16,SUCCESS,116532,67697a7edfac47709d52dQ
Janesoki,1635733786183,3,39226,38998,117678,0.3333333333333333,0,1,1,28,17,SUCCESS,117678,3SvT2_04Tl-5RIyNtDNtjA
eee,1635732087600,3,39322,38850,117967,3.0,0,9,9,6,18,SUCCESS,117967,NUylk_a-R1KF_wakwVwPdA
ADA,1635743269981,3,40141,38726,120423,2.3333333333333335,0,7,7,4,19,SUCCESS,120423,KiqOhQPjTamuBXicXnKGEA
Greensnow,1635843473201,3,41111,40329,123335,2.3333333333333335,0,7,7,6,20,SUCCESS,123335,4rzWntq0T1CuBxKs3wML4w
Wingism,1635846172724,3,41575,41256,124725,1.0,0,3,3,6,21,SUCCESS,124725,Spey2yUETeKA1doS2t-McQ
Xavier,1635727696620,3,42334,33145,127002,2.0,0,6,6,18,22,SUCCESS,127002,pPhTbPBRSg-L3tYPKcCjcA
George-Ogden,1635942188081,3,42357,35645,127073,1.6666666666666667,0,5,5,9,23,SUCCESS,127073,qc3M_AUPQYm7aArDQ-X3Kg
IterableNetwork#1199,1635824707811,3,42500,42013,127501,0.3333333333333333,0,1,1,1,24,SUCCESS,127501,nLosG2V5R-iAdm5eRawvxQ
AJM-Model-1,1635732559020,3,43156,41007,129469,3.3333333333333335,0,10,10,4,25,SUCCESS,129469,gdsU9bkGRWW7LTEHP4rGgQ
Euodial3,1635732097957,3,43201,39400,129605,4.0,0,12,12,6,26,SUCCESS,129605,VLcu6RhCQv6TxIHNvPzW4Q
JPMC-Rogue-Hyderabad,1635785076097,3,43385,35870,130155,4.0,0,12,12,8,27,SUCCESS,130155,LKdw_hyKTSu7moFuxbmiZw
AM730,1635913395972,3,43398,41250,130195,4.333333333333333,0,13,13,21,28,SUCCESS,130195,BVyCq7XIT-ObuDsJfFVtDA
Ash-DNPds,1635828091689,3,43520,31165,130561,4.333333333333333,0,13,13,11,29,SUCCESS,130561,9aced9109a634d11a3134w
gcjordi,1635973164343,3,45489,35659,136468,3.3333333333333335,0,10,10,6,30,SUCCESS,136468,4n-0HYIyQ2241dJ4tZirRg
anuj-aggarwal,1635916983145,3,45526,44833,136578,0.0,0,0,0,6,31,SUCCESS,136578,o_BkPc7jTK68tjHZiBRQEw
Yupa-DNPds,1635839012064,3,45945,39178,137837,3.0,0,9,9,3,32,SUCCESS,137837,jgRyYla-RkS2kr2rVBdEZA
Kire,1635863750165,3,45986,41123,137960,2.3333333333333335,0,7,7,1,33,SUCCESS,137960,N0y9CR6fQN-a4UlAFsTC5Q
AmiraliBanani-WPGA,1635748369732,3,47708,41788,143124,5.0,0,15,15,1,34,SUCCESS,143124,CKRIkymbRjW0CLQJ1pCNPg
JPMC-HYD-Crusaders,1635956769490,3,48900,48324,146701,1.0,0,3,3,72,35,SUCCESS,146701,V0qPcq3FQhyn3gy0ysuUHw
Rossilon,1635941297527,3,48976,38200,146930,5.0,0,15,15,22,36,SUCCESS,146930,oX4dpYxLTFG2UU6NprA-7g
Ernesto,1635754480577,3,49652,49075,148957,5.333333333333333,0,16,16,1,37,SUCCESS,148957,8zBEAp0-S5yGbcZvytGZGQ
FY-Kingdom,1635848612499,3,50337,46876,151011,4.0,0,12,12,2,38,SUCCESS,151011,4e6Gre5iR2u7Ok89fa96yg
hirosys,1635887720077,3,50931,44281,152795,4.0,0,12,12,372,39,SUCCESS,152795,DhYHXwMpSFuKMR0_Hv3Ndg
Bazinga-73,1635868852806,3,51397,50323,154193,0.0,0,0,0,21,40,SUCCESS,154193,7b59005b189b443fb6433w
Riyadh,1635783435708,3,51498,49351,154496,3.6666666666666665,0,11,11,6,41,SUCCESS,154496,XEDnTwq3S1Kz0rVPu0hfrA
drunken-monkey,1635770232702,3,51579,49659,154738,0.3333333333333333,0,1,1,2,42,SUCCESS,154738,c7a82cb998e44f9abd469Q
MagRacer,1635772404841,3,51909,40860,155727,2.0,0,6,6,5,43,SUCCESS,155727,Ej8Oof83RsGZ4sCjsFXFuw
RomyRacing,1635865123675,3,52803,52535,158411,0.0,0,0,0,9,44,SUCCESS,158411,lm-aIv1GShOTcqyk7IbVdQ
onlythree,1635963395698,3,53447,49544,160342,3.3333333333333335,0,10,10,3,45,SUCCESS,160342,23e254b25ea0443389ed6w
JPMC-HYD-CircuitBreakers,1635750855888,3,54356,52929,163068,3.3333333333333335,0,10,10,11,46,SUCCESS,163068,vA_gK0vxTNWI-MTWEWLAxw
CGS-Slipstream,1635728663362,3,54739,51004,164218,3.6666666666666665,0,11,11,4,47,SUCCESS,164218,N6W21hRAQAqs-12kYgYM6Q
Red-Cow-Rally-Team,1635932397894,3,55115,53212,165346,2.0,0,6,6,3,48,SUCCESS,165346,8a9d334630f147e3938c7w
