Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
AIDeepRacer,1635898932149,3,27119,26696,81357,0.0,0,0,0,334,1,SUCCESS,81357,pIRbdCx6QYatgVXm2p5GbA
JJ,1635857381773,3,27434,27106,82303,0.0,0,0,0,3,2,SUCCESS,82303,afdcX_4vRH6Ussd0mbg5LQ
SorinB,1635826506562,3,32152,27300,96456,2.3333333333333335,0,7,7,266,3,SUCCESS,96456,TFtvCas4TRWchrBPMyGh0A
UberAllen,1635842353654,3,32935,32620,98806,2.6666666666666665,0,7,8,294,4,SUCCESS,98806,ASI6Udz9QCewwoQHEyDbpw
ABaykov,1635791492425,3,33131,32527,99394,0.0,0,0,0,38,5,SUCCESS,99394,aa28j7SWTd-LxMzvFoj_bA
CGS-Ultimatum,1635895427941,3,34406,31171,103218,1.3333333333333333,0,4,4,289,6,SUCCESS,103218,TV9WKnh6SqaCREjHP7EjCw
atnmn,1635878112632,3,36621,35782,109863,0.0,0,0,0,226,7,SUCCESS,109863,b3960b6c6f58458880ceew
Fumiaki,1635849402705,3,36750,27527,110250,4.0,0,12,12,28,8,SUCCESS,110250,5RzBNYRAQoWVausi3eyhRg
Aurora-DNPds,1635840661671,3,37443,24602,112331,3.3333333333333335,0,10,10,4,9,SUCCESS,112331,26fba66bedca4aa3bca47w
Bandwidth-RnD,1635865791293,3,37534,32467,112602,1.3333333333333333,0,4,4,5,10,SUCCESS,112602,77V1kp1kRJCO5D4zgSrqxA
RobinCastro-DBS,1635899103990,3,38003,30073,114010,4.333333333333333,0,13,13,23,11,SUCCESS,114010,7KrbyQXvTBOxnBa0p9YuUA
Janesoki,1635733786183,3,39226,38998,117678,0.3333333333333333,0,1,1,21,12,SUCCESS,117678,3SvT2_04Tl-5RIyNtDNtjA
JPMC-Singapore-Chetak,1635861874670,3,39321,36132,117964,2.0,0,6,6,4,13,SUCCESS,117964,LJzDpiNuTFeHu9dsqp1APw
eee,1635732087600,3,39322,38850,117967,3.0,0,9,9,6,14,SUCCESS,117967,NUylk_a-R1KF_wakwVwPdA
Yuliya,1635778064639,3,39448,31401,118346,1.6666666666666667,0,5,5,188,15,SUCCESS,118346,JWJgkv8bSKeMIGYZ9roR-A
