Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
JJ,1614894063468,3,32076,31474,96229,0.0,0,0,0,54,1,SUCCESS,96229
Duckworth,1614779820149,3,41795,39279,125385,0.3333333333333333,0,1,1,25,2,SUCCESS,125385
PolishThunder,1614856375415,3,42044,34197,126133,1.3333333333333333,1,3,4,403,3,SUCCESS,126133
AJM-Model-1,1614797841953,3,43038,34449,129114,1.3333333333333333,2,2,4,20,4,SUCCESS,129114
kimmizian,1614885070838,3,44200,43407,132601,0.0,0,0,0,512,5,SUCCESS,132601
Jochem,1614860936584,3,46109,40919,138329,1.6666666666666667,2,3,5,23,6,SUCCESS,138329
ShinyThings-DBS,1614651902525,3,49873,49238,149620,0.0,0,0,0,17,7,SUCCESS,149620
kimwooglae,1614809582930,3,51749,51139,155248,3.0,1,8,9,451,8,SUCCESS,155248
atnmn,1614786670988,3,55358,51955,166075,1.6666666666666667,0,5,5,50,9,SUCCESS,166075
think,1614807392541,3,59357,56796,178072,4.333333333333333,5,8,13,430,10,SUCCESS,178072
Mentaiko-DevelopersIO,1614889006953,3,62527,37779,187581,5.333333333333333,1,15,16,35,11,SUCCESS,187581
BoogieTimeProductions,1614627578625,3,67708,64465,203125,2.6666666666666665,1,7,8,91,12,SUCCESS,203125
sittah,1614872421872,3,73957,67603,221871,2.3333333333333335,0,7,7,1,13,SUCCESS,221871
DBro,1614860647296,3,74392,63428,223176,7.0,2,19,21,27,14,SUCCESS,223176
neibc,1614786647960,3,77746,72008,233239,2.3333333333333335,3,4,7,2,15,SUCCESS,233239
IVE-FYP-DeepRacerEvo,1614717913525,3,81919,74459,245759,1.6666666666666667,1,4,5,4,16,SUCCESS,245759
ABaykov,1614605821824,3,87433,82689,262299,3.0,2,7,9,6,17,SUCCESS,262299
LuckyMan,1614794749968,3,87575,77540,262725,5.0,0,15,15,0,18,SUCCESS,262725
RichardFan,1614692166591,3,93616,85376,280850,6.0,3,15,18,3,19,SUCCESS,280850
mayurmadnani,1614741213928,3,94737,87066,284211,9.333333333333334,2,26,28,6,20,SUCCESS,284211
Joffe,1614851734657,3,97251,92764,291755,8.666666666666666,1,25,26,1,21,SUCCESS,291755
Ernesto,1614868522169,3,108682,96344,326048,12.333333333333334,1,36,37,0,22,SUCCESS,326048
evapag,1614563707383,3,109884,108674,329654,1.0,1,2,3,0,23,SUCCESS,329654
nalbam-me,1614759824621,3,113144,92573,339432,13.666666666666666,3,38,41,135,24,SUCCESS,339432
onlythree,1614845056584,3,113781,102645,341343,12.0,2,34,36,3,25,SUCCESS,341343
Maikel,1614881395903,3,130632,113862,391897,17.0,1,50,51,6,26,SUCCESS,391897
Kire,1614608293771,3,133112,122006,399338,17.0,2,49,51,4,27,SUCCESS,399338
Breadcentric,1614811172817,3,146832,143004,440498,16.666666666666668,2,48,50,1,28,SUCCESS,440498
London-1-Racers,1614624891706,3,152377,147970,457131,19.666666666666668,1,58,59,0,29,SUCCESS,457131
JPMC-LesBleus,1614619941291,3,162916,148641,488750,20.666666666666668,1,61,62,5,30,SUCCESS,488750
MattCamp,1614619007855,3,182211,152353,546634,25.0,0,75,75,0,31,SUCCESS,546634
Galileo,1614706479821,3,183098,169803,549295,25.333333333333332,2,74,76,2,32,SUCCESS,549295
RobinCastro-DBS,1614568897415,3,185431,165331,556293,26.666666666666668,2,78,80,0,33,SUCCESS,556293
S-P-,1614777030807,3,189908,179773,569726,28.0,1,83,84,0,34,SUCCESS,569726
Deepak-dpk,1614789330591,3,203456,194311,610368,27.666666666666668,1,82,83,0,35,SUCCESS,610368
TonyKim,1614569279381,3,206595,188515,619785,9.0,1,26,27,0,36,SUCCESS,619785
TonyJ,1614564987190,3,307908,300079,923725,46.333333333333336,4,135,139,0,37,SUCCESS,923725
