Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
JJ,1614894063468,3,32076,31474,96229,0.0,0,0,0,233,1,SUCCESS,96229
Ernesto,1615018537446,3,39164,36876,117492,0.3333333333333333,1,0,1,199,2,SUCCESS,117492
Jochem,1614969894811,3,40473,35530,121421,0.6666666666666666,1,1,2,85,3,SUCCESS,121421
Duckworth,1614779820149,3,41795,39279,125385,0.3333333333333333,0,1,1,355,4,SUCCESS,125385
PolishThunder,1614856375415,3,42044,34197,126133,1.3333333333333333,1,3,4,649,5,SUCCESS,126133
AJM-Model-1,1614986967829,3,42124,35861,126373,1.3333333333333333,0,4,4,27,6,SUCCESS,126373
kimmizian,1615015961830,3,44126,43396,132379,0.0,0,0,0,765,7,SUCCESS,132379
TonyJ,1615020900434,3,45409,40240,136228,0.6666666666666666,1,1,2,2,8,SUCCESS,136228
kimwooglae,1615038109861,3,45523,40813,136571,1.6666666666666667,0,5,5,796,9,SUCCESS,136571
ShinyThings-DBS,1614651902525,3,49873,49238,149620,0.0,0,0,0,23,10,SUCCESS,149620
Mentaiko-DevelopersIO,1614980304513,3,50068,43658,150205,3.0,0,9,9,204,11,SUCCESS,150205
atnmn,1614977363619,3,50761,45331,152284,1.0,0,3,3,69,12,SUCCESS,152284
Deepak-dpk,1615055768946,3,52159,50446,156477,1.3333333333333333,1,3,4,69,13,SUCCESS,156477
DBro,1614956256258,3,54157,48470,162472,3.0,1,8,9,43,14,SUCCESS,162472
RobinCastro-DBS,1614949452485,3,55703,50085,167109,1.0,1,2,3,9,15,SUCCESS,167109
think,1614807392541,3,59357,56796,178072,4.333333333333333,5,8,13,707,16,SUCCESS,178072
Maikel,1615041268145,3,59646,51421,178938,4.333333333333333,1,12,13,35,17,SUCCESS,178938
S-P-,1615002270464,3,63258,61966,189775,0.0,0,0,0,5,18,SUCCESS,189775
BoogieTimeProductions,1614926571479,3,67477,62938,202431,2.6666666666666665,1,7,8,107,19,SUCCESS,202431
neibc,1614954709570,3,71980,63713,215942,1.3333333333333333,1,3,4,6,20,SUCCESS,215942
sittah,1614872421872,3,73957,67603,221871,2.3333333333333335,0,7,7,5,21,SUCCESS,221871
nero-DNPds,1614960273718,3,74697,74401,224092,3.0,0,9,9,66,22,SUCCESS,224092
Garghi2mila,1615035689512,3,80733,78793,242200,2.3333333333333335,0,7,7,6,23,SUCCESS,242200
IVE-FYP-DeepRacerEvo,1614717913525,3,81919,74459,245759,1.6666666666666667,1,4,5,6,24,SUCCESS,245759
ABaykov,1614605821824,3,87433,82689,262299,3.0,2,7,9,6,25,SUCCESS,262299
LuckyMan,1614794749968,3,87575,77540,262725,5.0,0,15,15,0,26,SUCCESS,262725
RichardFan,1614692166591,3,93616,85376,280850,6.0,3,15,18,3,27,SUCCESS,280850
mayurmadnani,1614741213928,3,94737,87066,284211,9.333333333333334,2,26,28,6,28,SUCCESS,284211
Joffe,1614851734657,3,97251,92764,291755,8.666666666666666,1,25,26,1,29,SUCCESS,291755
nalbam-me,1615051425757,3,103264,97757,309793,12.0,0,36,36,273,30,SUCCESS,309793
onlythree,1615023729717,3,108010,101792,324032,10.333333333333334,0,31,31,8,31,SUCCESS,324032
evapag,1614563707383,3,109884,108674,329654,1.0,1,2,3,0,32,SUCCESS,329654
Kire,1614608293771,3,133112,122006,399338,17.0,2,49,51,4,33,SUCCESS,399338
Breadcentric,1614811172817,3,146832,143004,440498,16.666666666666668,2,48,50,1,34,SUCCESS,440498
London-1-Racers,1614624891706,3,152377,147970,457131,19.666666666666668,1,58,59,0,35,SUCCESS,457131
JPMC-LesBleus,1614619941291,3,162916,148641,488750,20.666666666666668,1,61,62,5,36,SUCCESS,488750
Galileo,1614895696395,3,171374,148936,514122,23.0,2,67,69,3,37,SUCCESS,514122
MattCamp,1614619007855,3,182211,152353,546634,25.0,0,75,75,0,38,SUCCESS,546634
TonyKim,1614569279381,3,206595,188515,619785,9.0,1,26,27,0,39,SUCCESS,619785
