Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
JJ,1614736652596,3,32374,31515,97123,0.0,0,0,0,11,1,SUCCESS,97123
Duckworth,1614779820149,3,41795,39279,125385,0.3333333333333333,0,1,1,15,2,SUCCESS,125385
PolishThunder,1614772297371,3,42442,35077,127327,1.3333333333333333,2,2,4,182,3,SUCCESS,127327
AJM-Model-1,1614774632161,3,43981,42624,131943,1.0,3,0,3,14,4,SUCCESS,131943
kimmizian,1614762130244,3,44443,43421,133330,0.0,0,0,0,361,5,SUCCESS,133330
ShinyThings-DBS,1614651902525,3,49873,49238,149620,0.0,0,0,0,12,6,SUCCESS,149620
Jochem,1614794513590,3,53135,47512,159406,2.6666666666666665,2,6,8,5,7,SUCCESS,159406
atnmn,1614786670988,3,55358,51955,166075,1.6666666666666667,0,5,5,35,8,SUCCESS,166075
BoogieTimeProductions,1614627578625,3,67708,64465,203125,2.6666666666666665,1,7,8,74,9,SUCCESS,203125
kimwooglae,1614696922956,3,68105,62843,204315,1.3333333333333333,1,3,4,256,10,SUCCESS,204315
think,1614773147808,3,74313,71364,222939,1.0,0,3,3,273,11,SUCCESS,222939
neibc,1614786647960,3,77746,72008,233239,2.3333333333333335,3,4,7,2,12,SUCCESS,233239
IVE-FYP-DeepRacerEvo,1614717913525,3,81919,74459,245759,1.6666666666666667,1,4,5,3,13,SUCCESS,245759
sittah,1614705475810,3,83631,66898,250895,5.0,2,13,15,0,14,SUCCESS,250895
DBro,1614608526178,3,84070,79832,252210,3.6666666666666665,1,10,11,16,15,SUCCESS,252210
ABaykov,1614605821824,3,87433,82689,262299,3.0,2,7,9,6,16,SUCCESS,262299
LuckyMan,1614794749968,3,87575,77540,262725,5.0,0,15,15,0,17,SUCCESS,262725
RichardFan,1614692166591,3,93616,85376,280850,6.0,3,15,18,3,18,SUCCESS,280850
mayurmadnani,1614741213928,3,94737,87066,284211,9.333333333333334,2,26,28,6,19,SUCCESS,284211
evapag,1614563707383,3,109884,108674,329654,1.0,1,2,3,0,20,SUCCESS,329654
nalbam-me,1614759824621,3,113144,92573,339432,13.666666666666666,3,38,41,52,21,SUCCESS,339432
Kire,1614608293771,3,133112,122006,399338,17.0,2,49,51,4,22,SUCCESS,399338
Maikel,1614605732891,3,134413,130620,403241,17.666666666666668,5,48,53,2,23,SUCCESS,403241
London-1-Racers,1614624891706,3,152377,147970,457131,19.666666666666668,1,58,59,0,24,SUCCESS,457131
JPMC-LesBleus,1614619941291,3,162916,148641,488750,20.666666666666668,1,61,62,3,25,SUCCESS,488750
onlythree,1614786043202,3,166020,152502,498061,20.666666666666668,3,59,62,0,26,SUCCESS,498061
Breadcentric,1614587425769,3,173200,164791,519600,23.333333333333332,1,69,70,0,27,SUCCESS,519600
MattCamp,1614619007855,3,182211,152353,546634,25.0,0,75,75,0,28,SUCCESS,546634
Galileo,1614706479821,3,183098,169803,549295,25.333333333333332,2,74,76,2,29,SUCCESS,549295
RobinCastro-DBS,1614568897415,3,185431,165331,556293,26.666666666666668,2,78,80,0,30,SUCCESS,556293
S-P-,1614777030807,3,189908,179773,569726,28.0,1,83,84,0,31,SUCCESS,569726
Deepak-dpk,1614789330591,3,203456,194311,610368,27.666666666666668,1,82,83,0,32,SUCCESS,610368
TonyKim,1614569279381,3,206595,188515,619785,9.0,1,26,27,0,33,SUCCESS,619785
TonyJ,1614564987190,3,307908,300079,923725,46.333333333333336,4,135,139,0,34,SUCCESS,923725
