Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
kimmizian,1614615933897,3,44612,43936,133837,0.0,0,0,0,94,1,SUCCESS,133837
ShinyThings-DBS,1614615858217,3,62512,56999,187537,3.0,1,8,9,0,2,SUCCESS,187537
BoogieTimeProductions,1614612668962,3,69902,66062,209708,2.6666666666666665,1,7,8,31,3,SUCCESS,209708
DBro,1614608526178,3,84070,79832,252210,3.6666666666666665,1,10,11,3,4,SUCCESS,252210
ABaykov,1614605821824,3,87433,82689,262299,3.0,2,7,9,4,5,SUCCESS,262299
RichardFan,1614574202482,3,94864,88037,284592,6.0,0,18,18,2,6,SUCCESS,284592
atnmn,1614578142056,3,103207,97497,309623,11.0,2,31,33,1,7,SUCCESS,309623
evapag,1614563707383,3,109884,108674,329654,1.0,1,2,3,0,8,SUCCESS,329654
think,1614616918655,3,115870,108194,347611,11.333333333333334,1,33,34,62,9,SUCCESS,347611
IVE-FYP-DeepRacerEvo,1614614959488,3,120656,110299,361968,9.0,0,27,27,0,10,SUCCESS,361968
kimwooglae,1614587242238,3,125998,120100,377994,15.333333333333334,3,43,46,62,11,SUCCESS,377994
nalbam-me,1614604261693,3,126291,109700,378874,16.0,3,45,48,0,12,SUCCESS,378874
Kire,1614608293771,3,133112,122006,399338,17.0,2,49,51,3,13,SUCCESS,399338
Maikel,1614605732891,3,134413,130620,403241,17.666666666666668,5,48,53,1,14,SUCCESS,403241
AJM-Model-1,1614616315664,3,136960,128409,410881,14.0,0,42,42,2,15,SUCCESS,410881
JPMC-LesBleus,1614619941291,3,162916,148641,488750,20.666666666666668,1,61,62,0,16,SUCCESS,488750
Breadcentric,1614587425769,3,173200,164791,519600,23.333333333333332,1,69,70,0,17,SUCCESS,519600
MattCamp,1614619007855,3,182211,152353,546634,25.0,0,75,75,0,18,SUCCESS,546634
RobinCastro-DBS,1614568897415,3,185431,165331,556293,26.666666666666668,2,78,80,0,19,SUCCESS,556293
TonyKim,1614569279381,3,206595,188515,619785,9.0,1,26,27,0,20,SUCCESS,619785
Galileo,1614621548340,3,228233,211105,684700,32.0,0,96,96,0,21,SUCCESS,684700
Jochem,1614605964801,3,236188,211710,708564,36.333333333333336,1,108,109,1,22,SUCCESS,708564
TonyJ,1614564987190,3,307908,300079,923725,46.333333333333336,4,135,139,0,23,SUCCESS,923725
PolishThunder,1614566516135,3,417898,381616,1253694,69.0,5,202,207,0,24,SUCCESS,1253694
