Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
kimmizian,1614579094033,3,44749,44492,134248,0.0,0,0,0,76,1,SUCCESS,134248
BoogieTimeProductions,1614591280864,3,73928,68926,221786,4.0,0,12,12,24,2,SUCCESS,221786
DBro,1614608526178,3,84070,79832,252210,3.6666666666666665,1,10,11,0,3,SUCCESS,252210
ABaykov,1614605821824,3,87433,82689,262299,3.0,2,7,9,4,4,SUCCESS,262299
RichardFan,1614574202482,3,94864,88037,284592,6.0,0,18,18,2,5,SUCCESS,284592
atnmn,1614578142056,3,103207,97497,309623,11.0,2,31,33,1,6,SUCCESS,309623
evapag,1614563707383,3,109884,108674,329654,1.0,1,2,3,0,7,SUCCESS,329654
think,1614586744124,3,118125,117069,354376,14.0,1,41,42,52,8,SUCCESS,354376
kimwooglae,1614587242238,3,125998,120100,377994,15.333333333333334,3,43,46,52,9,SUCCESS,377994
nalbam-me,1614604261693,3,126291,109700,378874,16.0,3,45,48,0,10,SUCCESS,378874
Kire,1614608293771,3,133112,122006,399338,17.0,2,49,51,1,11,SUCCESS,399338
Maikel,1614605732891,3,134413,130620,403241,17.666666666666668,5,48,53,1,12,SUCCESS,403241
AJM-Model-1,1614565878044,3,146249,114879,438748,15.666666666666666,1,46,47,0,13,SUCCESS,438748
Breadcentric,1614587425769,3,173200,164791,519600,23.333333333333332,1,69,70,0,14,SUCCESS,519600
RobinCastro-DBS,1614568897415,3,185431,165331,556293,26.666666666666668,2,78,80,0,15,SUCCESS,556293
TonyKim,1614569279381,3,206595,188515,619785,9.0,1,26,27,0,16,SUCCESS,619785
Jochem,1614605964801,3,236188,211710,708564,36.333333333333336,1,108,109,1,17,SUCCESS,708564
TonyJ,1614564987190,3,307908,300079,923725,46.333333333333336,4,135,139,0,18,SUCCESS,923725
PolishThunder,1614566516135,3,417898,381616,1253694,69.0,5,202,207,0,19,SUCCESS,1253694
