Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId,TeamName
BigDaddy35BRC,1600972236461,3,34043,33203,102131,1.3333333333333333,0,4,4,1,179,SUCCESS,102131,n3L9AzE4QjSZ5Aok3th88A,
Neo,1600315504504,3,34236,30821,102710,6.0,0,18,18,1,180,SUCCESS,102710,kMVV4MUBQxqmtKtTvRX5Kg,
RomanKoles,1599449052240,3,34261,31050,102783,9.0,0,25,27,1,181,SUCCESS,102783,OHjVZTGORjGHnttayjfqTQ,
XueWenTan,1599060369108,3,34328,33130,102984,0.3333333333333333,0,1,1,1,182,SUCCESS,102984,GO9vcNc-Sz2_UT3mfcWsbw,
tiago,1601420905541,3,34976,33510,104929,4.0,0,12,12,6,183,SUCCESS,104929,T51DCM4nQRyJTY40HBuOTw,
alber2kn,1600329291967,3,35057,34668,105172,0.0,0,0,0,1,184,SUCCESS,105172,j2fmHaHKRkyiQ9-zLO1Ujg,
endGame,1599059093921,3,35197,34820,105591,0.6666666666666666,0,2,2,3,185,SUCCESS,105591,D2310vMWRXuHosU94093vA,
msckrishna,1599739755126,3,35480,33834,106440,9.666666666666666,0,29,29,5,186,SUCCESS,106440,0WzrOeJ0QKWImSlHFOkcYQ,
Vron,1601000837622,3,35652,32005,106958,0.6666666666666666,0,2,2,7,187,SUCCESS,106958,fzfbauRSS6Chi92j8JIATw,
Divya-DBS,1600915312567,3,36262,31409,108788,3.3333333333333335,0,10,10,1,188,SUCCESS,108788,pWm-t21ITUitm4bVX1JcXg,
Artist007,1601401816757,3,37524,35798,112573,0.3333333333333333,0,1,1,1,189,SUCCESS,112573,fHMNTP6ZTKy-pnC63tqJyg,
Kire,1599387018615,3,37619,35395,112857,10.666666666666666,0,32,32,2,190,SUCCESS,112857,N0y9CR6fQN-a4UlAFsTC5Q,
turbosalami,1600469371609,3,38138,36015,114414,0.3333333333333333,0,1,1,1,191,SUCCESS,114414,nLmz7oe7STCxuvGA27bcnQ,
tese123,1599361535535,3,38212,36197,114636,2.3333333333333335,0,7,7,1,192,SUCCESS,114636,T6rJdnzvQSeVNw1ogSj8Sw,
aminamehnazDBS,1598953716639,3,38263,37195,114789,1.3333333333333333,0,4,4,1,193,SUCCESS,114789,EZbs4w6qSA6d1GtL1Utl2A,
riri,1600224333780,3,38349,37706,115048,0.0,0,0,0,1,194,SUCCESS,115048,P_lXYbarQvCmf7lyXHQU0w,
OrenNoe,1601063050206,3,39652,37667,118958,0.6666666666666666,0,2,2,1,195,SUCCESS,118958,w2_gPX_jRfurDwNK-4GHHQ,
Leagueracername,1599104505954,3,40547,37403,121641,1.3333333333333333,0,4,4,1,196,SUCCESS,121641,rlpHJxQTTpes9JUyef2A8w,
canabal,1599408351870,3,41223,38230,123671,1.3333333333333333,0,4,4,2,197,SUCCESS,123671,E9kc3HjXSs2FklfjdsOQ5w,
cervigon,1598990750484,3,41271,38652,123814,0.3333333333333333,0,1,1,1,198,SUCCESS,123814,e2xeT0uXQrqDgZZAooazjw,
KaraSimsek,1600877531811,3,46413,39721,139239,3.0,0,9,9,1,199,SUCCESS,139239,P6_IsZUBRKSpMVApefS5kg,
HRFJ-CHILE,1601349307929,3,47664,46381,142994,2.6666666666666665,0,8,8,1,200,SUCCESS,142994,pu5dbBSkRCyB4EK2qAEb-Q,
sid2,1599001601993,3,49592,45530,148778,1.0,0,3,3,1,201,SUCCESS,148778,49c2b3763b8b4dcf95d65w,
Tbex01,1601274791467,3,53117,51276,159352,7.0,0,21,21,1,202,SUCCESS,159352,ievKpkRmSZm9jErvYP9A1g,
vege,1599863746136,3,78430,76712,235292,17.666666666666668,0,53,53,1,203,SUCCESS,235292,Ix4pN-kkSomjTPrlq6qH6w,
