Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId,TeamName
OMGJB,1600185118432,3,14967,13129,44903,1.0,0,3,3,4,113,SUCCESS,44903,zT_3hsPOR_ekQnVs7yEOcg,
tranvietdung-DBS,1600312277821,3,15255,14486,45765,0.3333333333333333,0,1,1,1,114,SUCCESS,45765,3OwVWi6tQDCpBzKpWfHj7Q,DBS
voyager-DNPds,1601459688890,3,15570,12793,46710,2.3333333333333335,0,7,7,3,115,SUCCESS,46710,B3zclzUaQp-3Yp_EEUbkTw,
Abi-01,1600774816292,3,15935,15054,47807,0.0,0,0,0,7,116,SUCCESS,47807,1o0Am62bTFiGiWP5PmwN-A,
UnsafeAtAnySpeed,1599629052817,3,15946,15007,47839,1.3333333333333333,0,4,4,3,117,SUCCESS,47839,Pd7D3q0CQq-DE4e2fv4KJQ,
BoogieTimeProductions,1598955943616,3,16024,15476,48072,0.0,0,0,0,57,118,SUCCESS,48072,MUyQlFafT0yFhQr1sApn9Q,
lisalisa,1600044543236,3,16061,15925,48184,1.0,0,3,3,11,119,SUCCESS,48184,JpcXIrQtReWckoAfSrRJbw,
Kurosaki,1598945766372,3,16201,11057,48605,1.6666666666666667,0,5,5,7,120,SUCCESS,48605,vrUZUm-aQQCQ0rEZjXcfOA,
Kinonotabi,1600778609025,3,16368,15746,49105,0.6666666666666666,0,2,2,2,121,SUCCESS,49105,CPxU3UyWQ_m5bRgnLjoIqg,
dartjason,1600999893812,3,16522,15333,49566,1.3333333333333333,0,4,4,2,122,SUCCESS,49566,JSflDq5rQgKEuA5Ots4kDQ,
Kelvin,1601476274131,3,16548,14731,49644,1.6666666666666667,0,5,5,3,123,SUCCESS,49644,l7oty7M_T4iLFi6fE4T8hQ,
Cong-Jin,1599544478278,3,16771,16256,50314,0.3333333333333333,0,1,1,3,124,SUCCESS,50314,1X0Mpov9TKGIY7lyqp0d6w,
MING-CHUN,1599709349899,3,16925,16531,50775,0.0,0,0,0,2,125,SUCCESS,50775,qoQoafc4RhGMzWx_fwBp4w,
Fumiaki-Ueno,1598933493588,3,17219,15718,51657,0.3333333333333333,0,1,1,1,126,SUCCESS,51657,uPeMhbPFTzm8xvGAiQmw5Q,
onepau,1600780538688,3,17377,15985,52133,0.3333333333333333,0,1,1,1,127,SUCCESS,52133,4bC4CaDzTL29JrcNYnFyZw,
Umka,1600896853453,3,17435,15209,52306,2.0,0,6,6,2,128,SUCCESS,52306,dC5x233aT7SrdXUPUplePQ,
insanity-DBS,1601505730433,3,17833,13705,53500,1.3333333333333333,0,4,4,2,129,SUCCESS,53500,e4OCOQ0hQXmrFUbG4YpyHA,
LloPat-DBS,1600247953223,3,17918,14679,53754,1.3333333333333333,0,4,4,2,130,SUCCESS,53754,bc6W5QqBSvuqPjHEzXEu-g,
Wasabi-DevelopersIO,1600175456358,3,18345,17677,55036,1.0,0,3,3,718,131,SUCCESS,55036,Fmb5j9UgQ_2xkleK0vwXOg,
marcmcg,1600870094067,3,18792,17082,56376,0.6666666666666666,0,2,2,3,132,SUCCESS,56376,WLANipELRK2DMVkOt4OYVQ,
AM730,1599044862152,3,19115,17341,57347,1.6666666666666667,0,5,5,98,133,SUCCESS,57347,BVyCq7XIT-ObuDsJfFVtDA,
ttt,1599051144937,3,19287,17555,57863,1.0,0,3,3,1,134,SUCCESS,57863,EZIvl0NtTuWs2KxOJVApnA,
zl-ong,1598941980710,3,19599,15347,58798,1.3333333333333333,0,4,4,2,135,SUCCESS,58798,7xYEHuYgRF23w5my1rlt4g,
Adam-H,1599350356046,3,19658,19017,58975,0.0,0,0,0,6,136,SUCCESS,58975,63LM4ZOGRmyM9GjZ-IVJgg,
tutugreen,1599219205136,3,19753,14731,59261,2.0,0,6,6,21,137,SUCCESS,59261,T4ECWnmvR6CffmB8jP0J0Q,
Rik27-DBS,1598979074604,3,20056,18265,60170,1.6666666666666667,0,5,5,1,138,SUCCESS,60170,TInGSVqxTdOtV2HE-PSMLQ,
TaxiDeItera,1601421715132,3,20553,19138,61661,0.3333333333333333,0,1,1,15,139,SUCCESS,61661,BUS5_qGNQmuzLnDH8GAAuw,
NeoM,1600360858741,3,20934,20149,62803,0.6666666666666666,0,2,2,16,140,SUCCESS,62803,Hf6AOWNTR72sLn14Bp8TCg,
domingo-look-ahead,1600792482445,3,21349,17404,64048,1.0,0,3,3,3,141,SUCCESS,64048,4Og2RXNQQVaIfrWptawj1A,
eco,1599630239323,3,21350,16140,64050,3.0,0,9,9,1,142,SUCCESS,64050,QICuX0fXT5ylSMxdy68N-g,
Jozef-Mak,1601497141920,3,21479,16536,64439,4.333333333333333,0,13,13,4,143,SUCCESS,64439,ADtIv73CS7SUDypuGuW-jA,
Tony-IVECloud,1599837325187,3,21527,19108,64582,3.0,0,9,9,1,144,SUCCESS,64582,yMzv0Fg3RHGSixBdnA0rKA,
Wisdom,1601467462975,3,21658,19680,64975,1.3333333333333333,0,4,4,1,145,SUCCESS,64975,VsRPXEYgQp63TXEsbtAF1w,
JPMC-BA-SpeedyGonzalez,1599223416089,3,21687,18739,65062,2.3333333333333335,0,7,7,3,146,SUCCESS,65062,1nhNKBkaQMKwuxDtW6koQw,
My-First-Deep-Racer,1598918639450,3,21702,19173,65108,2.6666666666666665,0,8,8,1,147,SUCCESS,65108,Elcr3Cw7QOG81a4Qc9Fbrw,
dkpolican,1601064072055,3,21795,20464,65385,2.0,0,6,6,4,148,SUCCESS,65385,Q1F3zMZdTXyIISwq4B5OAQ,
JustPureVelocity,1600117274593,3,22670,20607,68011,0.3333333333333333,0,1,1,1,149,SUCCESS,68011,8zSi2NZ3TDOKIAqwi6hA0w,
dhameshwari2020,1599489247146,3,22766,18266,68298,3.6666666666666665,0,11,11,2,150,SUCCESS,68298,N9EMBasjQVagX0Q39wQD4Q,
WhatDuhHec,1601337039738,3,22927,21129,68783,2.3333333333333335,0,7,7,10,151,SUCCESS,68783,zXGWRUFkTbCBXdu0DW6aoA,
KasztP,1600865994121,3,23546,22299,70640,0.6666666666666666,0,2,2,1,152,SUCCESS,70640,B_NHhZzIT7yLboMZHKC3Qw,
GT-Racing,1599582597572,3,23701,21988,71105,4.333333333333333,0,13,13,14,153,SUCCESS,71105,w9zvXqmyRFWjHCr1e_v0-g,
Terry-Li-Audit,1600928425956,3,24369,18201,73107,2.3333333333333335,0,7,7,1,154,SUCCESS,73107,AB-2Pks7Ta2ljMDh9zwCTQ,
JPMC-BLR-Iceberg,1599751516081,3,24837,20383,74512,4.666666666666667,0,14,14,1,155,SUCCESS,74512,LBum2P-0S-qIFFQiLpTv2A,
JMo,1599619176616,3,24866,24014,74600,0.6666666666666666,0,2,2,1,156,SUCCESS,74600,W7cWHXy-Q96KIxWH8AEj-A,
JPMC-Ace-Hyderabad,1601449046005,3,25279,24203,75839,5.333333333333333,0,16,16,1,157,SUCCESS,75839,6fdcVCAkQtCCsyHEO0LNiA,JPMorgan Chase
Team-3D-Internal-Race-2B,1600922853605,3,25584,21074,76752,4.666666666666667,0,14,14,1,158,SUCCESS,76752,X44SHtocT3usAQWZ_9uefg,
Smiky,1601493133542,3,26551,24527,79653,5.333333333333333,0,16,16,5,159,SUCCESS,79653,O5lagojuQy25zL4OSPyTVA,
fastest-DeepRacer-07y,1599128436904,3,26875,25997,80625,1.6666666666666667,0,5,5,2,160,SUCCESS,80625,xFjGPrgMRomUVY-wMdABVA,
SMYKsMagicBullet,1599041329194,3,28856,26626,86569,7.666666666666667,0,23,23,1,161,SUCCESS,86569,wTnQCBkoSjW51_oT4lP6ag,
JPMC-BMTH-DarkStars,1598939741072,3,28921,24809,86765,6.666666666666667,0,20,20,1,162,SUCCESS,86765,w-ggkAnwSy-4JMty4ympSg,
