Alias,SubmissionTime,LapCount,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,RacingDivision,UserId
omgjenfd,1634157018967,0,0.0,0,0,0,2,1,SUCCESS,9223372036854775775,OPEN,YUwak4ljRuSVLczGPBpL2A
