Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
JJ,1597502394135,3,9938,8877,29816,0.3333333333333333,0,1,1,2938,1,SUCCESS,29816,afdcX_4vRH6Ussd0mbg5LQ
Karl-NAB,1597903000959,3,11308,8880,33924,1.0,0,3,3,2046,2,SUCCESS,33924,4vOOxLIsSjeL2WFaO5o_fQ
OneDudeDesign,1597319049360,3,13558,8858,40675,1.3333333333333333,1,2,4,2162,3,SUCCESS,40675,tLd0GWYiT0qzqq6YRFVXhg
MiLKB,1597317662024,3,13710,12260,41130,1.3333333333333333,1,3,4,3557,4,SUCCESS,41130,8KL8u0H3RIWxgP14x_RC6w
kimmizian,1598420202171,3,13908,11926,41726,0.3333333333333333,1,0,1,4087,5,SUCCESS,41726,t6NwFsqgS4mYnFeR3KVxsg
Jianlong,1596970958831,3,14480,10285,43440,1.0,1,2,3,1845,6,SUCCESS,43440,vpsHYdBtSIq__1M9j1R21Q
PolishThunder,1598135197918,3,14567,9683,43703,1.0,3,0,3,714,7,SUCCESS,43703,qi512oGVTry8V-KtP6j2_w
nalbam-me,1597661836762,3,14572,10851,43717,1.3333333333333333,0,4,4,1325,8,SUCCESS,43717,PnRru4vBRkeyT4xX6LOCtw
YMZK-DENSO,1596979372840,3,14610,9571,43830,1.3333333333333333,1,3,4,4094,9,SUCCESS,43830,recf4re8RCusZsfmkza94w
JonathanRacer,1598381587251,3,14993,11796,44980,1.3333333333333333,2,2,4,1991,10,SUCCESS,44980,nya9ln7uRZ6yFkb9tRzrOw
X-DENSO,1596872399270,3,15347,13855,46042,1.6666666666666667,2,3,5,1036,11,SUCCESS,46042,gGfLcjTdQKydRi8J83b9yQ
YUTAM-DENSO,1598093172791,3,15396,14862,46188,1.0,3,0,3,1696,12,SUCCESS,46188,WUTaHFXwRfioIE1WfyD7nQ
Matt,1597210228448,3,15812,11269,47436,1.3333333333333333,1,3,4,246,13,SUCCESS,47436,cVk-aYKdRUmuL0qmjyzmag
KevinS,1598913760635,3,15844,14318,47533,1.6666666666666667,2,3,5,73,14,SUCCESS,47533,hQPnx_a6SEaUvBUoWvta1g
SK-DENSO,1598850932648,3,17092,13991,51276,1.3333333333333333,2,2,4,67,15,SUCCESS,51276,OY7PidANQca_8oV6j3LJ2g
OscarIVECloud-dr,1598155169678,3,17396,11378,52189,2.0,1,5,6,65,16,SUCCESS,52189,XHLKURnAQcmC56tomfZoWA
Arcjude,1598800149531,3,17956,14000,53868,0.6666666666666666,2,0,2,136,17,SUCCESS,53868,9uDvvD4JRjWEWMYrxDGdFg
satussy777,1597332329541,3,18140,11411,54422,1.3333333333333333,4,0,4,42,18,SUCCESS,54422,IYaF6LtbRWmZE9xBm87JmQ
mayurmadnani,1597793547175,3,18346,12606,55039,1.3333333333333333,2,2,4,1177,19,SUCCESS,55039,hr8K12KMRhSIDUEJbQT8fg
Duckworth,1596555690050,3,18366,11133,55099,1.0,3,0,3,2,20,SUCCESS,55099,VIu9BQ4-Th6gUqu60ztwUQ
Tarun99,1597200398674,3,18370,15623,55112,1.6666666666666667,1,4,5,1457,21,SUCCESS,55112,n1Jj8q-KTeuLAxB38cfkrw
Venkatesh,1598516125645,3,18906,16287,56719,2.0,1,5,6,1727,22,SUCCESS,56719,MtYzlWySQCmhHcxvupeAqg
tranvietdung-DBS,1598879658499,3,19603,11928,58811,1.6666666666666667,5,0,5,51,23,SUCCESS,58811,3OwVWi6tQDCpBzKpWfHj7Q
piano,1597803266678,3,21064,18062,63193,1.6666666666666667,1,4,5,3808,24,SUCCESS,63193,UlhPeJD_R1mP1YVlotOxSA
Cindy-DBS,1596823902257,3,21069,15597,63209,3.0,2,7,9,15,25,SUCCESS,63209,dkX_mR9zSYy9c2CprpaycQ
think,1597191463788,3,21078,17062,63234,0.6666666666666666,2,0,2,4722,26,SUCCESS,63234,IHHC4YftQLaMAs0VyXFJzw
AM730,1598422933490,3,21144,19601,63434,2.6666666666666665,1,7,8,468,27,SUCCESS,63434,BVyCq7XIT-ObuDsJfFVtDA
kimwooglae,1598510579854,3,21251,17518,63753,4.0,2,10,12,4724,28,SUCCESS,63753,bOqKo-ebR_essdUaZVGO4Q
poo,1598586084448,3,21799,19542,65398,2.6666666666666665,4,4,8,2,29,SUCCESS,65398,017AdHd1Q8m6bq5N7AptJQ
ABaykov,1596291641408,3,22157,15750,66473,3.0,3,6,9,21,30,SUCCESS,66473,aa28j7SWTd-LxMzvFoj_bA
