Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId,TeamName
JingRui-Test1,1600012073129,3,90792,85267,272376,1.3333333333333333,0,4,4,2,491,SUCCESS,272376,Az2j0udsQPmHXs_H2HPK9w,
sf-deepracer-124-rsch,1599157194720,3,90839,89136,272519,10.666666666666666,0,32,32,1,492,SUCCESS,272519,9iLIyCBkSdy2zZivMLlSVA,
Vron,1600918778351,3,90854,87079,272563,1.6666666666666667,0,5,5,12,493,SUCCESS,272563,fzfbauRSS6Chi92j8JIATw,
NXTsir,1601358342218,3,91041,87603,273123,0.3333333333333333,0,1,1,4,494,SUCCESS,273123,-FbnWgEuSeGZ16vGOobkdg,
cd,1600461477074,3,91053,88825,273159,1.0,0,3,3,1,495,SUCCESS,273159,kunvRId-SDuV19ZRGEg_OQ,
Prophet7,1600072116860,3,91187,89528,273562,0.0,0,0,0,1,496,SUCCESS,273562,afIzXJuBRsS-CNnd3tCTZg,
LunchRoomBandits,1599104121842,3,91219,88467,273658,3.3333333333333335,0,10,10,1,497,SUCCESS,273658,WtqlUAq-Q02QrcHfLh_iLQ,
Nam-DBS,1599100936782,3,91230,84771,273690,17.0,0,51,51,1,498,SUCCESS,273690,krJOWh-nQ_25rzov_hbGUA,
Polite,1601414649579,3,91278,86792,273834,12.333333333333334,0,37,37,2,499,SUCCESS,273834,lQ8O1fAoSOy9AWs8ZCvQiQ,
2020-A-Race-Odyssey,1600050851506,3,91362,89245,274086,2.3333333333333335,0,7,7,3,500,SUCCESS,274086,ZtBhlLADT6-HEtSHAK0KKw,
biying,1599061081743,3,91446,89757,274340,1.6666666666666667,0,5,5,1,501,SUCCESS,274340,Pf1V0kssR9qKpZms7zXPMQ,
lizrice,1599340564810,3,91549,89664,274647,2.3333333333333335,0,7,7,1,502,SUCCESS,274647,1PbgzRztQAWaGr_zWWP9Dg,
xiaoxd,1599862102635,3,91725,89322,275177,0.6666666666666666,0,2,2,4,503,SUCCESS,275177,svYshpyPRIaorxMd5IGMdQ,
nadeerg-DBS,1601024413850,3,91776,85671,275330,13.333333333333334,0,40,40,2,504,SUCCESS,275330,Ue35peN6RfykZmJLSFDPJw,
SilverArrrows11,1601324442815,3,91783,90601,275351,0.3333333333333333,0,1,1,8,505,SUCCESS,275351,1FRfXb-OR5Kfklw-QYkNZQ,
cl3m3nt,1600965609987,3,91799,90811,275399,0.0,0,0,0,1,506,SUCCESS,275399,fmfK9jjeTiGcUxj6qIB6Yw,
Celia-DBS,1600167098169,3,91806,86721,275420,7.666666666666667,0,23,23,2,507,SUCCESS,275420,1_5S_JCwRZG61YLYQBI8PQ,
ArasuRacer,1599986267265,3,91920,88769,275761,1.3333333333333333,0,4,4,3,508,SUCCESS,275761,1Jf8eG6WTviqUf--Rx9cKA,
oghanem,1599331405368,3,91940,89938,275822,1.6666666666666667,0,5,5,2,509,SUCCESS,275822,KtPcfaaMS5Kd6AZKVf5E0g,
KhakiTaxi,1598980480213,3,92321,90232,276963,2.3333333333333335,0,7,7,3,510,SUCCESS,276963,trGLsEReRXG-2EGCSEhICg,
vupv,1600577376945,3,92321,89683,276965,3.3333333333333335,0,10,10,3,511,SUCCESS,276965,HeZDmvYZRTWDqbKIrJrtNQ,
Chuwypotter,1600919681629,3,92346,87039,277038,3.6666666666666665,0,11,11,6,512,SUCCESS,277038,H10tS7nuSC-v1FtnzFOb9w,
