Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
PoChun-NCTU-CGI,1596239067838,3,27044,24616,81134,0.3333333333333333,1,0,1,474,1,SUCCESS,81134
JJ,1594782682049,3,28566,22885,85698,1.0,2,1,3,3859,2,SUCCESS,85698
OneDudeDesign,1595715327836,3,31085,25334,93255,1.0,2,1,3,3637,3,SUCCESS,93255
Ernesto,1595550150695,3,36653,34667,109959,0.3333333333333333,1,0,1,1374,4,SUCCESS,109959
Yeti,1596227703393,3,37893,28603,113679,1.6666666666666667,3,2,5,67,5,SUCCESS,113679
gigi-DNPds,1594613299477,3,38187,32540,114561,1.0,1,2,3,355,6,SUCCESS,114561
nero-DNPds,1594956755090,3,39772,35547,119318,0.6666666666666666,2,0,2,551,7,SUCCESS,119318
Yxcas-DBS,1595694139464,3,40035,37790,120105,1.3333333333333333,3,1,4,81,8,SUCCESS,120105
Duckworth,1596100812005,3,41529,30732,124589,2.0,4,2,6,14,9,SUCCESS,124589
nalbam-me,1594206669767,3,41753,40935,125260,1.0,0,3,3,1027,10,SUCCESS,125260
kimmizian,1594258975351,3,42408,37701,127225,1.6666666666666667,2,3,5,1633,11,SUCCESS,127225
ABaykov,1593731166425,3,44996,37932,134989,2.3333333333333335,3,4,7,112,12,SUCCESS,134989
IcePandaBoom,1595070389055,3,45792,38791,137377,2.3333333333333335,4,3,7,30,13,SUCCESS,137377
Penguin-DNPds,1596185861642,3,48964,40782,146892,2.3333333333333335,7,0,7,37,14,SUCCESS,146892
kimwooglae,1595953081999,3,49463,48660,148390,2.0,1,5,6,1698,15,SUCCESS,148390
Garage-ISEP,1596123603010,3,49566,36192,148698,2.6666666666666665,8,0,8,1,16,SUCCESS,148698
think,1595477465341,3,50595,47710,151785,0.6666666666666666,1,1,2,1489,17,SUCCESS,151785
Galileo,1594130976959,3,50615,43520,151845,2.6666666666666665,3,5,8,2,18,SUCCESS,151845
Kuei-NCTU-CGI,1595259254833,3,51494,40220,154482,4.0,4,8,12,123,19,SUCCESS,154482
Asumi,1596170601929,3,53065,43329,159195,2.0,4,2,6,37,20,SUCCESS,159195
Sing-1-Chetak,1595990554397,3,53524,50934,160573,0.3333333333333333,0,1,1,18,21,SUCCESS,160573
MING-CHUN,1595838232871,3,53949,50204,161849,0.6666666666666666,2,0,2,4,22,SUCCESS,161849
mayurmadnani,1594858455589,3,55405,50335,166215,3.6666666666666665,1,10,11,301,23,SUCCESS,166215
RunBabyRun,1593875683172,3,55500,49348,166501,2.3333333333333335,3,4,7,28,24,SUCCESS,166501
Groovy-DNPds,1594608500166,3,57455,53367,172367,1.0,3,0,3,13,25,SUCCESS,172367
Kire,1595890070189,3,59057,47722,177171,2.6666666666666665,2,6,8,8,26,SUCCESS,177171
Wasabi-DevelopersIO,1594044653589,3,59683,56822,179051,1.3333333333333333,1,3,4,712,27,SUCCESS,179051
DSW5KOR,1595168831992,3,59916,56988,179750,2.6666666666666665,3,5,8,5,28,SUCCESS,179750
PolishThunder,1594302794450,3,60539,58862,181619,4.333333333333333,2,11,13,3927,29,SUCCESS,181619
RichardFan,1594491292660,3,63090,59765,189270,3.6666666666666665,3,8,11,4,30,SUCCESS,189270
sola-salon18,1594331489687,3,63131,58889,189394,1.6666666666666667,4,1,5,7,31,SUCCESS,189394
GDMSDeepRacerRI-1,1593848701041,3,63589,57221,190767,5.0,7,8,15,16,32,SUCCESS,190767
piano,1594662852331,3,64062,63787,192186,0.0,0,0,0,1687,33,SUCCESS,192186
Bmth-1-LostArkRcr,1595849932014,3,65469,59398,196407,4.0,4,8,12,1,34,SUCCESS,196407
nguynws,1595818460548,3,66197,56401,198592,4.666666666666667,2,12,14,7,35,SUCCESS,198592
AM730,1595953227694,3,68606,61222,205820,3.3333333333333335,0,10,10,12,36,SUCCESS,205820
onepau,1594891393811,3,68729,61330,206188,2.3333333333333335,2,5,7,1,37,SUCCESS,206188
Sourav-DBS,1594154679510,3,74155,71725,222467,1.0,1,2,3,151,38,SUCCESS,222467
HarshalM,1596136609387,3,74167,59036,222501,4.666666666666667,3,11,14,1,39,SUCCESS,222501
Momotaro-DevelopersIO,1595309857079,3,74200,72057,222601,7.333333333333333,3,19,22,1,40,SUCCESS,222601
onlythree,1594204638663,3,74370,70061,223112,2.6666666666666665,1,7,8,12,41,SUCCESS,223112
DarkChocolate,1594153893983,3,77290,66730,231870,7.0,9,12,21,1,42,SUCCESS,231870
Adam-H,1594454712913,3,77303,67929,231909,2.6666666666666665,2,6,8,3,43,SUCCESS,231909
Matt,1596002320965,3,77831,73318,233494,6.0,3,15,18,46,44,SUCCESS,233494
KasztP,1593987649917,3,78763,72268,236291,2.6666666666666665,1,7,8,45,45,SUCCESS,236291
bunny,1595694850613,3,80669,78857,242008,6.0,4,14,18,7,46,SUCCESS,242008
Shashi,1596186578838,3,84546,81469,253639,0.6666666666666666,0,2,2,6,47,SUCCESS,253639
GT-Racing,1595798576710,3,87225,82838,261675,5.666666666666667,2,15,17,6,48,SUCCESS,261675
BlackInterceptor-of-OZ,1594808489434,3,90156,80719,270469,1.6666666666666667,2,3,5,1,49,SUCCESS,270469
exterior-muzzle,1596229101382,3,90960,81517,272880,7.0,5,16,21,6,50,SUCCESS,272880
Merfoulis,1596187693803,3,92898,87943,278695,8.0,5,19,24,4,51,SUCCESS,278695
Vasilisk,1596102363775,3,96502,91190,289506,0.3333333333333333,1,0,1,2,52,SUCCESS,289506
kfirachen2020summitRacer,1595812229098,3,97225,90802,291677,5.0,1,14,15,28,53,SUCCESS,291677
TARS,1593642573473,3,97448,87559,292346,9.666666666666666,3,26,29,3,54,SUCCESS,292346
