Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
JJ,1585337847749,3,26550,22795,79650,0.3333333333333333,1,0,1,2638,1,SUCCESS,79650,afdcX_4vRH6Ussd0mbg5LQ
TonyJ,1585554384365,3,29532,25409,88596,1.0,0,3,3,331,2,SUCCESS,88596,af962be5a4ed4c57af807w
Keaton,1584396027995,3,30954,26811,92862,0.6666666666666666,1,1,2,2034,3,SUCCESS,92862,pqS3RXTyQXGkMiQtDw3xrw
PolishThunder,1583935840380,3,32223,28554,96670,0.3333333333333333,1,0,1,888,4,SUCCESS,96670,qi512oGVTry8V-KtP6j2_w
DBro,1585638984023,3,32604,29145,97812,1.0,1,2,3,2645,5,SUCCESS,97812,jEkEOpjZRhGUbyDZIfTo_A
RayG-DBS,1585264507388,3,33733,29777,101199,0.3333333333333333,1,0,1,1205,6,SUCCESS,101199,YNrvM9f5RteeSrCl7oFC5w
nero-DNPds,1585536221386,3,33927,30013,101783,0.3333333333333333,1,0,1,414,7,SUCCESS,101783,fdqnbHDPSbKcnf8kE5xuMQ
Richard-Fan,1583972118752,3,34286,32236,102858,1.3333333333333333,0,3,4,4402,8,SUCCESS,102858,oxm3h2AtTpGqAnGZ4vzYpg
Fumiaki,1585653738721,3,34324,25208,102972,2.0,2,3,6,78,9,SUCCESS,102972,5RzBNYRAQoWVausi3eyhRg
Robin-Castro,1585658849121,3,34830,30884,104490,0.3333333333333333,1,0,1,580,10,SUCCESS,104490,qaH8R2-8TlG79mslpdPfGg
leo-DNPds,1584522315643,3,36970,33963,110911,0.6666666666666666,0,2,2,200,11,SUCCESS,110911,5306ba34dbe645ed8e2bfQ
think,1584001167488,3,37688,31610,113066,2.0,1,5,6,2620,12,SUCCESS,113066,IHHC4YftQLaMAs0VyXFJzw
Lazuli,1585368337753,3,37795,34406,113386,1.0,1,2,3,6,13,SUCCESS,113386,d35b73243ea5408e9b96bw
Taketo,1585568223315,3,38069,36095,114208,1.0,1,2,3,152,14,SUCCESS,114208,BRCe1fpuT5qCYPOIIOPQIw
ShibaInu-DevelopersIO,1584685826894,3,38111,30049,114334,2.0,2,4,6,3070,15,SUCCESS,114334,q3lEztDGTfSD-GgkF5IgTg
AiSolutions-Joe,1585646188578,3,38443,35560,115329,1.0,2,1,3,6,16,SUCCESS,115329,d12875dc48634d6daedcdw
nalbam-me,1585632001716,3,38594,37266,115783,0.3333333333333333,0,1,1,1546,17,SUCCESS,115783,PnRru4vBRkeyT4xX6LOCtw
kimwooglae,1585423171803,3,38693,34899,116079,2.6666666666666665,0,8,8,3521,18,SUCCESS,116079,bOqKo-ebR_essdUaZVGO4Q
ABaykov,1584911221295,3,38961,34708,116884,1.6666666666666667,2,3,5,174,19,SUCCESS,116884,aa28j7SWTd-LxMzvFoj_bA
Kire,1585670783535,3,39847,30826,119541,1.6666666666666667,2,3,5,183,20,SUCCESS,119541,N0y9CR6fQN-a4UlAFsTC5Q
BlueDevil,1585607316084,3,40030,38793,120090,1.0,3,0,3,12,21,SUCCESS,120090,211dc2bc6cb64073baaf9w
GT-DevelopersIO,1583323955706,3,40086,37180,120259,1.3333333333333333,2,2,4,95,22,SUCCESS,120259,8WSp4P7ZRn-jJgZLnugwkA
Galileo,1585653385243,3,40465,29074,121396,2.0,2,4,6,181,23,SUCCESS,121396,Y79AzaaOR-u4LVKMxu1Mdw
Hagibis,1585538498220,3,40749,33602,122248,1.0,3,0,3,117,24,SUCCESS,122248,E7q3SkKETBarlF1ThkXfgA
JPMC-LONDON-HandsFree,1585528503375,3,42783,35380,128350,2.6666666666666665,2,6,8,26,25,SUCCESS,128350,DZAYqyd-Tp6eE15IopWCgQ
Mentaiko-DevelopersIO,1585554984511,3,42904,41275,128714,2.3333333333333335,1,6,7,60,26,SUCCESS,128714,Wt5C8BPAS0OPlzY3-txb-w
hiroisojp,1583219002193,3,43518,40343,130556,2.6666666666666665,8,0,8,30,27,SUCCESS,130556,_0ZNctRRQz2bXTbPUszW1Q
MattCamp,1583355707146,3,43894,39124,131684,2.3333333333333335,5,1,7,16,28,SUCCESS,131684,9z8BN2mkSj-Dlb_Chg_0Hw
Giaco,1584654402572,3,43972,38061,131917,1.0,1,2,3,49,29,SUCCESS,131917,W0KfevJdRWiQfxwL4NH15g
Dalyo,1585222821336,3,44394,36132,133182,2.0,3,3,6,7,30,SUCCESS,133182,ce7078d6e33a4e9fa28b3Q
Momotaro-DevelopersIO,1585446941314,3,44802,34270,134408,1.6666666666666667,2,3,5,33,31,SUCCESS,134408,b428ed9339684e1091025w
MING-CHUN,1585188679848,3,45033,39858,135099,2.0,3,3,6,33,32,SUCCESS,135099,qoQoafc4RhGMzWx_fwBp4w
