Alias,SubmissionTime,LapCount,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,RacingDivision
omgjenfd,1625685953205,0,0.0,0,0,0,0,1,SUCCESS,9223372036854775787,OPEN
