Rank,Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,LeaderboardSubmissionStatusType,RankingScore,UserId
1,ADA,1677983126936,3,21997,19981,65991,0.6666666666666666,0,2,2,5,SUCCESS,65991,KiqOhQPjTamuBXicXnKGEA
2,Rober-rNiubo,1677939715675,3,26086,23523,78260,0.3333333333333333,0,1,1,4,SUCCESS,78260,KrRSYhzKTfONjRaDUc_ubQ
3,JPMC-Speedy-Gonzales-LATAM,1677768477900,3,26422,25135,79267,0.3333333333333333,0,1,1,9,SUCCESS,79267,McOa_W8cTW2EErfZhOoKxA
4,RobinCastro-DBS,1677760117321,3,27310,24461,81932,1.0,0,3,3,2,SUCCESS,81932,7KrbyQXvTBOxnBa0p9YuUA
5,JPMC-KWGKMY-HongKong,1677769672620,3,28753,27862,86261,1.3333333333333333,0,4,4,3,SUCCESS,86261,zKdKXknwQVCObGdEgutObQ
6,TheRedPig-AVM,1677831474634,3,29451,28800,88355,1.0,0,3,3,14,SUCCESS,88355,zODkUgTGQ1eZuA5nIh1Iog
7,TheRedPig-KS,1677824596668,3,29775,27994,89326,0.6666666666666666,0,2,2,11,SUCCESS,89326,AAn3sOf-SNa51UQq98LMaQ
8,IcePandaBoom,1677741257282,3,30042,27527,90127,1.6666666666666667,0,5,5,1,SUCCESS,90127,BTPWujqqTBOWGAFvEKyRaA
9,TheRedPig-RKP,1677861982087,3,30486,27391,91459,1.0,0,3,3,22,SUCCESS,91459,g24gJb6iS0exJQSt9aQdYQ
10,TheRedPig-RM,1677825809245,3,30644,29734,91933,1.0,0,3,3,28,SUCCESS,91933,pTh3S94ERzipIon3qGgQjQ
11,Joffe,1677880973799,3,30886,29723,92660,0.3333333333333333,0,1,1,2,SUCCESS,92660,ce17e3bfe82649448e2f3w
12,Jianlong,1677954098629,3,31177,28869,93532,0.6666666666666666,0,2,2,10,SUCCESS,93532,vpsHYdBtSIq__1M9j1R21Q
13,CodeMachine,1677852748509,3,32153,29992,96461,1.0,0,3,3,5,SUCCESS,96461,b_WzN_r8ToGPle_8bl2tMA
14,GoodEveningWeAreFromUkraine,1677785365919,3,32442,31467,97326,1.0,0,3,3,7,SUCCESS,97326,oX4dpYxLTFG2UU6NprA-7g
15,TheRedPig-SR,1677741417823,3,32514,30268,97542,1.6666666666666667,0,5,5,17,SUCCESS,97542,QtOSkv6uQ4uYqsc1TaZ43w
16,JPMC-Rogue-COL,1677956129265,3,32723,28732,98171,2.3333333333333335,0,7,7,1,SUCCESS,98171,LKdw_hyKTSu7moFuxbmiZw
17,DaVinciDriver,1677965011030,3,32886,29934,98658,1.6666666666666667,0,5,5,2,SUCCESS,98658,XtzXYz2pRByDnXz90XNGSw
18,TheRedPig-MR,1677850644488,3,33264,28128,99793,1.6666666666666667,0,5,5,22,SUCCESS,99793,nsvQzeAPSDSjYpmTp-8Lsg
19,nickyl,1677726345917,3,33552,27398,100657,2.6666666666666665,0,8,8,1,SUCCESS,100657,O0GALYAoRfGA0kUV6ftgqQ
20,EatMyGas,1677771204394,3,33932,33338,101796,0.0,0,0,0,32,SUCCESS,101796,G49XjRGRR76Xv00WxIMvnQ
21,BennyLBS,1677725996746,3,34220,30525,102662,3.3333333333333335,0,10,10,1,SUCCESS,102662,wD3fjDFZTJaZd9AU7WRDlA
22,PITS-1,1677732855108,3,34707,27665,104122,2.0,0,6,6,9,SUCCESS,104122,CThkSPLERtyRM5OptykzEQ
23,AWSTEAM,1677773672749,3,35195,33121,105586,1.6666666666666667,0,5,5,9,SUCCESS,105586,FxrYorcDQa2R_OGFAHoFEQ
24,-SANTACLAWS-,1677797648136,3,35354,33596,106062,0.6666666666666666,0,1,2,5,SUCCESS,106062,X_dNmJilS8SDBQ44yzd2fg
25,raj-1205,1677944435124,3,35440,35403,106322,0.0,0,0,0,29,SUCCESS,106322,558a49745f8843aea7db6w
26,DoomBuggy,1677984655438,3,35799,33268,107397,2.6666666666666665,0,8,8,1,SUCCESS,107397,QakV_nzOTm2q_NhqUMwIJw
27,Marcopolo,1677755359658,3,36154,34792,108464,2.3333333333333335,0,7,7,8,SUCCESS,108464,mc7Cx3SuQwSuIX4y8eoKIQ
28,RushHour#1234,1677799911186,3,36217,34801,108653,0.3333333333333333,0,1,1,9,SUCCESS,108653,Elft3-_VScSogskpC-HUMA
