Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
VaughanDiesel,1614807526257,3,29157,27727,87471,0.0,0,0,0,35,1,SUCCESS,87471
jmp543,1614831969713,3,35719,35609,107158,0.0,0,0,0,43,2,SUCCESS,107158
satussy777,1614911732427,3,40996,35392,122990,3.0,0,9,9,13,3,SUCCESS,122990
GregRacing,1614654939079,3,41347,35795,124042,1.0,0,3,3,3,4,SUCCESS,124042
hypersky,1614659253981,3,41683,39660,125051,0.3333333333333333,0,1,1,13,5,SUCCESS,125051
WaveLabCup-test,1614766164753,3,42201,37131,126605,1.6666666666666667,0,5,5,3,6,SUCCESS,126605
Groovy-DNPds,1614940843361,3,42624,39550,127874,0.3333333333333333,0,1,1,14,7,SUCCESS,127874
Kalky,1614755412104,3,42633,40704,127901,0.3333333333333333,0,1,1,10,8,SUCCESS,127901
Redfalcon5,1614692007009,3,43105,42790,129315,0.0,0,0,0,16,9,SUCCESS,129315
drunken-monkey,1614698648381,3,44177,40399,132532,0.6666666666666666,0,2,2,8,10,SUCCESS,132532
KaiRacer,1614938330732,3,44636,38810,133910,2.0,0,6,6,7,11,SUCCESS,133910
Dharani1,1614945598202,3,46325,44335,138977,2.3333333333333335,0,7,7,13,12,SUCCESS,138977
CaliSchwiizer,1614913129663,3,46365,46188,139097,0.0,0,0,0,0,13,SUCCESS,139097
seren-kim,1614825928871,3,46696,43010,140090,0.6666666666666666,0,2,2,8,14,SUCCESS,140090
LeagueRacerName,1614938210312,3,46775,43453,140326,0.6666666666666666,0,2,2,1,15,SUCCESS,140326
GB2000,1614677905002,3,48088,47538,144264,3.0,0,9,9,9,16,SUCCESS,144264
NowSomeDonkeyCar,1614676282383,3,49230,45473,147690,2.6666666666666665,0,8,8,78,17,SUCCESS,147690
Wasabi-DevelopersIO,1614913809185,3,49235,44997,147706,1.0,0,3,3,58,18,SUCCESS,147706
GoodmanKR,1614822701233,3,49361,40684,148085,2.6666666666666665,0,8,8,93,19,SUCCESS,148085
SVDeepRacer,1614946791411,3,51100,44209,153301,1.3333333333333333,0,4,4,0,20,SUCCESS,153301
My-First-Deep-Racer,1614796167164,3,51106,46936,153320,0.6666666666666666,0,2,2,0,21,SUCCESS,153320
Holden-Grapes,1614880561392,3,51570,51405,154712,2.0,0,6,6,4,22,SUCCESS,154712
GummyBear,1614778347646,3,51926,48387,155780,0.6666666666666666,0,2,2,0,23,SUCCESS,155780
10namarie,1614842526170,3,53474,52977,160424,0.0,0,0,0,7,24,SUCCESS,160424
Liluter-Dron,1614649072565,3,54196,51515,162589,0.6666666666666666,0,2,2,0,25,SUCCESS,162589
LuckyMan,1614944976640,3,55334,51660,166004,1.6666666666666667,0,5,5,7,26,SUCCESS,166004
muzi,1614780468087,3,55610,51736,166831,3.6666666666666665,0,11,11,10,27,SUCCESS,166831
MarsLander,1614732309802,3,57324,53540,171973,3.6666666666666665,0,11,11,14,28,SUCCESS,171973
PacemakersEh,1614738921917,3,57490,49404,172470,2.3333333333333335,0,7,7,4,29,SUCCESS,172470
Peppy,1614946664448,3,59331,55344,177994,1.6666666666666667,0,5,5,0,30,SUCCESS,177994
ConnorSutton-01,1614670187316,3,59569,55871,178707,0.6666666666666666,0,2,2,13,31,SUCCESS,178707
Heisenberg,1614632479798,3,60420,58674,181262,0.3333333333333333,0,1,1,6,32,SUCCESS,181262
manzooi,1614833666916,3,61018,60730,183055,0.0,0,0,0,0,33,SUCCESS,183055
Roxnea,1614947118534,3,62451,58562,187353,2.6666666666666665,0,8,8,0,34,SUCCESS,187353
funny,1614607726948,3,62475,62192,187426,0.0,0,0,0,3,35,SUCCESS,187426
JP01v2,1614906758109,3,64280,63641,192841,2.0,0,6,6,16,36,SUCCESS,192841
test-race-haoting,1614825767030,3,64827,59298,194481,2.0,0,6,6,0,37,SUCCESS,194481
SPS-GottaGoFast,1614632918599,3,66254,57842,198764,2.6666666666666665,0,8,8,5,38,SUCCESS,198764
jgamblin,1614771225268,3,66583,54083,199749,4.0,0,12,12,21,39,SUCCESS,199749
amanelso4,1614826896054,3,67033,64538,201100,1.3333333333333333,0,4,4,1,40,SUCCESS,201100
RedRacer2021,1614599582318,3,67052,66149,201158,0.3333333333333333,0,1,1,1,41,SUCCESS,201158
GT-Racing,1614802901884,3,67704,63243,203112,0.6666666666666666,0,2,2,6,42,SUCCESS,203112
s1thind,1614609685801,3,68432,63456,205297,6.0,0,18,18,6,43,SUCCESS,205297
ironbarrel1,1614600330074,3,68432,62218,205297,3.0,0,9,9,4,44,SUCCESS,205297
daisuke2010311345,1614781410327,3,70356,67996,211069,1.0,0,3,3,21,45,SUCCESS,211069
TatsuyaShiba,1614948333464,3,71330,68545,213992,3.3333333333333335,0,10,10,0,46,SUCCESS,213992
BA-1-TeamOne,1614811668587,3,71369,65995,214108,5.0,0,15,15,2,47,SUCCESS,214108
GrumpyMonkey,1614870543392,3,73098,72875,219295,0.0,0,0,0,4,48,SUCCESS,219295
DeepRacerHackathonLeague,1614947092541,3,73114,68795,219342,3.6666666666666665,0,11,11,0,49,SUCCESS,219342
jimmitjoo,1614612684418,3,73905,68509,221717,0.3333333333333333,0,1,1,1,50,SUCCESS,221717
BugRacer,1614617062639,3,74168,73471,222505,0.0,0,0,0,1,51,SUCCESS,222505
Fluxracer,1614764170077,3,75661,71392,226984,0.6666666666666666,0,2,2,10,52,SUCCESS,226984
LM-AFS1,1614704717253,3,75801,75382,227403,3.0,0,9,9,4,53,SUCCESS,227403
KeisukeKondo,1614741831525,3,78184,72979,234552,5.0,0,15,15,28,54,SUCCESS,234552
Otaboroid,1614929157335,3,78191,65865,234573,9.0,0,27,27,2,55,SUCCESS,234573
mayumi-nakagawa,1614742313338,3,79097,78205,237292,4.0,0,12,12,5,56,SUCCESS,237292
voidalpha,1614904543940,3,79655,75140,238966,0.6666666666666666,0,2,2,12,57,SUCCESS,238966
tenihil,1614642395699,3,81097,75335,243291,3.0,0,9,9,2,58,SUCCESS,243291
GregData,1614922548918,3,81803,81660,245411,0.0,0,0,0,0,59,SUCCESS,245411
sergen,1614846624598,3,82223,81792,246669,0.0,0,0,0,0,60,SUCCESS,246669
RK-Deloitte,1614947019944,3,83775,74334,251327,3.3333333333333335,0,10,10,1,61,SUCCESS,251327
Kurahara,1614903075526,3,84260,82542,252780,0.0,0,0,0,5,62,SUCCESS,252780
BT-Racer-McLarenF1-Series,1614723386263,3,84903,76321,254709,4.666666666666667,0,14,14,0,63,SUCCESS,254709
Green-Hill-Products-and-Services-Number1,1614732564198,3,85090,75602,255272,8.666666666666666,0,26,26,6,64,SUCCESS,255272
Woodys-DeepRacer,1614913947365,3,85117,82791,255351,0.3333333333333333,0,1,1,5,65,SUCCESS,255351
Aman,1614946806077,3,86071,82611,258215,5.666666666666667,0,17,17,0,66,SUCCESS,258215
TechGenius,1614672753031,3,86122,83403,258368,0.3333333333333333,0,1,1,1,67,SUCCESS,258368
GeraldHinton,1614645951280,3,86325,76255,258976,4.666666666666667,0,14,14,0,68,SUCCESS,258976
JMo,1614744690322,3,86535,83593,259605,7.666666666666667,0,23,23,2,69,SUCCESS,259605
HarinWu,1614829518565,3,86537,83056,259611,7.666666666666667,0,23,23,6,70,SUCCESS,259611
VikingOne,1614672652858,3,86849,85066,260547,0.3333333333333333,0,1,1,4,71,SUCCESS,260547
UTHermosillo,1614922923640,3,87071,85482,261215,0.3333333333333333,0,1,1,0,72,SUCCESS,261215
Nyx,1614774404548,3,88842,88075,266528,0.0,0,0,0,1,73,SUCCESS,266528
Teste1,1614912562534,3,89884,78600,269654,10.0,0,30,30,1,74,SUCCESS,269654
testmiya,1614920307819,3,90061,76324,270183,7.333333333333333,0,22,22,8,75,SUCCESS,270183
Rakesh-Arumalla,1614603529746,3,91068,84059,273205,2.3333333333333335,0,7,7,0,76,SUCCESS,273205
PreyRacer,1614668195790,3,92278,89688,276834,0.6666666666666666,0,2,2,8,77,SUCCESS,276834
GaryAflalo,1614855350839,3,92771,91793,278315,0.0,0,0,0,5,78,SUCCESS,278315
firstStepRacer,1614947192251,3,93594,93391,280783,0.0,0,0,0,0,79,SUCCESS,280783
CPTest,1614576637324,3,93804,91425,281413,0.0,0,0,0,0,80,SUCCESS,281413
TestVinodRacer,1614946896692,3,93865,90746,281596,0.3333333333333333,0,1,1,0,81,SUCCESS,281596
Deb,1614946677351,3,93884,91143,281652,1.6666666666666667,0,5,5,0,82,SUCCESS,281652
karthikDeepRacer,1614947369959,3,94644,83198,283934,7.666666666666667,0,23,23,1,83,SUCCESS,283934
DeloitteRacer,1614946768003,3,95395,92516,286186,0.3333333333333333,0,1,1,0,84,SUCCESS,286186
Weaver,1614606546685,3,95503,93440,286509,0.0,0,0,0,8,85,SUCCESS,286509
anklal,1614947344587,3,96444,84075,289334,10.333333333333334,0,31,31,0,86,SUCCESS,289334
MariusAndersen,1614810740794,3,96820,87930,290461,4.666666666666667,0,14,14,8,87,SUCCESS,290461
Jazzer,1614884439132,3,97150,96527,291450,0.3333333333333333,0,1,1,1,88,SUCCESS,291450
vasmos,1614754852711,3,97308,95142,291925,0.0,0,0,0,6,89,SUCCESS,291925
buggyRacer,1614883991354,3,97389,96083,292167,0.0,0,0,0,2,90,SUCCESS,292167
Prabha-Ottawa,1614896956452,3,97889,93332,293667,0.3333333333333333,0,1,1,0,91,SUCCESS,293667
DePauwRacer,1614646389166,3,97973,95586,293921,4.333333333333333,0,13,13,0,92,SUCCESS,293921
Puratu,1614848628378,3,98022,93575,294067,0.6666666666666666,0,2,2,0,93,SUCCESS,294067
Twitter,1614686377029,3,98168,98066,294506,0.0,0,0,0,0,94,SUCCESS,294506
DeloitteAWSDeepRacer,1614947092826,3,98198,96285,294594,0.3333333333333333,0,1,1,1,95,SUCCESS,294594
RobK,1614816612692,3,98251,93020,294754,1.0,0,3,3,3,96,SUCCESS,294754
Bren1Racer,1614611507972,3,99694,96933,299084,0.0,0,0,0,0,97,SUCCESS,299084
Biene87,1614787432128,3,99782,97480,299346,0.3333333333333333,0,1,1,4,98,SUCCESS,299346
Dhruv,1614947191055,3,100154,97519,300464,1.0,0,3,3,0,99,SUCCESS,300464
testAlpha,1614608780509,3,100499,96366,301497,0.0,0,0,0,1,100,SUCCESS,301497
iceman8797,1614947352417,3,101051,98323,303154,0.3333333333333333,0,1,1,0,101,SUCCESS,303154
MD123,1614853482886,3,101617,98732,304851,0.3333333333333333,0,1,1,1,102,SUCCESS,304851
dsh01,1614790975585,3,101807,100539,305421,0.0,0,0,0,19,103,SUCCESS,305421
FredtheGoat,1614816507775,3,102377,96936,307133,0.6666666666666666,0,2,2,1,104,SUCCESS,307133
Upjumper,1614622012120,3,102706,99338,308118,0.3333333333333333,0,1,1,1,105,SUCCESS,308118
AshishRacer,1614948533125,3,103067,97605,309202,3.3333333333333335,0,10,10,0,106,SUCCESS,309202
DR-1,1614750569576,3,103468,89727,310405,12.666666666666666,0,38,38,5,107,SUCCESS,310405
Madhuracer,1614947993192,3,105081,95192,315245,2.0,0,6,6,1,108,SUCCESS,315245
ClaudioRace,1614908479648,3,105199,92201,315597,3.3333333333333335,0,10,10,10,109,SUCCESS,315597
ModelA,1614596645829,3,105302,102751,315908,1.0,0,2,3,0,110,SUCCESS,315908
sag,1614730055633,3,106230,98138,318691,4.333333333333333,0,13,13,1,111,SUCCESS,318691
VinayM,1614850904776,3,106726,97543,320178,1.6666666666666667,0,5,5,4,112,SUCCESS,320178
RobRacer,1614910798582,3,107132,102467,321398,1.0,0,3,3,3,113,SUCCESS,321398
School-Bus,1614892575323,3,107481,103375,322444,3.6666666666666665,0,11,11,1,114,SUCCESS,322444
Sruthin,1614852283199,3,108102,105606,324308,0.3333333333333333,0,1,1,1,115,SUCCESS,324308
Srinu-Pilli,1614613681971,3,108333,92528,325000,3.3333333333333335,0,10,10,1,116,SUCCESS,325000
ksvanaasen,1614696228315,3,108770,107211,326310,1.0,0,3,3,1,117,SUCCESS,326310
G-Leage,1614838350376,3,109249,107464,327749,0.0,0,0,0,0,118,SUCCESS,327749
Prosecutor,1614935927729,3,110966,107593,332898,2.3333333333333335,0,7,7,0,119,SUCCESS,332898
AskJag07,1614588122875,3,111187,105658,333562,3.6666666666666665,0,11,11,1,120,SUCCESS,333562
