Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
GregRacing,1614654939079,3,41347,35795,124042,1.0,0,3,3,1,1,SUCCESS,124042
hypersky,1614659253981,3,41683,39660,125051,0.3333333333333333,0,1,1,9,2,SUCCESS,125051
Redfalcon5,1614692007009,3,43105,42790,129315,0.0,0,0,0,13,3,SUCCESS,129315
drunken-monkey,1614698648381,3,44177,40399,132532,0.6666666666666666,0,2,2,3,4,SUCCESS,132532
Kalky,1614713497216,3,44242,40411,132726,0.6666666666666666,0,2,2,6,5,SUCCESS,132726
GB2000,1614677905002,3,48088,47538,144264,3.0,0,9,9,5,6,SUCCESS,144264
jmp543,1614645195442,3,49032,46339,147096,1.3333333333333333,0,4,4,11,7,SUCCESS,147096
NowSomeDonkeyCar,1614676282383,3,49230,45473,147690,2.6666666666666665,0,8,8,38,8,SUCCESS,147690
GoodmanKR,1614611458230,3,51872,51264,155617,3.0,0,9,9,63,9,SUCCESS,155617
Liluter-Dron,1614649072565,3,54196,51515,162589,0.6666666666666666,0,2,2,0,10,SUCCESS,162589
ConnorSutton-01,1614670187316,3,59569,55871,178707,0.6666666666666666,0,2,2,13,11,SUCCESS,178707
Heisenberg,1614632479798,3,60420,58674,181262,0.3333333333333333,0,1,1,6,12,SUCCESS,181262
funny,1614607726948,3,62475,62192,187426,0.0,0,0,0,3,13,SUCCESS,187426
LuckyMan,1614644594200,3,62836,50726,188509,4.0,0,12,12,1,14,SUCCESS,188509
SPS-GottaGoFast,1614632918599,3,66254,57842,198764,2.6666666666666665,0,8,8,5,15,SUCCESS,198764
RedRacer2021,1614599582318,3,67052,66149,201158,0.3333333333333333,0,1,1,1,16,SUCCESS,201158
s1thind,1614609685801,3,68432,63456,205297,6.0,0,18,18,6,17,SUCCESS,205297
ironbarrel1,1614600330074,3,68432,62218,205297,3.0,0,9,9,4,18,SUCCESS,205297
jimmitjoo,1614612684418,3,73905,68509,221717,0.3333333333333333,0,1,1,1,19,SUCCESS,221717
BugRacer,1614617062639,3,74168,73471,222505,0.0,0,0,0,0,20,SUCCESS,222505
jgamblin,1614719887772,3,74929,63939,224789,5.666666666666667,0,17,17,11,21,SUCCESS,224789
LM-AFS1,1614704717253,3,75801,75382,227403,3.0,0,9,9,4,22,SUCCESS,227403
KaiRacer,1614663640744,3,77643,70855,232931,4.0,0,12,12,3,23,SUCCESS,232931
tenihil,1614642395699,3,81097,75335,243291,3.0,0,9,9,2,24,SUCCESS,243291
TechGenius,1614672753031,3,86122,83403,258368,0.3333333333333333,0,1,1,1,25,SUCCESS,258368
