Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
VaughanDiesel,1614807526257,3,29157,27727,87471,0.0,0,0,0,78,1,SUCCESS,87471
GregRacing,1614993330952,3,35027,33131,105081,1.6666666666666667,0,5,5,5,2,SUCCESS,105081
jmp543,1614831969713,3,35719,35609,107158,0.0,0,0,0,45,3,SUCCESS,107158
satussy777,1614911732427,3,40996,35392,122990,3.0,0,9,9,19,4,SUCCESS,122990
hypersky,1614659253981,3,41683,39660,125051,0.3333333333333333,0,1,1,15,5,SUCCESS,125051
WaveLabCup-test,1614766164753,3,42201,37131,126605,1.6666666666666667,0,5,5,3,6,SUCCESS,126605
Groovy-DNPds,1614940843361,3,42624,39550,127874,0.3333333333333333,0,1,1,15,7,SUCCESS,127874
Kalky,1614755412104,3,42633,40704,127901,0.3333333333333333,0,1,1,11,8,SUCCESS,127901
Redfalcon5,1614692007009,3,43105,42790,129315,0.0,0,0,0,17,9,SUCCESS,129315
drunken-monkey,1614698648381,3,44177,40399,132532,0.6666666666666666,0,2,2,8,10,SUCCESS,132532
KaiRacer,1614938330732,3,44636,38810,133910,2.0,0,6,6,7,11,SUCCESS,133910
Dharani1,1614945598202,3,46325,44335,138977,2.3333333333333335,0,7,7,13,12,SUCCESS,138977
CaliSchwiizer,1614913129663,3,46365,46188,139097,0.0,0,0,0,0,13,SUCCESS,139097
seren-kim,1614825928871,3,46696,43010,140090,0.6666666666666666,0,2,2,8,14,SUCCESS,140090
LeagueRacerName,1614938210312,3,46775,43453,140326,0.6666666666666666,0,2,2,4,15,SUCCESS,140326
Wasabi-DevelopersIO,1614953408845,3,48010,42688,144030,1.0,0,3,3,87,16,SUCCESS,144030
GB2000,1614677905002,3,48088,47538,144264,3.0,0,9,9,10,17,SUCCESS,144264
NowSomeDonkeyCar,1614676282383,3,49230,45473,147690,2.6666666666666665,0,8,8,91,18,SUCCESS,147690
GoodmanKR,1614822701233,3,49361,40684,148085,2.6666666666666665,0,8,8,94,19,SUCCESS,148085
SVDeepRacer,1614946791411,3,51100,44209,153301,1.3333333333333333,0,4,4,5,20,SUCCESS,153301
My-First-Deep-Racer,1614796167164,3,51106,46936,153320,0.6666666666666666,0,2,2,0,21,SUCCESS,153320
Holden-Grapes,1614880561392,3,51570,51405,154712,2.0,0,6,6,4,22,SUCCESS,154712
