Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
VaughanDiesel,1614807526257,3,29157,27727,87471,0.0,0,0,0,8,1,SUCCESS,87471
GregRacing,1614654939079,3,41347,35795,124042,1.0,0,3,3,1,2,SUCCESS,124042
hypersky,1614659253981,3,41683,39660,125051,0.3333333333333333,0,1,1,11,3,SUCCESS,125051
WaveLabCup-test,1614766164753,3,42201,37131,126605,1.6666666666666667,0,5,5,3,4,SUCCESS,126605
Kalky,1614755412104,3,42633,40704,127901,0.3333333333333333,0,1,1,10,5,SUCCESS,127901
Redfalcon5,1614692007009,3,43105,42790,129315,0.0,0,0,0,14,6,SUCCESS,129315
drunken-monkey,1614698648381,3,44177,40399,132532,0.6666666666666666,0,2,2,4,7,SUCCESS,132532
GB2000,1614677905002,3,48088,47538,144264,3.0,0,9,9,6,8,SUCCESS,144264
jmp543,1614645195442,3,49032,46339,147096,1.3333333333333333,0,4,4,16,9,SUCCESS,147096
NowSomeDonkeyCar,1614676282383,3,49230,45473,147690,2.6666666666666665,0,8,8,68,10,SUCCESS,147690
Wasabi-DevelopersIO,1614798609647,3,49971,43333,149915,1.3333333333333333,0,4,4,19,11,SUCCESS,149915
GoodmanKR,1614730514191,3,49974,46189,149922,2.6666666666666665,0,8,8,74,12,SUCCESS,149922
My-First-Deep-Racer,1614796167164,3,51106,46936,153320,0.6666666666666666,0,2,2,0,13,SUCCESS,153320
GummyBear,1614778347646,3,51926,48387,155780,0.6666666666666666,0,2,2,0,14,SUCCESS,155780
Liluter-Dron,1614649072565,3,54196,51515,162589,0.6666666666666666,0,2,2,0,15,SUCCESS,162589
10namarie,1614787037117,3,55059,52980,165178,0.3333333333333333,0,1,1,2,16,SUCCESS,165178
muzi,1614780468087,3,55610,51736,166831,3.6666666666666665,0,11,11,10,17,SUCCESS,166831
LuckyMan,1614753765135,3,55954,52993,167862,1.6666666666666667,0,5,5,3,18,SUCCESS,167862
seren-kim,1614785317290,3,56003,51703,168010,1.6666666666666667,0,5,5,2,19,SUCCESS,168010
Groovy-DNPds,1614770368267,3,56172,53791,168517,0.3333333333333333,0,1,1,3,20,SUCCESS,168517
MarsLander,1614732309802,3,57324,53540,171973,3.6666666666666665,0,11,11,14,21,SUCCESS,171973
PacemakersEh,1614738921917,3,57490,49404,172470,2.3333333333333335,0,7,7,2,22,SUCCESS,172470
ConnorSutton-01,1614670187316,3,59569,55871,178707,0.6666666666666666,0,2,2,13,23,SUCCESS,178707
Heisenberg,1614632479798,3,60420,58674,181262,0.3333333333333333,0,1,1,6,24,SUCCESS,181262
funny,1614607726948,3,62475,62192,187426,0.0,0,0,0,3,25,SUCCESS,187426
SPS-GottaGoFast,1614632918599,3,66254,57842,198764,2.6666666666666665,0,8,8,5,26,SUCCESS,198764
jgamblin,1614771225268,3,66583,54083,199749,4.0,0,12,12,16,27,SUCCESS,199749
RedRacer2021,1614599582318,3,67052,66149,201158,0.3333333333333333,0,1,1,1,28,SUCCESS,201158
GT-Racing,1614802901884,3,67704,63243,203112,0.6666666666666666,0,2,2,6,29,SUCCESS,203112
s1thind,1614609685801,3,68432,63456,205297,6.0,0,18,18,6,30,SUCCESS,205297
ironbarrel1,1614600330074,3,68432,62218,205297,3.0,0,9,9,4,31,SUCCESS,205297
daisuke2010311345,1614781410327,3,70356,67996,211069,1.0,0,3,3,9,32,SUCCESS,211069
Dharani1,1614791993964,3,70580,65669,211742,4.0,0,12,12,5,33,SUCCESS,211742
jimmitjoo,1614612684418,3,73905,68509,221717,0.3333333333333333,0,1,1,1,34,SUCCESS,221717
BugRacer,1614617062639,3,74168,73471,222505,0.0,0,0,0,1,35,SUCCESS,222505
Fluxracer,1614764170077,3,75661,71392,226984,0.6666666666666666,0,2,2,10,36,SUCCESS,226984
LM-AFS1,1614704717253,3,75801,75382,227403,3.0,0,9,9,4,37,SUCCESS,227403
KaiRacer,1614663640744,3,77643,70855,232931,4.0,0,12,12,4,38,SUCCESS,232931
KeisukeKondo,1614741831525,3,78184,72979,234552,5.0,0,15,15,28,39,SUCCESS,234552
mayumi-nakagawa,1614742313338,3,79097,78205,237292,4.0,0,12,12,3,40,SUCCESS,237292
tenihil,1614642395699,3,81097,75335,243291,3.0,0,9,9,2,41,SUCCESS,243291
BT-Racer-McLarenF1-Series,1614723386263,3,84903,76321,254709,4.666666666666667,0,14,14,0,42,SUCCESS,254709
Green-Hill-Products-and-Services-Number1,1614732564198,3,85090,75602,255272,8.666666666666666,0,26,26,6,43,SUCCESS,255272
GrumpyMonkey,1614803062819,3,85299,82602,255898,0.3333333333333333,0,1,1,0,44,SUCCESS,255898
satussy777,1614767450778,3,85721,75101,257164,11.0,0,33,33,4,45,SUCCESS,257164
TechGenius,1614672753031,3,86122,83403,258368,0.3333333333333333,0,1,1,1,46,SUCCESS,258368
GeraldHinton,1614645951280,3,86325,76255,258976,4.666666666666667,0,14,14,0,47,SUCCESS,258976
JMo,1614744690322,3,86535,83593,259605,7.666666666666667,0,23,23,1,48,SUCCESS,259605
HarinWu,1614711512843,3,86558,82926,259674,7.666666666666667,0,23,23,2,49,SUCCESS,259674
VikingOne,1614672652858,3,86849,85066,260547,0.3333333333333333,0,1,1,4,50,SUCCESS,260547
Nyx,1614774404548,3,88842,88075,266528,0.0,0,0,0,1,51,SUCCESS,266528
Rakesh-Arumalla,1614603529746,3,91068,84059,273205,2.3333333333333335,0,7,7,0,52,SUCCESS,273205
PreyRacer,1614668195790,3,92278,89688,276834,0.6666666666666666,0,2,2,8,53,SUCCESS,276834
CPTest,1614576637324,3,93804,91425,281413,0.0,0,0,0,0,54,SUCCESS,281413
Weaver,1614606546685,3,95503,93440,286509,0.0,0,0,0,8,55,SUCCESS,286509
voidalpha,1614714684204,3,97230,88402,291691,1.0,0,2,3,7,56,SUCCESS,291691
vasmos,1614754852711,3,97308,95142,291925,0.0,0,0,0,6,57,SUCCESS,291925
DePauwRacer,1614646389166,3,97973,95586,293921,4.333333333333333,0,13,13,0,58,SUCCESS,293921
Twitter,1614686377029,3,98168,98066,294506,0.0,0,0,0,0,59,SUCCESS,294506
Bren1Racer,1614611507972,3,99694,96933,299084,0.0,0,0,0,0,60,SUCCESS,299084
Biene87,1614787432128,3,99782,97480,299346,0.3333333333333333,0,1,1,2,61,SUCCESS,299346
Woodys-DeepRacer,1614737870237,3,100241,97873,300723,0.0,0,0,0,2,62,SUCCESS,300723
testAlpha,1614608780509,3,100499,96366,301497,0.0,0,0,0,1,63,SUCCESS,301497
dsh01,1614790975585,3,101807,100539,305421,0.0,0,0,0,19,64,SUCCESS,305421
Upjumper,1614622012120,3,102706,99338,308118,0.3333333333333333,0,1,1,1,65,SUCCESS,308118
DR-1,1614750569576,3,103468,89727,310405,12.666666666666666,0,38,38,5,66,SUCCESS,310405
ModelA,1614596645829,3,105302,102751,315908,1.0,0,2,3,0,67,SUCCESS,315908
MariusAndersen,1614594600699,3,105781,94939,317345,11.0,0,33,33,7,68,SUCCESS,317345
sag,1614730055633,3,106230,98138,318691,4.333333333333333,0,13,13,0,69,SUCCESS,318691
Jazzer,1614697856200,3,107727,103134,323182,0.3333333333333333,0,1,1,0,70,SUCCESS,323182
Srinu-Pilli,1614613681971,3,108333,92528,325000,3.3333333333333335,0,10,10,1,71,SUCCESS,325000
ksvanaasen,1614696228315,3,108770,107211,326310,1.0,0,3,3,1,72,SUCCESS,326310
AskJag07,1614588122875,3,111187,105658,333562,3.6666666666666665,0,11,11,1,73,SUCCESS,333562
Janeybop,1614793834339,3,111376,106170,334129,5.0,0,15,15,1,74,SUCCESS,334129
JP01v2,1614734425903,3,111379,102873,334139,1.6666666666666667,0,5,5,4,75,SUCCESS,334139
amol-league,1614580683532,3,114203,110148,342611,5.333333333333333,0,16,16,1,76,SUCCESS,342611
DK2048,1614779702601,3,115406,108694,346220,5.0,0,15,15,0,77,SUCCESS,346220
Brian-Cheungs-racer,1614728656736,3,116627,110607,349883,6.0,0,18,18,0,78,SUCCESS,349883
Diallo-3948,1614777538578,3,116890,113073,350671,6.666666666666667,0,20,20,2,79,SUCCESS,350671
Tori-TW-USYS,1614604951789,3,117440,98935,352322,15.333333333333334,0,46,46,0,80,SUCCESS,352322
Teste01,1614733096426,3,118420,115206,355260,2.6666666666666665,0,8,8,0,81,SUCCESS,355260
TotalCruise,1614627569479,3,118728,112870,356184,17.0,0,51,51,2,82,SUCCESS,356184
SSQQ,1614648131244,3,118755,110130,356267,3.3333333333333335,0,10,10,0,83,SUCCESS,356267
Otaboroid,1614610619984,3,119732,114403,359198,17.0,0,51,51,1,84,SUCCESS,359198
DeepFlyer,1614733956168,3,119776,115545,359330,2.3333333333333335,0,7,7,0,85,SUCCESS,359330
skichi,1614606707272,3,122488,111265,367465,2.0,0,6,6,2,86,SUCCESS,367465
Aramis0512,1614751199821,3,124415,111530,373245,7.666666666666667,0,23,23,1,87,SUCCESS,373245
alex2,1614639112801,3,125688,119733,377066,1.0,0,3,3,10,88,SUCCESS,377066
AltRanger196766,1614769189002,3,125961,118949,377883,2.0,0,6,6,2,89,SUCCESS,377883
