Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
VaughanDiesel,1614807526257,3,29157,27727,87471,0.0,0,0,0,82,1,SUCCESS,87471
satussy777,1615113022499,3,34365,30529,103095,1.6666666666666667,0,5,5,25,2,SUCCESS,103095
GregRacing,1614993330952,3,35027,33131,105081,1.6666666666666667,0,5,5,6,3,SUCCESS,105081
jmp543,1614831969713,3,35719,35609,107158,0.0,0,0,0,45,4,SUCCESS,107158
Redfalcon5,1615125364371,3,39043,32445,117129,1.0,0,3,3,18,5,SUCCESS,117129
Jerec,1615082254083,3,40350,39095,121050,0.0,0,0,0,2,6,SUCCESS,121050
s1thind,1615123467069,3,40823,31866,122470,1.6666666666666667,0,5,5,12,7,SUCCESS,122470
hypersky,1614659253981,3,41683,39660,125051,0.3333333333333333,0,1,1,15,8,SUCCESS,125051
WaveLabCup-test,1614766164753,3,42201,37131,126605,1.6666666666666667,0,5,5,3,9,SUCCESS,126605
Groovy-DNPds,1614940843361,3,42624,39550,127874,0.3333333333333333,0,1,1,15,10,SUCCESS,127874
Kalky,1614755412104,3,42633,40704,127901,0.3333333333333333,0,1,1,11,11,SUCCESS,127901
drunken-monkey,1614698648381,3,44177,40399,132532,0.6666666666666666,0,2,2,8,12,SUCCESS,132532
KaiRacer,1614938330732,3,44636,38810,133910,2.0,0,6,6,7,13,SUCCESS,133910
Dharani1,1614945598202,3,46325,44335,138977,2.3333333333333335,0,7,7,13,14,SUCCESS,138977
CaliSchwiizer,1614913129663,3,46365,46188,139097,0.0,0,0,0,0,15,SUCCESS,139097
seren-kim,1614825928871,3,46696,43010,140090,0.6666666666666666,0,2,2,8,16,SUCCESS,140090
LeagueRacerName,1614938210312,3,46775,43453,140326,0.6666666666666666,0,2,2,5,17,SUCCESS,140326
Wasabi-DevelopersIO,1614953408845,3,48010,42688,144030,1.0,0,3,3,107,18,SUCCESS,144030
GB2000,1614677905002,3,48088,47538,144264,3.0,0,9,9,10,19,SUCCESS,144264
NowSomeDonkeyCar,1614676282383,3,49230,45473,147690,2.6666666666666665,0,8,8,92,20,SUCCESS,147690
GoodmanKR,1614822701233,3,49361,40684,148085,2.6666666666666665,0,8,8,96,21,SUCCESS,148085
SVDeepRacer,1614946791411,3,51100,44209,153301,1.3333333333333333,0,4,4,5,22,SUCCESS,153301
My-First-Deep-Racer,1614796167164,3,51106,46936,153320,0.6666666666666666,0,2,2,0,23,SUCCESS,153320
DRacerNeerajU,1615105953391,3,51142,48915,153427,0.3333333333333333,0,1,1,14,24,SUCCESS,153427
sbhimalingam,1615064176783,3,51498,50395,154494,1.0,0,3,3,13,25,SUCCESS,154494
Holden-Grapes,1614880561392,3,51570,51405,154712,2.0,0,6,6,4,26,SUCCESS,154712
GummyBear,1614778347646,3,51926,48387,155780,0.6666666666666666,0,2,2,0,27,SUCCESS,155780
hduddu,1615006388451,3,52043,51745,156130,3.0,0,9,9,6,28,SUCCESS,156130
tomroy1,1615094275159,3,53197,47103,159591,3.0,0,9,9,7,29,SUCCESS,159591
AsimMohanty,1615107857940,3,53417,46786,160253,2.3333333333333335,0,7,7,9,30,SUCCESS,160253
10namarie,1614842526170,3,53474,52977,160424,0.0,0,0,0,7,31,SUCCESS,160424
